Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
154.999099255,35.45,31.152
156.000357151,35.508,31.154
156.999142170,35.486,31.154
158.000399590,35.442,31.154
158.999185562,35.508,31.154
160.000442505,35.454,31.154
160.999228001,35.474,31.156
162.000485897,35.456,31.156
162.999270916,35.53,31.154
164.000528812,35.492,31.156
164.999314308,35.498,31.156
166.000572205,35.502,31.156
166.999358177,35.536,31.156
168.000615120,35.466,31.156
168.999401093,35.434,31.156
170.000658989,35.476,31.156
170.999444962,35.482,31.156
172.000702858,35.514,31.158
172.999488831,35.512,31.158
174.000746727,35.502,31.158
174.999532700,35.52,31.158
176.000791073,35.514,31.16
176.999577045,35.478,31.16
178.000835896,35.5,31.16
178.999621868,35.5,31.16
180.000880241,35.538,31.16
180.999666214,35.534,31.16
182.000924587,35.552,31.16
182.999710560,35.49,31.16
184.000969410,35.564,31.16
184.999755383,35.516,31.16
185.998541832,35.54,31.16
186.999800205,35.49,31.16
187.998586178,35.494,31.16
188.999845028,35.53,31.16
189.998631477,35.53,31.162
190.999889851,35.52,31.162
191.998676777,35.506,31.162
192.999935150,35.514,31.162
193.998722553,35.516,31.162
194.999980927,35.548,31.162
195.998767853,35.552,31.164
197.000026703,35.592,31.164
197.998813629,35.558,31.164
199.000072479,35.57,31.164
199.998859882,35.538,31.164
201.000119209,35.57,31.166
201.998906612,35.52,31.166
203.000165462,35.512,31.166
203.998952866,35.514,31.166
205.000212669,35.494,31.166
205.999000072,35.556,31.166
207.000259399,35.598,31.168
207.999047279,35.594,31.168
209.000306606,35.572,31.168
