Time (s),Percentage (%),Time To Empty (minutes),Voltage (V),Current (mA),Is Charger Connected (Boolean)
0.951794624,100.0117,15372286728.0913,4.164375,-0.625,1
1.830861569,100.0117,15372286728.0913,4.16625,0,1
2.885561466,100.0117,15372286728.0913,4.165625,0.625,1
3.940340519,100.0117,15372286728.0913,4.164375,0,1
4.995200157,100.0117,15372286728.0913,4.16375,0,1
5.874092102,100.0117,15372286728.0913,4.165625,-0.3125,1
6.928987503,100.0117,15372286728.0913,4.165625,0.625,1
7.983688831,100.0117,15372286728.0913,4.165625,0.9375,1
8.862666130,100.0117,15372286728.0913,4.165625,1.875,1
9.917624474,100.0117,15372286728.0913,4.165625,0.625,1
10.972259521,100.0117,15372286728.0913,4.164375,-0.9375,1
11.851364613,100.0117,15372286728.0913,4.165,-1.25,1
12.906032562,100.0117,15372286728.0913,4.165,0,1
13.960834503,100.0117,15372286728.0913,4.165,-0.9375,1
14.839899063,100.0117,15372286728.0913,4.164375,-0.3125,1
15.894608498,100.0117,15372286728.0913,4.16625,0.625,1
16.949376583,100.0117,15372286728.0913,4.165,0.625,1
17.828468800,100.0117,15372286728.0913,4.165625,0.9375,1
18.883168220,100.0117,15372286728.0913,4.165625,4.375,1
19.938058853,100.0117,15372286728.0913,4.166875,0.3125,1
20.992719173,100.0117,15372286728.0913,4.16625,0,1
21.871747971,100.0117,15372286728.0913,4.165625,-0.3125,1
22.926676750,100.0117,15372286728.0913,4.16625,-0.3125,1
23.981320381,100.0117,15372286728.0913,4.165625,-0.9375,1
24.860337257,100.0117,15372286728.0913,4.165625,0.9375,1
25.915165424,100.0117,15372286728.0913,4.165625,-0.625,1
26.969919205,100.0117,15372286728.0913,4.16375,0,1
27.848994732,100.0117,15372286728.0913,4.165,0.625,1
28.903646469,100.0117,15372286728.0913,4.164375,-0.9375,1
29.958464622,100.0117,15372286728.0913,4.16625,0,1
30.837525368,100.0117,15372286728.0913,4.16625,-1.25,1
31.892220974,100.0117,15372286728.0913,4.16375,2.1875,1
32.947017670,100.0117,15372286728.0913,4.165625,0,1
34.001927853,100.0117,15372286728.0913,4.16625,-0.9375,1
34.880788326,100.0117,15372286728.0913,4.1675,0,1
35.935694218,100.0117,15372286728.0913,4.166875,-0.3125,1
36.990392208,100.0117,15372286728.0913,4.165,0.625,1
37.869340897,100.0117,15372286728.0913,4.16625,0.625,1
38.924246788,100.0117,15372286728.0913,4.165625,0.9375,1
39.978933334,100.0117,15372286728.0913,4.164375,-0.625,1
40.858046055,100.0117,15372286728.0913,4.165625,1.875,1
41.912730217,100.0117,15372286728.0913,4.164375,0,1
42.967524052,100.0117,15372286728.0913,4.164375,0,1
43.846624851,100.0117,15372286728.0913,4.165625,-1.875,1
44.901291370,100.0117,15372286728.0913,4.166875,0,1
45.956069469,100.0117,15372286728.0913,4.165,0,1
