Time (s),Roll (deg),Pitch (deg),Yaw (deg)
0.002472401,-2.030818,4.547502,-160.8841
1.001250744,-2.049366,4.470737,-160.826
2.002501011,-2.034511,4.467722,-160.9539
3.001278877,-2.009966,4.594694,-161.0867
4.002529621,-2.085057,4.512654,-160.8686
5.001307487,-2.073986,4.52263,-161.0105
6.002558231,-2.050835,4.939929,-161.017
7.001336575,-2.810636,6.383041,-161.2932
8.002587318,-2.514285,6.536961,-162.1456
9.001365662,-2.74273,6.608805,-160.6336
10.000144482,-2.635485,6.648354,-159.177
11.001395702,-2.036237,6.342014,-127.4837
12.000174522,-1.704268,5.679049,-95.40985
13.001425743,-1.456127,6.043607,-60.89138
14.000204086,-1.269646,5.872927,-25.76182
15.001454830,-1.208099,5.712433,7.387764
16.000234127,-1.19955,5.437971,18.23492
17.001485348,-1.528941,5.125438,18.04576
18.000263691,-1.709037,4.922851,18.05406
19.001514912,-1.815041,4.825244,18.06914
20.000294209,-2.255293,4.812788,20.40028
21.001546383,-2.190068,5.222957,58.05297
22.000325680,-2.223666,5.741239,100.2647
23.001576900,-1.983729,5.290707,143.2764
24.000356674,-1.551155,5.279077,-177.2222
25.001608372,-1.039215,5.494102,-163.2952
26.000387669,-1.562676,5.2136,-163.565
27.001640320,-1.792768,5.146227,-164.1372
28.000420094,-2.417579,5.966807,-164.1947
29.001672268,-2.542971,5.984848,-163.2619
30.000452042,-2.296087,6.913467,-131.5989
31.001704216,-1.435197,7.034322,-89.58719
32.000483990,-0.6630002,6.544261,-54.14433
33.001736641,-0.1035875,5.694964,-15.61931
34.000516415,-0.6115868,5.867101,12.13006
35.001769066,-1.423509,5.263245,14.72602
36.000548840,-1.580422,4.947648,14.46709
37.001801491,-1.717516,4.836024,14.3785
38.000582218,-1.82239,4.809766,14.30735
39.001834869,-2.143601,4.861431,23.32681
40.000615120,-2.058535,5.725109,65.02814
41.001867771,-1.57312,5.995705,107.5757
42.000648499,-1.233015,5.96949,150.0213
43.001901627,-1.466936,6.343569,-174.2349
44.000682354,-1.770559,6.740825,-165.9532
45.001935482,-2.15149,6.486859,-166.5218
46.000716209,-2.353716,6.352971,-166.3707
47.001969337,-2.468964,6.269972,-166.4492
48.000750542,-2.777858,6.521538,-164.4408
49.002003670,-2.106983,6.662952,-125.2145
50.000785828,-1.56397,5.967339,-83.89478
51.002038479,-1.238622,5.757608,-41.65686
52.000819683,-1.100745,5.597066,-2.197809
53.002072811,-1.095127,5.288113,13.76761
54.000854015,-1.483407,4.956208,13.08277
55.002107143,-1.698766,4.81952,13.10095
56.000888824,-1.843259,4.671007,13.06052
56.999670029,-1.911362,4.664545,13.0945
58.000923157,-2.421029,5.090432,37.14597
58.999704361,-2.000594,5.724504,80.00343
60.000958443,-1.510976,5.83778,123.0436
60.999739647,-1.165656,5.720714,164.8531
