Time (s),Roll (deg),Pitch (deg),Yaw (deg)
62.000993252,-1.23168,6.154477,-169.7603
62.999775410,-1.462225,5.783825,-168.4486
64.001029491,-1.934976,6.032363,-168.4946
64.999810696,-1.843161,5.740509,-168.3624
66.001064301,-1.905406,5.659112,-168.952
66.999846458,-2.359528,5.514338,-160.1665
68.001100063,-2.050872,6.186258,-118.6301
68.999882221,-1.491539,6.249414,-75.78841
70.001136303,-1.200516,6.006398,-32.9547
70.999917984,-1.013544,5.776601,2.985765
72.001172066,-1.205996,5.48114,11.00417
72.999953747,-1.621418,4.549127,10.6913
74.001207829,-1.694527,4.363533,10.67614
74.999989510,-1.83498,4.402956,10.48236
76.001244068,-2.269019,4.301052,13.09715
77.000026226,-2.224032,5.141111,52.17618
78.001280308,-1.747858,5.532908,95.3934
79.000062943,-1.384207,5.520139,137.7034
80.001317501,-1.150857,5.354586,177.0276
81.000099182,-1.194639,5.081821,-169.6499
82.001353741,-1.526505,4.77947,-170.3814
83.000136375,-1.743498,4.597362,-170.4799
84.001390934,-1.861749,4.482645,-170.4464
85.000173569,-1.961184,4.407855,-170.4003
86.001428604,-2.261599,5.139119,-137.564
87.000211239,-1.721774,5.527216,-94.80459
88.001465797,-1.307328,5.485478,-51.6167
89.000248432,-1.103668,5.267275,-9.715678
90.001502991,-0.9894269,5.033055,10.12739
91.000285625,-1.425902,4.68466,9.247472
92.001541138,-1.667967,4.491093,9.116751
93.000323772,-1.802526,4.37267,9.15118
94.001578808,-1.884169,4.307684,9.185193
95.000361443,-2.384847,4.856182,33.68655
96.001616478,-1.961818,5.449943,76.57573
97.000399113,-1.486346,5.484354,119.3161
98.001654625,-1.244439,5.414992,161.4993
99.000437737,-1.142847,5.187438,-173.6665
99.999220848,-1.397797,4.854764,-172.2068
101.000476360,-1.675196,4.629611,-171.9664
101.999259472,-1.832092,4.507505,-171.9129
103.000514507,-1.918359,4.402402,-171.898
103.999298573,-2.404867,4.738942,-156.0872
105.000554085,-1.935979,5.43132,-113.3174
105.999337196,-1.435839,5.523977,-70.45222
107.000593185,-1.176645,5.363354,-27.50324
107.999376297,-1.048529,5.122737,2.795902
109.000631332,-1.260142,4.787929,6.601814
109.999414921,-1.568583,4.542692,6.803226
111.000670910,-1.7427,4.400396,6.814873
111.999454021,-1.851636,4.309216,6.810335
113.000710011,-2.259711,4.397967,15.18619
113.999493122,-2.137507,5.234024,56.87231
115.000749111,-1.640288,5.493671,99.86447
115.999533176,-1.31763,5.421067,142.7947
117.000788689,-1.058848,5.252166,177.6116
117.999572754,-1.223732,4.962508,-173.8071
119.000828743,-1.574262,4.696232,-174.0926
119.999612808,-1.76837,4.546621,-174.1515
121.000869274,-1.881931,4.44276,-174.1265
121.999653339,-1.987679,4.371476,-174.0646
123.000908852,-2.244952,5.080878,-141.3943
123.999693394,-1.719656,5.506159,-98.61327
125.000949383,-1.288068,5.437275,-55.4094
125.999733448,-1.093146,5.23191,-13.49809
127.000989914,-1.011773,5.001078,6.256744
127.999773979,-1.414631,4.645314,5.297195
129.001030445,-1.635621,4.444788,5.110688
129.999814510,-1.771096,4.320492,5.162064
131.001070976,-1.871597,4.261668,5.190837
131.999855518,-2.35261,4.780297,30.01219
133.001111984,-1.905582,5.360904,73.12234
133.999896049,-1.505509,5.450632,116.4306
135.001152515,-1.250201,5.328668,158.7222
135.999937057,-1.160879,5.136952,-177.2358
137.001194477,-1.434067,4.802094,-175.6237
137.999979019,-1.663121,4.601554,-175.4418
139.001235485,-1.833493,4.469949,-175.4238
140.000020504,-1.929721,4.394228,-175.3831
140.998805046,-2.420566,4.719566,-159.5043
142.000061989,-1.950443,5.405285,-116.7203
142.998846531,-1.437423,5.479234,-73.45794
144.000103951,-1.132313,5.303992,-30.24016
144.998888493,-1.015423,5.074676,-0.1611505
146.000145912,-1.236528,4.743209,4.171969
146.998930454,-1.54572,4.52014,4.210094
148.000187397,-1.737592,4.37212,4.211087
148.998972416,-1.856623,4.28139,4.237668
150.000229359,-2.217611,4.379072,12.49438
150.999014854,-2.127589,5.195976,54.4106
152.000271797,-1.653871,5.476139,97.74663
152.999056339,-1.331018,5.422284,141.0955
154.000314236,-1.06774,5.239817,176.2625
154.999099255,-1.202798,4.933412,-177.057
156.000357151,-1.583205,4.653684,-177.0207
156.999142170,-1.768188,4.489201,-177.0442
158.000399590,-1.892742,4.410558,-177.0322
158.999185562,-2.285865,4.337137,-174.7417
160.000442505,-2.180092,5.186261,-135.6551
160.999228001,-1.611122,5.484628,-92.53472
162.000485897,-1.22839,5.369019,-49.06483
162.999270916,-1.051838,5.151998,-9.464716
164.000528812,-1.130596,4.859478,3.968485
164.999314308,-1.439035,4.556189,3.277103
166.000572205,-1.662367,4.380172,3.086631
166.999358177,-1.788355,4.269861,3.078875
168.000615120,-1.898842,4.194879,3.143986
168.999401093,-2.25373,4.867915,35.61645
170.000658989,-1.822562,5.348452,78.84383
170.999444962,-1.420962,5.392796,121.3995
172.000702858,-1.178273,5.255303,163.232
172.999488831,-1.025063,5.106019,-177.3653
174.000746727,-1.431836,4.402012,-178.0944
174.999532700,-1.697543,4.303591,-178.1889
176.000791073,-1.832502,4.152002,-178.0777
176.999577045,-1.925122,4.085302,-178.0475
177.998363018,-2.360332,4.591469,-154.3134
178.999621868,-1.825895,5.148211,-111.3301
179.998407841,-1.355814,5.172656,-68.37204
180.999666214,-1.093539,4.941051,-25.72864
181.998452187,-1.046251,4.703925,-0.5447093
182.999710560,-1.281901,4.327369,2.117535
183.998497486,-1.577742,4.145981,2.237513
184.999755383,-1.720783,4.022474,2.196126
185.998541832,-1.800968,3.877232,2.176154
186.999800205,-2.244917,3.843725,10.36893
187.998586178,-2.071219,4.686829,52.17516
188.999845028,-1.608886,4.951456,95.45074
189.998631477,-1.295149,4.904542,138.449
190.999889851,-0.9942098,4.752356,173.6909
191.998676777,-1.183112,4.459445,-179.0726
192.999935150,-1.558195,4.184079,-179.158
193.998722553,-1.754624,4.012021,-179.0964
194.999980927,-1.862403,3.91908,-179.0962
195.998767853,-1.940646,3.863816,-179.0633
197.000026703,-1.978232,3.816951,-179.0207
197.998813629,-1.996088,3.794766,-178.9936
199.000072479,-2.017271,3.797978,-178.9596
199.998859882,-2.02121,3.800402,-178.9346
201.000119209,-2.026099,3.795497,-178.918
201.998906612,-2.028315,3.794198,-178.8974
203.000165462,-2.027002,3.802358,-178.8796
203.998952866,-1.991051,3.737294,-178.8721
205.000212669,-2.043545,3.834401,-178.8661
205.999000072,-2.115824,4.566973,-179.2031
207.000259399,-2.906041,6.002073,-177.8884
207.999047279,-2.96216,5.993928,-178.5865
209.000306606,-3.003807,5.978786,-178.427
