Time (s),XX,XY,XZ,YX,YY,YZ,ZX,ZY,ZZ
0.002472401,-0.9416975,0.329862,-0.06327452,-0.3263838,-0.9431738,-0.05927544,-0.07928558,-0.03508618,0.9894771
1.001250744,-0.941465,0.3307929,-0.06184722,-0.3273726,-0.9428344,-0.05920304,-0.07794994,-0.03541026,0.9895711
2.002501011,-0.9421993,0.328671,-0.062015,-0.325273,-0.9435884,-0.05880433,-0.07789748,-0.03515385,0.9895846
3.001278877,-0.9427866,0.3265315,-0.0643787,-0.3230331,-0.9443495,-0.0589762,-0.08010662,-0.03472374,0.9894236
4.002529621,-0.9416539,0.3301571,-0.06237467,-0.3266556,-0.9430346,-0.05998001,-0.07867928,-0.03602459,0.9894914
5.001307487,-0.94245,0.3278141,-0.06275065,-0.3243177,-0.9438618,-0.0597003,-0.07885285,-0.03583291,0.9894847
6.002558231,-0.9419171,0.3279268,-0.06974609,-0.3240145,-0.9438386,-0.06168149,-0.08611126,-0.03541151,0.9888964
7.001336575,-0.9411114,0.325435,-0.08946609,-0.3186727,-0.9441254,-0.0818424,-0.1111748,-0.04839963,0.9858516
8.002587318,-0.9454742,0.3109987,-0.09481879,-0.3045493,-0.9492438,-0.07644352,-0.1138441,-0.04328657,0.9857854
9.001365662,-0.9369464,0.3363501,-0.09259983,-0.3293334,-0.940339,-0.08306443,-0.1150898,-0.04720979,0.9854618
10.000144482,-0.92817,0.3599939,-0.09176308,-0.3530044,-0.9316037,-0.0839116,-0.1157755,-0.04536146,0.9854681
11.001395702,-0.6039931,0.7943612,-0.0388792,-0.7876035,-0.6042274,-0.1091819,-0.1104631,-0.03507379,0.9864935
12.000174522,-0.09352675,0.9923314,0.02042535,-0.9875963,-0.09101379,-0.1011883,-0.0989559,-0.0293937,0.9878948
13.001425743,0.4813129,0.8677247,0.07348979,-0.8644431,0.4862098,-0.07946186,-0.1052854,-0.02509839,0.9873607
14.000204086,0.890092,0.4296962,0.1017317,-0.4295559,0.8955985,-0.02449086,-0.1023225,-0.02189156,0.987747
15.001454830,0.980096,-0.129764,0.09600957,0.1270794,0.9845515,0.03352122,-0.09953567,-0.02083649,0.9880534
16.000234127,0.9392467,-0.3126625,0.08353543,0.309443,0.9427146,0.04930783,-0.09476807,-0.02069885,0.9885235
17.001485348,0.9407389,-0.3098851,0.07675798,0.3064956,0.9434862,0.05278178,-0.08933651,-0.02639491,0.9888922
18.000263691,0.9409899,-0.3101614,0.0724303,0.3067281,0.9433036,0.05467106,-0.08581428,-0.02951241,0.9891151
19.001514912,0.9410477,-0.3104919,0.07023005,0.3070209,0.9431365,0.05591084,-0.08411689,-0.03134694,0.9892043
20.000294209,0.9278402,-0.3491142,0.06503087,0.3450659,0.9292954,0.0657811,-0.08390025,-0.0389476,0.9889535
21.001546383,0.5241997,-0.8453826,0.01620601,0.8406234,0.5230935,0.09722544,-0.0910316,-0.03779773,0.9883692
22.000325680,-0.1768042,-0.9798549,-0.05542764,0.9763098,-0.1813628,0.09167986,-0.1000359,-0.03834366,0.9874803
23.001576900,-0.7975652,-0.5946589,-0.09436691,0.5949973,-0.8024189,0.02773787,-0.09220909,-0.0342343,0.9883895
24.000356674,-0.99457,0.05092406,-0.09055728,-0.04825556,-0.998338,-0.03132707,-0.09200697,-0.02677171,0.988638
25.001608372,-0.9532467,0.2890138,-0.08646601,-0.2860744,-0.9570055,-0.04485441,-0.09574328,-0.01793081,0.9884837
26.000387669,-0.9550273,0.2851549,-0.07941089,-0.2817131,-0.9579538,-0.05175561,-0.09086897,-0.02697337,0.9887376
27.001640320,-0.9579043,0.2758598,-0.07769622,-0.272194,-0.9605611,-0.05446774,-0.0896979,-0.03094712,0.9887282
28.000420094,-0.9568394,0.2763011,-0.08845875,-0.2708526,-0.960027,-0.0686833,-0.1039523,-0.0416685,0.9869429
29.001672268,-0.9522564,0.2920938,-0.0869877,-0.2863815,-0.9552269,-0.0722857,-0.1042655,-0.04382689,0.9868169
30.000452042,-0.658314,0.7495587,-0.04979755,-0.7415046,-0.6590157,-0.1164883,-0.1203702,-0.03950116,0.9851708
31.001704216,0.00712585,0.9962286,0.02617479,-0.9890193,0.01025936,-0.1221548,-0.1224639,-0.02468823,0.9853946
32.000483990,0.5787812,0.8053209,0.0763045,-0.8008588,0.5836496,-0.08542429,-0.1139707,-0.01141758,0.9866515
33.001736641,0.9519262,0.2672848,0.09607402,-0.2661284,0.9567435,-0.02490034,-0.09923231,-0.001786794,0.9883013
34.000516415,0.9660137,-0.209778,0.09772839,0.2076257,0.9708704,0.03177399,-0.1022214,-0.01054591,0.9879432
35.001769066,0.9566443,-0.2546268,0.08245998,0.2514354,0.9598659,0.04710359,-0.09173181,-0.02456973,0.9887204
36.000548840,0.9582434,-0.2503645,0.07667633,0.2472314,0.9609094,0.0479981,-0.08624547,-0.02729097,0.9891413
37.001801491,0.9587852,-0.2490047,0.07427663,0.2457908,0.961192,0.04969993,-0.08430436,-0.02966266,0.9892405
38.000582218,0.9591261,-0.2479318,0.07344354,0.2446092,0.9614108,0.05125555,-0.08384771,-0.03147455,0.9892234
39.001834869,0.9090055,-0.3960379,0.0631449,0.3919839,0.9104386,0.06756402,-0.0847462,-0.03701697,0.9889555
40.000615120,0.4180332,-0.903096,0.01006987,0.8976261,0.4166561,0.1054038,-0.09975581,-0.0354985,0.9876145
41.001867771,-0.2995952,-0.949865,-0.05722732,0.9458371,-0.3038513,0.09149306,-0.1044539,-0.02711685,0.9873951
42.000648499,-0.8611062,-0.4974149,-0.1006869,0.4967331,-0.866734,0.03361168,-0.1039989,-0.02125631,0.9875863
43.001901627,-0.9888126,0.1032215,-0.1073289,-0.09983042,-0.9943181,-0.03643003,-0.1104901,-0.02527015,0.9867892
44.000682354,-0.963271,0.2460848,-0.1063179,-0.2410053,-0.96866,-0.05833421,-0.1173784,-0.03047451,0.9858497
45.001935482,-0.9661211,0.2370047,-0.1010464,-0.2315559,-0.9707001,-0.06265438,-0.1129753,-0.03704748,0.986138
46.000716209,-0.9657596,0.2398251,-0.09778249,-0.2341652,-0.9698646,-0.06577306,-0.1106532,-0.04053861,0.9862635
47.001969337,-0.9662361,0.2386312,-0.09599638,-0.232879,-0.9700745,-0.06723835,-0.1092134,-0.04252926,0.9863402
48.000750542,-0.9569793,0.2731772,-0.09630489,-0.2664596,-0.9606361,-0.07688969,-0.1135767,-0.04782245,0.9856072
49.002003670,-0.5719058,0.8177342,-0.03670508,-0.8102924,-0.5719338,-0.1158911,-0.1160285,-0.03626846,0.9858136
50.000785828,0.105379,0.9899341,0.03834703,-0.9852066,0.1087458,-0.1003214,-0.1039615,-0.0269606,0.9874516
51.002038479,0.7389527,0.6589702,0.08932047,-0.6573856,0.7440019,-0.05042115,-0.1003202,-0.02136114,0.9879631
52.000819683,0.9877469,0.03621753,0.09817208,-0.03790758,0.992416,0.01533971,-0.09753195,-0.01898898,0.9882898
53.002072811,0.9606642,-0.2380615,0.0850147,0.235386,0.9642209,0.04029872,-0.09216401,-0.0189019,0.9888049
54.000854015,0.963905,-0.2269452,0.07833788,0.2240022,0.9667339,0.0445345,-0.08639432,-0.02561574,0.9891731
54.999635220,0.9640281,-0.2274895,0.07517685,0.2243661,0.9665006,0.04767478,-0.08404092,-0.02935245,0.9892717
56.000888824,0.9644001,-0.2269012,0.0721052,0.2237225,0.9665601,0.04945945,-0.08143419,-0.03184132,0.9894124
56.999670029,0.9642766,-0.227556,0.07169697,0.2242966,0.9663671,0.05062547,-0.08132177,-0.03301764,0.989383
58.000923157,0.7891127,-0.6026303,0.04550504,0.597797,0.7893173,0.08688143,-0.08872797,-0.0417904,0.9884176
58.999704361,0.1720325,-0.9809321,-0.01649421,0.9759871,0.1693953,0.1042463,-0.0997453,-0.03449979,0.9876511
60.000958443,-0.541601,-0.8352351,-0.07719365,0.8326049,-0.5464839,0.07117102,-0.1017123,-0.02605341,0.9877088
60.999739647,-0.9603219,-0.2592642,-0.1014705,0.2599581,-0.9654766,0.006626902,-0.0996795,-0.02010427,0.9880542
62.000993252,-0.9783286,0.1799794,-0.1016581,-0.1767289,-0.9833844,-0.04012518,-0.1072094,-0.02122594,0.987245
62.999775410,-0.9746737,0.2026822,-0.09359635,-0.1992101,-0.978847,-0.04506918,-0.1007754,-0.02521545,0.9878269
64.001029491,-0.974395,0.2028012,-0.09619441,-0.1983375,-0.978578,-0.05387773,-0.1050902,-0.03335001,0.9871379
64.999810696,-0.9744465,0.204746,-0.09143721,-0.2006914,-0.9782239,-0.05151865,-0.1000233,-0.03178496,0.9877138
66.001064301,-0.9766056,0.1947246,-0.0903669,-0.1906829,-0.9802393,-0.05135798,-0.09860964,-0.0328627,0.9878206
66.999846458,-0.936126,0.3426456,-0.07636267,-0.3376434,-0.9383611,-0.07113051,-0.09609486,-0.04070116,0.9877765
68.001100063,-0.4755105,0.8774676,-0.02006905,-0.8710567,-0.4746138,-0.1116168,-0.1077609,-0.03533644,0.986782
68.999882221,0.2430071,0.9642868,0.05210463,-0.9595385,0.2471417,-0.09897126,-0.1088567,-0.02569859,0.9869592
70.001136303,0.8292732,0.5386391,0.09917682,-0.5376046,0.8349034,-0.03926399,-0.1046395,-0.02069472,0.9875308
