L,90,40,2
R,90,40,6
L,90,40,3
R,80,40,3
R,90,40,4
R,30,40,3
R,20,40,5
R,10,40,4
R,90,50,4
L,110,40,3
L,90,40,4
R,90,50,4
R,20,40,2
L,80,50,6
L,30,40,4
R,90,40,5
L,80,40,2
R,60,40,4
R,20,40,5
L,90,50,6
R,90,50,4
L,100,40,5
R,60,40,3
R,20,40,4
L,30,40,3
R,40,40,2
L,90,50,6
R,90,50,5
L,90,50,3
R,90,50,2
L,90,50,1
