L,45,25,4
R,20,30,2
L,20,30,3
R,45,25,2
L,10,30,1
L,30,20,2
R,90,20,1
L,60,25,8
L,70,20,1
R,90,25,3
R,30,20,2
L,30,20,3
R,20,20,1
L,10,30,3
R,35,20,2
L,20,25,5
R,10,30,6
L,10,30,5
R,45,20,5
L,80,20,2
R,20,25,1
R,10,25,3
L,20,25,2
L,30,25,1
R,45,20,5
R,30,25,4
L,60,20,2
L,10,30,5
R,70,25,3
L,10,25,1
R,45,20,1
L,30,25,2
R,15,20,2







