Time (s),Roll (deg),Pitch (deg),Yaw (deg)
0.000000000,-2.210728,5.39568,-35.94516
0.998690128,-2.187769,5.391638,-36.29574
1.999851227,-2.246966,5.429265,-36.18698
3.001012802,-2.227195,5.406032,-36.09999
3.999702930,-2.240336,5.40493,-35.99533
5.000864983,-2.401981,5.313137,-27.11826
5.999554634,-2.204265,4.466483,-12.28426
7.000717163,-2.12579,4.632575,2.304605
7.999407291,-2.00124,4.467574,15.52633
9.000569820,-2.076945,5.044932,30.33836
9.999259949,-2.062424,5.069952,44.24726
11.000422478,-2.041313,5.129077,58.56041
11.999113083,-1.990297,5.138808,72.8914
13.000276089,-2.006686,4.88209,73.14012
13.998966694,-1.109404,4.707942,72.37585
15.000130177,-2.086492,4.445662,73.19436
15.998821259,-2.001741,4.038063,72.37071
16.999985218,-2.224735,4.060694,79.05299
17.998676300,-2.253391,4.309062,93.26311
18.999840260,-2.160339,4.462987,107.4701
19.998532295,-2.105952,4.551452,121.5033
20.999696255,-2.073523,4.557878,135.8114
22.000860691,-2.032139,4.609331,150.2126
22.999553204,-2.012553,4.597791,164.6529
24.000718117,-2.006275,4.629423,179.219
24.999410629,-1.961357,4.612328,-166.3814
26.000575066,-1.935107,4.605883,-151.8923
26.999268532,-1.943458,4.604562,-137.8127
28.000433445,-1.933416,4.605362,-123.7396
28.999126911,-1.893229,4.574558,-111.8084
30.000292301,-1.854793,4.296011,-109.2359
30.998985291,-1.937721,4.140369,-109.2205
32.000150681,-1.977714,3.986333,-109.2081
32.998844624,-2.003246,3.894046,-109.207
34.000010490,-2.153844,3.967544,-105.3753
34.998704433,-2.148258,4.218598,-92.61575
35.999870300,-2.086532,4.381051,-78.57491
36.998564243,-2.020179,4.46575,-64.24209
37.999730587,-1.96781,4.50316,-50.55927
38.998424530,-1.935374,4.516416,-36.42183
39.999591351,-1.909199,4.48761,-22.56438
40.998285770,-1.897489,4.47005,-8.670896
41.999452591,-1.89248,4.453584,5.645702
43.000619888,-1.918097,4.473087,19.87966
43.999314308,-1.922609,4.456531,34.19799
45.000481606,-1.93057,4.467689,47.7974
45.999176979,-1.936354,4.468801,61.93463
47.000344753,-1.870091,4.343448,70.68751
47.999040127,-1.944154,4.070665,70.16363
49.000207901,-1.996484,3.909331,70.07769
49.998903751,-2.02483,3.827864,70.08411
51.000072479,-2.118456,3.750949,70.5505
51.998768330,-2.219638,4.006453,81.66932
52.999937057,-2.182057,4.239446,96.1534
53.998634338,-2.115078,4.355894,110.2434
54.999802589,-2.072505,4.403213,124.2088
55.998499870,-2.044411,4.448504,138.256
56.999669075,-2.004925,4.474647,152.423
57.998367310,-1.972991,4.470136,166.4821
58.999536514,-1.952011,4.497218,-179.0833
59.998234272,-1.943675,4.481716,-165.0246
60.999404430,-1.923272,4.500094,-150.7175
61.998102188,-1.911419,4.506373,-136.4244
62.999272823,-1.885168,4.495197,-122.2601
64.000442505,-1.751226,4.446175,-111.6642
64.999141216,-1.89997,4.112678,-112.3367
66.000311852,-1.93859,3.94457,-112.4063
66.999010563,-1.976462,3.845996,-112.4054
68.000180721,-1.997366,3.794207,-112.3903
68.998879433,-2.143592,3.971587,-103.3763
70.000050545,-2.115399,4.204752,-89.45187
70.998750210,-2.035236,4.341184,-75.00539
71.999920845,-1.970179,4.391393,-61.03676
72.998620033,-1.931923,4.421502,-46.7027
73.999791622,-1.90033,4.401871,-32.87098
74.998490810,-1.888945,4.407038,-18.60093
75.999662399,-1.876873,4.39803,-4.633568
76.998362064,-1.866088,4.379748,9.806299
77.999534130,-1.886166,4.363644,23.78314
78.998234272,-1.899764,4.360826,38.18431
79.999405861,-1.916168,4.338221,51.95956
80.998106480,-1.924182,4.338491,64.64024
81.999279022,-1.902878,4.094952,66.96117
82.997979641,-1.962552,3.893329,67.03864
83.999152184,-1.993659,3.766798,67.06373
84.997853756,-2.01044,3.702205,67.0676
85.999026775,-2.18657,3.764455,70.89783
87.000199795,-2.191712,4.047673,84.06196
87.998901367,-2.143246,4.24272,98.52947
89.000075340,-2.086408,4.325565,112.526
89.998776913,-2.035297,4.383716,126.8597
90.999950886,-2.010607,4.428427,141.4796
91.998653412,-1.981432,4.438976,156.1267
92.999828339,-1.950717,4.453388,170.7814
93.998530865,-1.926702,4.460467,-174.8628
94.999705315,-1.906655,4.459934,-160.6162
95.998407841,-1.901439,4.45051,-146.3667
96.999583244,-1.873265,4.462323,-132.2482
97.998286247,-1.863245,4.422092,-118.9396
98.999461174,-1.747494,4.238377,-114.0086
99.998165131,-1.881054,4.024219,-113.914
100.999340057,-1.943069,3.874021,-113.9615
101.998043537,-1.978688,3.799188,-113.9612
102.999219418,-2.087931,3.804702,-112.1671
103.997923374,-2.144838,4.057234,-99.99137
104.999099255,-2.082402,4.243211,-85.60146
105.997803211,-2.011902,4.359143,-71.32198
106.998979092,-1.945527,4.399593,-56.93129
107.997683048,-1.889649,4.416987,-42.49429
108.998859406,-1.872122,4.408079,-28.32868
109.997564316,-1.851259,4.39971,-13.81331
110.998740673,-1.85953,4.362061,0.693013
111.999917507,-1.861618,4.370041,15.06043
112.998621941,-1.881901,4.340518,29.4366
113.999799252,-1.894406,4.342738,43.86004
114.998504162,-1.885475,4.32675,57.56376
115.999681473,-1.849022,4.205037,65.85761
116.998386860,-1.963409,3.960135,65.40982
117.999564648,-1.997489,3.681151,65.29688
118.998270035,-1.97127,3.57822,65.32778
119.999448776,-2.104691,3.54637,65.59399
120.998154640,-2.186563,3.820211,76.4335
121.999332905,-2.13259,4.048756,90.94619
122.998039246,-2.062658,4.171221,105.0589
123.999217510,-2.026273,4.243458,119.5413
124.997924805,-1.985362,4.276725,133.7005
125.999104023,-1.952093,4.28987,148.1459
126.997810841,-1.926843,4.293625,162.215
127.998990059,-1.915776,4.314954,176.6883
128.997697830,-1.904609,4.305452,-169.3972
129.998877048,-1.887658,4.312203,-154.707
130.997584820,-1.877378,4.315272,-140.5644
131.998764992,-1.851819,4.309463,-126.2935
132.997472763,-1.797562,4.205575,-117.1699
133.998652935,-1.853523,3.904017,-117.7113
134.997360706,-1.900586,3.757675,-117.7965
135.998541355,-1.942893,3.670906,-117.7995
136.997249126,-2.03372,3.608195,-117.3544
137.998429775,-2.096308,3.853076,-106.2713
138.999610424,-2.086196,4.081914,-91.86155
139.998319149,-1.986335,4.192839,-77.37888
140.999499321,-1.928888,4.230128,-63.18837
141.998209000,-1.887325,4.266322,-48.56173
142.999389172,-1.847317,4.262608,-34.47726
143.998098850,-1.839075,4.231485,-20.33459
144.999279976,-1.833663,4.217794,-5.740601
145.997989178,-1.850223,4.20998,8.096999
146.999170303,-1.865104,4.215282,22.55979
