Time (s),Roll (deg),Pitch (deg),Yaw (deg)
147.997879505,-1.861429,4.21556,37.25023
148.999061584,-1.850369,4.213154,51.04584
149.997771263,-1.710947,4.161246,61.96655
150.998953342,-1.837641,3.882656,61.36452
151.997663498,-1.916967,3.698586,61.29108
152.998846054,-1.962846,3.555727,61.29958
153.997556686,-1.972141,3.511961,61.28276
154.998739243,-2.146175,3.683366,69.71202
155.997449398,-2.118139,3.892937,83.42519
156.998631954,-2.077411,4.086772,97.77975
157.997343540,-2.009277,4.148325,111.7302
158.998526573,-1.971704,4.211173,126.3518
159.997238159,-1.95101,4.237501,140.6871
160.998421669,-1.928061,4.254227,155.1673
161.997133732,-1.924716,4.274117,169.6954
162.998317719,-1.894758,4.277186,-175.8844
163.997029781,-1.86961,4.304847,-161.6344
164.998213291,-1.849438,4.299082,-147.3158
165.996926308,-1.831789,4.288936,-133.1729
166.998109818,-1.793463,4.262253,-120.8848
167.999294758,-1.806818,3.978272,-120.6758
168.998007298,-1.850937,3.778616,-120.7784
169.999191761,-1.904596,3.668092,-120.7515
170.997904301,-1.931148,3.621292,-120.7424
171.999088764,-2.076277,3.722741,-114.3587
172.997802258,-2.053827,3.965076,-100.7961
173.998986721,-1.98723,4.134675,-86.6451
174.997700214,-1.927695,4.211046,-72.37244
175.998884678,-1.873721,4.24102,-57.98337
176.997597694,-1.843181,4.233333,-44.06336
177.998783112,-1.835357,4.232536,-29.755
178.997496128,-1.831906,4.219458,-15.51922
179.998681545,-1.825445,4.21033,-1.312961
180.997395515,-1.830485,4.209214,12.97929
181.998580933,-1.839437,4.207618,27.47412
182.997294903,-1.852511,4.181301,41.20558
183.998480797,-1.853661,4.163939,54.65976
184.997193813,-1.798396,3.944084,58.74671
185.998380661,-1.897731,3.746868,58.95723
186.997094154,-1.935689,3.611445,58.95651
187.998281002,-1.979009,3.547417,58.95497
188.996995449,-2.135052,3.573497,62.45684
189.998182297,-2.153816,3.876072,75.63649
190.996896267,-2.083178,4.060715,90.03378
191.998083115,-2.034409,4.165472,103.9437
192.996798038,-1.986536,4.229817,118.4738
193.997984886,-1.92978,4.263319,132.6028
194.996700287,-1.903627,4.281211,147.0627
195.997888088,-1.878443,4.284607,161.3804
196.999076366,-1.876009,4.288336,175.6734
197.997791290,-1.860622,4.294456,-170.0806
198.998979568,-1.856061,4.29379,-155.8157
199.997695446,-1.847638,4.308145,-141.5341
200.998883247,-1.828125,4.28828,-127.935
201.997599602,-1.736926,4.075222,-123.5864
202.998787880,-1.849255,3.865061,-123.4276
203.997504234,-1.901003,3.739814,-123.4256
204.998692036,-1.930687,3.650608,-123.4139
205.997408867,-2.027843,3.641919,-121.7137
206.998597145,-2.110792,3.893873,-109.2624
207.997313976,-2.027781,4.088903,-94.88775
208.998503208,-1.956652,4.188072,-80.83413
209.997219563,-1.900862,4.244791,-66.3429
210.998408794,-1.857157,4.257994,-51.80063
211.997126102,-1.828794,4.235999,-37.23194
212.998314857,-1.82327,4.231319,-23.09605
213.997032166,-1.822902,4.206508,-8.826574
214.998221874,-1.810086,4.195766,5.911254
215.996939182,-1.840747,4.205604,20.0373
216.998128414,-1.846284,4.20749,34.87019
217.996846676,-1.823072,4.197206,48.6457
218.998036385,-1.73345,4.03068,55.53644
219.996754169,-1.843754,3.845834,55.1689
220.997944355,-1.896246,3.520594,55.07392
221.996662617,-1.982605,3.468423,55.13749
222.997853279,-2.068433,3.406878,55.62619
223.996571064,-2.155534,3.690189,66.74509
224.997762680,-2.119116,3.935224,80.83229
225.996480942,-2.031996,4.039624,95.00863
226.997671604,-1.996079,4.112598,109.3939
227.996390820,-1.9503,4.14206,123.8558
228.997581959,-1.931715,4.151336,137.6764
229.996302128,-1.91188,4.1831,152.3414
230.997493267,-1.879336,4.179891,166.3116
231.996213436,-1.885657,4.197733,-179.1004
232.997405052,-1.875082,4.187978,-164.8789
233.998597145,-1.866599,4.225605,-150.3231
234.997316837,-1.848149,4.189291,-136.405
235.998508930,-1.716988,4.147457,-125.1027
236.997229576,-1.843116,3.838921,-125.8284
237.998421192,-1.910885,3.686595,-125.8871
238.997141838,-1.936856,3.574714,-125.86
239.998334408,-1.962773,3.535421,-125.8612
240.997055054,-2.098383,3.709047,-117.3323
241.998247623,-2.079941,3.949679,-103.4676
242.996968269,-2.002762,4.084676,-88.88091
243.998160839,-1.945954,4.135148,-75.0745
244.996881485,-1.888613,4.163613,-60.77975
245.998074532,-1.845568,4.185169,-46.32392
246.996795177,-1.835008,4.147423,-32.36297
247.997988701,-1.828529,4.183687,-17.85928
248.996709824,-1.818853,4.168424,-3.314899
249.997902870,-1.816051,4.127482,10.29696
250.996623516,-1.843492,4.106336,24.31919
251.997817516,-1.850413,4.122069,38.84443
252.996538639,-1.851619,4.07173,51.45921
253.997732639,-1.846798,3.830811,53.82342
254.996454716,-1.921919,3.64806,53.91735
255.997648716,-1.9694,3.52378,53.93182
256.996370316,-1.993534,3.456124,53.95539
257.997564316,-2.139493,3.513479,57.93463
258.996286869,-2.151655,3.790523,71.31135
259.997481823,-2.088989,3.997546,86.03336
260.996204376,-2.021727,4.072468,100.1379
261.997398853,-1.981508,4.123991,114.3639
262.996121407,-1.953017,4.146248,128.5656
263.997316360,-1.916164,4.157623,142.9096
264.996039867,-1.906664,4.151373,157.1462
265.997235775,-1.890828,4.159288,171.4293
266.995958805,-1.893807,4.161726,-174.3359
267.997154713,-1.874808,4.180302,-160.0801
268.995878220,-1.871285,4.181815,-145.8145
269.997074127,-1.838622,4.17411,-132.1986
270.995798111,-1.735936,3.975879,-127.2653
271.996994019,-1.859556,3.762657,-127.1578
272.998190403,-1.916156,3.635201,-127.176
273.996914387,-1.948003,3.531496,-127.148
274.998110771,-2.077269,3.524086,-125.1663
275.996834755,-2.112895,3.766535,-112.9145
276.998031616,-2.051908,3.970853,-98.76358
277.996756077,-1.934627,4.091094,-84.46326
278.997952461,-1.903019,4.113243,-70.78657
279.996677399,-1.882897,4.11561,-56.65886
280.997874737,-1.818591,4.123684,-42.17376
281.996599197,-1.814399,4.129244,-27.70097
282.997796535,-1.835886,4.117103,-13.56657
283.996520996,-1.838026,4.107408,0.8763902
284.997718334,-1.834391,4.096822,15.44058
285.996443272,-1.869041,4.085086,29.56951
286.997640610,-1.840497,4.097799,43.96257
287.996366024,-1.785792,3.996207,52.80325
288.997563362,-1.867216,3.724843,52.06794
289.996289253,-1.934115,3.547014,52.03363
290.997487068,-1.921207,3.474613,52.04042
291.996212959,-2.071013,3.395947,52.41978
292.997410774,-2.138535,3.627538,63.3794
293.996136665,-2.093068,3.878269,77.52836
294.997335434,-2.070353,4.012772,91.35902
295.996061802,-2.001796,4.093393,105.9681
296.997260571,-1.957168,4.12617,120.1436
297.995986938,-1.938528,4.156226,134.5073
298.997186184,-1.919083,4.155903,149.018
299.995913506,-1.907583,4.167143,163.556
300.997112751,-1.88271,4.183072,177.9947
301.995840073,-1.865786,4.168785,-167.6133
302.997039318,-1.78473,4.029834,-153.237
303.995766640,-1.823922,4.117319,-139.3596
304.996966362,-1.720606,3.999959,-130.1104
305.995693684,-1.82386,3.724968,-130.8979
306.996893883,-1.886346,3.576271,-130.9363
307.995621681,-1.909167,3.482309,-130.937
308.996821404,-2.014697,3.434077,-130.7096
309.995549202,-2.107549,3.613736,-120.1752
310.996749878,-2.026392,4.191662,-105.9001
311.995478153,-1.98518,5.044528,-91.80883
312.996677876,-1.870842,4.926847,-77.40709
313.995406628,-1.791067,4.905649,-63.11645
314.996606827,-1.736639,4.778295,-49.02202
315.995335102,-1.534799,4.717166,-34.79423
316.996535301,-1.732372,4.643128,-20.83097
317.997735977,-1.737696,4.64851,-6.262239
318.996465206,-1.854507,4.510621,8.423851
319.997665882,-1.854304,4.464315,22.09496
320.996394634,-1.767987,4.416039,36.25207
321.997595787,-1.766945,4.363545,48.31703
322.996325016,-1.741557,4.051447,48.72752
323.997526169,-1.798845,3.881052,48.64184
324.996255398,-1.836185,3.769173,48.64749
325.997456551,-1.857606,3.697318,48.63383
326.996186733,-2.029219,3.810117,54.26316
327.997388363,-2.012782,4.069515,67.80534
328.996118069,-1.968501,4.276815,82.33864
329.997320652,-1.864747,4.184323,97.05681
330.996050358,-1.857633,4.196024,111.0103
331.997252941,-1.811946,4.236574,125.721
332.995983601,-1.787272,4.23976,140.0875
333.997186184,-1.76796,4.245814,154.4852
334.995916843,-1.760123,4.242404,168.7035
335.997119904,-1.733855,4.24526,-176.689
336.995850563,-1.725774,4.242226,-162.5393
337.997053623,-1.711705,4.24141,-147.8908
338.995785236,-1.681327,4.210752,-135.0087
339.996988297,-1.671525,3.952401,-133.5051
340.995719433,-1.740412,3.760352,-133.4868
341.996922970,-1.791291,3.64754,-133.4597
342.995654106,-1.814653,3.57338,-133.4498
343.996858120,-1.841235,3.535033,-133.4438
344.995589256,-1.847932,3.506974,-133.4341
345.996793270,-1.855445,3.498671,-133.4287
346.995524883,-1.567606,3.394143,-133.6601
347.996728897,-2.652531,3.892281,-133.0515
348.995460987,-2.778218,3.862207,-133.1362
349.996664524,-2.844064,3.840924,-132.9071
350.995397568,-2.832867,3.80355,-133.1606
