Time (s),XX,XY,XZ,YX,YY,YZ,ZX,ZY,ZZ
114.998504162,0.5320457,-0.8404896,0.01309475,0.8371992,0.5312136,0.08113081,-0.0754443,-0.03258587,0.9898613
115.999681473,0.4059556,-0.9086897,0.0009779222,0.9057269,0.404707,0.07998279,-0.07332587,-0.03196121,0.9900406
116.998386860,0.4131387,-0.9054179,-0.001984634,0.9027823,0.4117576,0.07692951,-0.06906237,-0.03394816,0.99028
117.999564648,0.415051,-0.904527,-0.004412269,0.9022563,0.4136456,0.0727756,-0.06420402,-0.03454852,0.9905849
118.998270035,0.4146125,-0.9047278,-0.004791865,0.9025852,0.4132468,0.0709573,-0.06241114,-0.03409914,0.9907144
119.999448776,0.4104346,-0.9066282,-0.007455768,0.9045463,0.4088974,0.07138704,-0.06185632,-0.03640733,0.9906672
120.998154640,0.2330729,-0.9679467,-0.02097845,0.9658788,0.2309709,0.07367902,-0.06662588,-0.03781118,0.990307
121.999332905,-0.01641729,-0.9958221,-0.03788359,0.9940381,-0.0190594,0.07006567,-0.07060533,-0.03686805,0.9900677
122.998039246,-0.2584712,-0.9619564,-0.05320772,0.960677,-0.2615105,0.06108075,-0.07273725,-0.03565405,0.9899576
123.999217510,-0.4908503,-0.8666948,-0.06687501,0.866116,-0.4941681,0.04721747,-0.07399464,-0.03502213,0.9898878
124.997924805,-0.6882361,-0.7200051,-0.07629456,0.7201853,-0.6916178,0.03029532,-0.07457365,-0.03431378,0.9898688
125.999104023,-0.8465745,-0.5250344,-0.08133693,0.5260051,-0.8498163,0.01086218,-0.07480243,-0.03373841,0.9898713
126.997810841,-0.9493738,-0.3028401,-0.0814598,0.3045368,-0.9522904,-0.008860693,-0.07486778,-0.03330204,0.9898815
127.998990059,-0.9954851,-0.0552339,-0.07699546,0.05760363,-0.9979173,-0.02879007,-0.07523899,-0.03310987,0.9898594
128.997697830,-0.9800863,0.1863338,-0.0676484,-0.1834681,-0.9818727,-0.04629574,-0.07507362,-0.03291738,0.9898787
129.998877048,-0.9012737,0.4291119,-0.05387836,-0.4258946,-0.9022969,-0.06176703,-0.07519112,-0.03262421,0.9898793
130.997584820,-0.7695476,0.6362815,-0.03725677,-0.6329143,-0.7697664,-0.0729825,-0.07524453,-0.03244647,0.989881
131.998764992,-0.5894259,0.8058973,-0.01836873,-0.8025966,-0.5888395,-0.079583,-0.07514343,-0.03200515,0.9899029
132.997472763,-0.4545578,0.8886327,-0.005512383,-0.8856186,-0.4535204,-0.07945526,-0.07333523,-0.03107199,0.9900681
133.998652935,-0.463093,0.8842595,-0.002977278,-0.8816394,-0.461984,-0.07519311,-0.06808524,-0.03205103,0.9904104
134.997360706,-0.4644853,0.8835385,-0.001184959,-0.8811054,-0.4633138,-0.07330841,-0.06553681,-0.03287024,0.9905552
135.998541355,-0.464577,0.8834913,0.0001617931,-0.8811684,-0.4633511,-0.07230867,-0.06402558,-0.03360499,0.9906287
136.997249126,-0.4577398,0.8870232,0.002624381,-0.8847917,-0.4563836,-0.0720499,-0.06293328,-0.0351778,0.9906442
137.998429775,-0.2788683,0.957655,0.01630463,-0.9554335,-0.2769592,-0.07459087,-0.06719819,-0.03624972,0.9903265
138.997138500,-0.03292934,0.9956083,0.03402159,-0.9936436,-0.03040484,-0.07217029,-0.07117365,-0.03606008,0.9900568
139.998319149,0.2170172,0.9706792,0.04977214,-0.9692007,0.2199435,-0.0636174,-0.07311355,-0.03433437,0.9899769
140.999499321,0.4476164,0.8864967,0.06324355,-0.8856835,0.4508072,-0.05052466,-0.07376261,-0.03334015,0.9899628
141.998209000,0.6562616,0.7434385,0.07381688,-0.7433811,0.659577,-0.03390309,-0.07439259,-0.03262045,0.9899395
142.999389172,0.8169898,0.5603295,0.07939564,-0.5610242,0.8202041,-0.01550681,-0.07432795,-0.03192936,0.9899669
143.998098850,0.9289871,0.3428375,0.08022423,-0.3442805,0.9318921,0.004356059,-0.07378624,-0.03178824,0.9900121
144.999279976,0.9855872,0.09696676,0.0763126,-0.09908012,0.9880207,0.02429558,-0.07354793,-0.03169528,0.9900326
145.997989178,0.9807062,-0.1421692,0.06814567,0.1395228,0.9825443,0.04205127,-0.07341192,-0.03198174,0.9900331
146.999170303,0.9149821,-0.3831577,0.05551736,0.3801172,0.9160936,0.0579657,-0.07350421,-0.03223867,0.9900181
147.997879505,0.7890159,-0.6032072,0.03909778,0.5999867,0.7893272,0.07007271,-0.07350905,-0.03217515,0.9900198
148.999061584,0.6235385,-0.7744616,0.02142825,0.7712668,0.6230887,0.07720907,-0.07346717,-0.03198415,0.9900292
149.997771263,0.4664118,-0.8789217,0.008146055,0.875959,0.4655506,0.07793532,-0.07256363,-0.02957691,0.9901701
150.998953342,0.475739,-0.8738977,0.004701141,0.8712831,0.4747071,0.0746511,-0.06771329,-0.03177731,0.9904446
151.997663498,0.476956,-0.8732397,0.002044285,0.8708562,0.4758147,0.07250077,-0.06450768,-0.03315569,0.9906129
152.998846054,0.4769031,-0.8732713,0.0001357868,0.8710663,0.4757014,0.07070556,-0.06201933,-0.03395434,0.9907445
153.997556686,0.477181,-0.8731182,-0.0003527552,0.8709667,0.4759686,0.07011586,-0.06125691,-0.03411669,0.990786
154.998739243,0.3444435,-0.9338827,-0.01239624,0.9317529,0.3426793,0.07315232,-0.0642426,-0.03711895,0.9904895
155.997449398,0.1138043,-0.9893061,-0.02845932,0.987384,0.1115141,0.0716997,-0.06789231,-0.03662531,0.9902655
156.998631954,-0.1346248,-0.9869175,-0.04509339,0.9853733,-0.1374279,0.06584322,-0.07126718,-0.03591283,0.9900551
157.997343540,-0.3684757,-0.9254684,-0.05894469,0.924518,-0.3715688,0.05444974,-0.0723387,-0.03473275,0.9900197
158.998526573,-0.5903193,-0.8023282,-0.07091776,0.802102,-0.593605,0.03904519,-0.07343268,-0.03408075,0.9899617
159.997238159,-0.7709834,-0.6307735,-0.07851554,0.631332,-0.7742512,0.02079318,-0.07389094,-0.03372202,0.9899401
160.998421669,-0.9047448,-0.4173508,-0.08131829,0.4186782,-0.9077917,0.0009250045,-0.07418206,-0.0333248,0.9899319
161.997133732,-0.9810716,-0.176318,-0.07926427,0.1783715,-0.9837151,-0.01944919,-0.07452825,-0.03326613,0.989908
162.998317719,-0.9946253,0.0741806,-0.07198276,-0.07156713,-0.9966958,-0.03812303,-0.07458167,-0.0327484,0.9899213
163.997029781,-0.9462153,0.3171766,-0.06093387,-0.3141328,-0.9476295,-0.05445772,-0.07506309,-0.03231273,0.9898994
164.998213291,-0.8388328,0.5414709,-0.04562675,-0.5381943,-0.839467,-0.06752289,-0.07496276,-0.03196444,0.9899179
165.996926308,-0.6815488,0.7297744,-0.02779949,-0.7264644,-0.6813796,-0.07630539,-0.07478617,-0.03165995,0.9899409
166.998109818,-0.5110445,0.8575603,-0.01122212,-0.8544073,-0.5102215,-0.07974155,-0.07432176,-0.03099884,0.9899965
167.999294758,-0.5081011,0.85933,-0.008222597,-0.8565642,-0.5072005,-0.075642,-0.06937818,-0.03124088,0.9903468
168.998007298,-0.5097587,0.858373,-0.005930161,-0.8558601,-0.5087807,-0.07302432,-0.0659015,-0.03201108,0.9905587
169.999191761,-0.5094197,0.8585836,-0.004115485,-0.8562065,-0.5083631,-0.07184219,-0.06397656,-0.03294294,0.990654
170.997904301,-0.5093105,0.8586516,-0.003293118,-0.8563318,-0.5082173,-0.07137458,-0.0631614,-0.03340378,0.9906911
171.999088764,-0.4107557,0.9095418,0.006248297,-0.9072429,-0.4092181,-0.07393312,-0.0649284,-0.03590894,0.9904894
172.997802258,-0.1863496,0.9794336,0.02227047,-0.9772434,-0.184247,-0.07447506,-0.06914841,-0.03551067,0.9902194
173.998986721,0.05815831,0.9939682,0.03883706,-0.9921101,0.06077009,-0.06978779,-0.07210107,-0.0343524,0.9900504
174.997700214,0.300676,0.9475638,0.05425984,-0.9462712,0.3036769,-0.05965023,-0.07343047,-0.03332034,0.9899879
175.998884678,0.5259706,0.8417797,0.06685277,-0.8411857,0.5291916,-0.04526053,-0.07395219,-0.03238647,0.9899797
176.997597694,0.7124376,0.6893569,0.07530077,-0.6895173,0.7156819,-0.02817718,-0.0738184,-0.03185911,0.9900072
177.998783112,0.8603092,0.4908626,0.07984389,-0.4918069,0.8634116,-0.008858362,-0.07380452,-0.03172395,0.9900125
178.997496128,0.9545397,0.2633933,0.07934387,-0.2650621,0.9572984,0.01098954,-0.07357688,-0.03166485,0.9900313
179.998681545,0.9902886,0.02041713,0.07408439,-0.02269693,0.9925467,0.02995559,-0.07341802,-0.03155359,0.9900467
180.997395515,0.9653255,-0.2252656,0.06439738,0.2224955,0.9669479,0.04734414,-0.07339859,-0.03164073,0.9900452
181.998580933,0.8791721,-0.4602569,0.05045116,0.4571635,0.880041,0.06203957,-0.07337081,-0.03179548,0.9900421
182.997294903,0.7458937,-0.6562945,0.03383677,0.6531088,0.7459734,0.07208867,-0.07291272,-0.03202248,0.9900688
183.998480797,0.5738174,-0.8123198,0.01598531,0.809226,0.573149,0.07774003,-0.0726105,-0.03204307,0.9900904
184.997193813,0.5149298,-0.8512019,0.009238446,0.8484685,0.5140786,0.0749182,-0.06878291,-0.03109659,0.9903928
185.998380661,0.5119335,-0.8530495,0.005710948,0.850562,0.5109189,0.07290447,-0.0653486,-0.03282128,0.9905685
186.997094154,0.5120229,-0.8530061,0.003927046,0.8506863,0.5109491,0.07122776,-0.06298989,-0.03348267,0.9906993
187.998281002,0.5120817,-0.852975,0.002708595,0.8507321,0.5109508,0.07066186,-0.06187456,-0.03423411,0.9907434
188.996995449,0.4592319,-0.8827515,-0.003790272,0.8805565,0.4577709,0.07234941,-0.06232887,-0.03693121,0.9906189
189.998182297,0.2464581,-0.9646163,-0.01915865,0.9624355,0.2444084,0.07476322,-0.06759864,-0.03724268,0.9902626
190.996896267,-0.0005862496,-0.9959768,-0.03590645,0.9941049,-0.003146381,0.07086796,-0.07081354,-0.03601366,0.9900839
191.998083115,-0.2397124,-0.9668284,-0.05150909,0.965471,-0.2426904,0.062126,-0.07263719,-0.03516624,0.9899828
192.996798038,-0.4746109,-0.875752,-0.0652644,0.8750777,-0.4778681,0.04857628,-0.0737572,-0.03433619,0.9899293
193.997984886,-0.6742928,-0.733166,-0.07483255,0.7332161,-0.6776288,0.03223456,-0.07434032,-0.03335409,0.9899189
194.996700287,-0.8364601,-0.5410597,-0.08053404,0.5419027,-0.8396967,0.01302518,-0.07465173,-0.03290145,0.9899107
195.997888088,-0.9448341,-0.3167471,-0.08116534,0.3183313,-0.9477684,-0.006924604,-0.07471082,-0.0324662,0.9899206
196.996603489,-0.9942909,-0.07360238,-0.07700482,0.07586114,-0.9967494,-0.02671649,-0.07478061,-0.03242489,0.989917
