Time (s),Percentage (%),Time To Empty (minutes),Voltage (V),Current (mA),Is Charger Connected (Boolean)
340.901715755,100.0117,15372286728.0913,4.165625,-0.625,1
341.956637859,100.0117,15372286728.0913,4.1675,0.9375,1
342.835497856,100.0117,15372286728.0913,4.16625,-0.3125,1
343.890294552,100.0117,15372286728.0913,4.16625,-0.3125,1
344.945165157,100.0117,15372286728.0913,4.1675,0.625,1
345.824073791,100.0117,15372286728.0913,4.16625,-0.625,1
346.878915787,100.0117,15372286728.0913,4.16625,-0.625,1
347.933762074,100.0117,15372286728.0913,4.165625,-0.3125,1
348.988419533,100.0117,15372286728.0913,4.1675,1.25,1
349.867592812,100.0117,15372286728.0913,4.166875,-0.625,1
350.922217369,100.0117,15372286728.0913,4.165,0,1
