Time (s),X (g),Y (g),Z (g)
0.000000000,0.001244529,-0.001941057,-0.002024085
1.001162052,0.003160327,-0.005294403,0.004309535
1.999851227,-0.001386946,-0.00279947,0.0001576754
3.001012802,0.0013079,-0.0004742304,-0.001942786
3.999702930,0.003551775,-0.00808895,0.001334741
5.000864983,-0.004709566,-0.002481483,-0.001502172
5.999554634,0.01053508,-0.004527691,0.005317269
7.000717163,0.01217221,0.01236667,-0.009141236
7.999407291,0.01128319,0.01951932,-0.003512922
9.000569820,0.009808113,0.01193081,-0.003424082
9.999259949,0.01836344,0.008552715,0.002557226
11.000422478,0.01325179,0.01408843,0.0107024
11.999113083,-0.002593674,0.01605468,-0.003818925
13.000276089,0.01151427,0.003831287,-0.003218082
13.998966694,-0.008112207,0.01777686,0.01086223
15.000130177,0.02247835,0.005179384,0.008860704
15.998821259,-0.01513781,0.01071106,-0.004638446
16.999985218,-0.00420344,0.003597456,-0.01223925
17.998676300,-0.00234792,0.004910672,-0.006808428
18.999840260,-0.005614991,0.01204496,-0.0001631681
20.001004219,-0.01180299,0.01039366,-0.001702179
20.999696255,-0.01167144,0.01158955,0.001113304
22.000860691,-0.0182483,0.01195124,0.0007250505
22.999553204,-0.01133992,0.002054773,-0.001303278
24.000718117,-0.01954919,0.007906849,-0.0004096414
24.999410629,-0.01599892,-0.002958134,-0.006438186
26.000575066,-0.01519031,-0.004052475,0.0008039566
26.999268532,-0.009428596,-0.005147164,0.002158905
28.000433445,-0.0101101,-0.01091146,-0.005826373
28.999126911,-0.004177252,-0.013842,-0.007802004
30.000292301,-0.0006061545,-0.008813632,0.003741911
30.998985291,-0.00079343,-0.003097276,0.001154199
32.000150681,-0.00354114,-0.004683172,0.002720574
32.998844624,-0.0009106605,-0.001209291,0.001951078
34.000010490,0.001346702,-0.0002059739,0.009308219
34.998704433,0.004422531,-0.01151625,-0.0003634043
35.999870300,-0.0003318124,-0.01156699,-0.006241853
36.998564243,0.008087905,-0.008451713,-0.0005315272
37.999730587,0.008847564,-0.0108578,0.002171062
38.998424530,0.01103865,-0.006219588,-0.005337858
39.999591351,0.0125388,-0.01008476,-0.001257187
41.000757694,0.01532598,-0.008416704,0.00198941
41.999452591,0.01440762,-0.004020802,-0.006399552
43.000619888,0.01082065,0.001190303,-0.003268688
43.999314308,0.01571355,0.006399858,0.007169062
45.000481606,0.01384227,0.0009575318,-0.004554295
45.999176979,0.005446245,0.00953963,-0.003332343
47.000344753,0.003222161,0.009017078,-0.005769089
47.999040127,0.006612033,0.005425343,-0.0001392606
49.000207901,0.003905058,0.00347631,0.0008142077
49.998903751,0.001588974,0.002966505,0.003164307
51.000072479,-0.001708128,0.001795566,-0.008676249
51.998768330,0.00100614,0.009542746,-0.00132662
52.999937057,-0.004209516,0.01705417,0.003036721
53.998634338,-0.001295247,0.01133574,-0.009575279
54.999802589,-0.007722565,0.01330276,0.002465606
55.998499870,-0.008734684,0.006516924,-0.00714264
56.999669075,-0.01680828,0.007225317,-0.006789713
57.998367310,-0.01456952,0.003763139,-0.008891201
58.999536514,-0.01388508,0.004224605,-0.006323193
59.998234272,-0.01625327,-0.002807853,-0.0008927811
60.999404430,-0.01807715,-0.01270326,0.003366019
62.000574112,-0.01170087,-0.003468774,-0.002254778
62.999272823,-0.01284997,-0.01326703,0.004232553
64.000442505,-0.02055122,-0.003029017,-0.002687031
64.999141216,-0.006850443,-0.004222739,-0.001458967
66.000311852,-0.003151015,-0.004724708,-0.000677289
66.999010563,-0.0005459816,0.001199746,0.001585318
68.000180721,-0.003642292,0.001102209,-0.00993477
68.998879433,0.002024102,-0.009074582,0.004346648
70.000050545,0.00502554,-0.006561024,0.005692075
70.998750210,0.0002119472,-0.01018771,-0.002390849
71.999920845,0.009491917,-0.01591709,0.003084181
72.998620033,0.01022224,-0.01519176,0.002718983
73.999791622,0.00922721,-0.005224833,0.000402391
74.998490810,0.01836125,-0.008568157,0.001557703
75.999662399,0.01876581,-0.001496246,0.005905745
76.998362064,0.007729863,0.001193469,-0.004629957
77.999534130,0.01790079,3.445104E-06,-2.129958E-05
78.998234272,0.01354839,0.002931945,0.0007623771
79.999405861,0.01048306,0.00903473,-0.01033867
80.998106480,-0.002874583,0.01435264,-0.0008252446
81.999279022,0.008932118,0.009371798,-0.0009639335
82.997979641,0.005373254,-0.0004318084,-0.001818033
83.999152184,0.002841591,0.005201158,-0.0009016247
85.000325680,0.004398004,0.006041718,-0.0005734222
85.999026775,0.0007013443,0.009175813,0.0003118521
87.000199795,-0.001774406,0.01191648,0.004213766
87.998901367,0.002568712,0.01067256,-0.009128396
89.000075340,-0.00531959,0.01778678,-0.003094544
89.998776913,-0.01048364,0.01664773,0.004470341
90.999950886,-0.01728392,0.01163789,-0.002294524
91.998653412,-0.01541991,0.01337622,0.002684953
92.999828339,-0.01152615,0.009725744,-0.002449653
93.998530865,-0.01683793,-0.004511619,-0.004375466
94.999705315,-0.01767586,-0.005161512,0.003662173
95.998407841,-0.02018919,-0.008162154,0.004877645
96.999583244,-0.01143122,-0.007656831,-0.003986928
97.998286247,-0.009816278,-0.01578416,-0.003546102
98.999461174,-0.01536158,-0.003511718,0.0008813389
99.998165131,-0.008394902,-0.003401201,0.005582138
100.999340057,-0.002521929,-0.003207549,0.0007834139
101.998043537,-0.0008546196,-0.0009494547,0.001367158
102.999219418,-0.002246814,0.000930376,0.01626523
103.997923374,0.001054728,-0.01219765,0.004198879
104.999099255,-0.001587242,-0.01228775,-0.002670956
105.997803211,0.00555037,-0.008763334,-0.002940572
