Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.000000000,0.03605155,0.1565069,-0.07225203,0.01786741,-0.05319897,0.990154,-1.924746,24.88132,-27.19639,1007.906
0.998791218,-0.02505193,-0.02069317,-0.07353923,0.02238977,-0.06036392,0.9861673,-1.545118,24.51531,-27.57423,1007.907
2.000055313,0.4075633,-0.3170549,1.144008,0.001053142,-0.08531201,0.9752705,-1.94301,25.61966,-27.20244,1007.896
2.998847961,-0.08704017,-0.2557782,13.43287,0.01795845,-0.05852998,0.9919569,-1.598549,26.72984,-27.21305,1007.875
4.000112534,0.0984454,-0.551959,14.16463,0.02404165,-0.07147076,0.9868917,-0.9776249,29.25682,-26.79399,1007.868
4.998905182,0.407588,-0.6111952,14.22561,0.02199108,-0.06618103,0.987008,1.570581,31.49054,-26.8229,1007.866
6.000170231,0.2221025,-0.3150144,13.67679,0.01942434,-0.05469011,1.001577,3.03061,32.60873,-26.83813,1007.864
6.998963356,-0.2725257,0.04040271,13.98169,0.01049987,-0.05333272,0.9935313,5.533675,34.0432,-27.68212,1007.863
8.000229359,0.407588,-0.3742505,14.16463,0.02695052,-0.06709519,0.9912623,7.744963,34.79813,-28.13996,1007.86
8.999023437,0.7785592,1.580543,-3.214809,0.0161868,-0.07209326,0.9897843,10.72736,34.4509,-28.59179,1007.856
9.997817039,-0.08704017,0.158875,0.2000989,0.01252219,-0.06049401,0.981917,9.962431,35.18499,-29.41665,1007.855
10.999083042,0.2221025,0.158875,-0.0438231,0.02085044,-0.05413599,0.9929852,10.34637,34.8174,-28.59328,1007.841
11.997877598,0.0984454,-1.144321,9.591095,-0.03837915,-0.07065462,1.013011,11.02675,34.82279,-28.97543,1007.842
12.999145031,-0.1488687,-0.1373058,13.61581,0.03392697,-0.03752275,1.000414,12.89062,34.46862,-30.24453,1007.856
