Time (s),Percentage (%),Time To Empty (minutes),Voltage (V),Current (mA),Is Charger Connected (Boolean)
0.928824902,99.96094,15372286728.0913,4.200625,-106.875,1
1.983528614,99.96094,15372286728.0913,4.201875,-106.25,1
2.862485886,99.96094,15372286728.0913,4.2025,-105,1
3.917396069,99.96094,15372286728.0913,4.200625,-105,1
4.972193718,99.96094,15372286728.0913,4.201875,-103.75,1
5.851058483,99.96094,15372286728.0913,4.201875,-104.375,1
6.905853271,99.96094,15372286728.0913,4.201875,-101.875,1
7.960720539,99.96094,15372286728.0913,4.201875,-104.6875,1
8.839638233,99.96094,15372286728.0913,4.2025,-104.375,1
9.894396782,99.96094,15372286728.0913,4.201875,-104.6875,1
10.949297428,99.96094,15372286728.0913,4.183125,-0.3125,1
11.828209400,100.0117,15372286728.0913,4.17625,-0.9375,1
12.882982731,100.0117,15372286728.0913,4.17625,0.625,1
13.937864304,100.0117,15372286728.0913,4.175,0.625,1
14.992552757,100.0117,15372286728.0913,4.17625,0.625,1
15.871566772,100.0117,15372286728.0913,4.17625,0.3125,1
16.926418781,100.0117,15372286728.0913,4.175625,-1.5625,1
17.981147289,100.0117,15372286728.0913,4.174375,0,1
18.860111713,100.0117,15372286728.0913,4.175625,-0.625,1
19.915012360,100.0117,15372286728.0913,4.175,0.625,1
20.969835758,100.0117,15372286728.0913,4.17375,-0.3125,1
21.848678589,100.0117,15372286728.0913,4.173125,0,1
22.903634548,100.0117,15372286728.0913,4.175625,-1.25,1
23.958358288,100.0117,15372286728.0913,4.174375,0.625,1
24.837262154,100.0117,15372286728.0913,4.1725,0.3125,1
25.892112255,100.0117,15372286728.0913,4.175625,-0.3125,1
26.946977139,100.0117,15372286728.0913,4.174375,0,1
28.001606464,100.0117,15372286728.0913,4.173125,1.875,1
28.880592346,100.0117,15372286728.0913,4.173125,-0.625,1
29.935533524,100.0117,15372286728.0913,4.173125,-0.3125,1
30.990220070,100.0117,15372286728.0913,4.17375,1.25,1
31.869158745,100.0117,15372286728.0913,4.17375,0,1
32.924068928,100.0117,15372286728.0913,4.1725,0,1
33.978757381,100.0117,15372286728.0913,4.1725,-1.25,1
34.857745171,100.0117,15372286728.0913,4.170625,-0.9375,1
35.912670135,100.0117,15372286728.0913,4.17125,0,1
36.967309475,100.0117,15372286728.0913,4.17375,1.875,1
37.846305847,100.0117,15372286728.0913,4.1725,0,1
38.901235104,100.0117,15372286728.0913,4.1725,0.625,1
39.955902576,100.0117,15372286728.0913,4.1725,0,1
40.834860802,100.0117,15372286728.0913,4.17125,1.5625,1
41.889792442,100.0117,15372286728.0913,4.17125,-0.625,1
42.944438934,100.0117,15372286728.0913,4.1725,0,1
43.999232292,100.0117,15372286728.0913,4.1725,0,1
44.878363609,100.0117,15372286728.0913,4.173125,0,1
45.933034897,100.0117,15372286728.0913,4.1725,-0.625,1
46.987806320,100.0117,15372286728.0913,4.17,-0.625,1
47.866935253,100.0117,15372286728.0913,4.17125,2.5,1
48.921694756,100.0117,15372286728.0913,4.171875,1.25,1
49.976378918,100.0117,15372286728.0913,4.170625,0,1
50.855465889,100.0117,15372286728.0913,4.171875,0,1
51.910262108,100.0117,15372286728.0913,4.17125,0.3125,1
52.964962006,100.0117,15372286728.0913,4.171875,0,1
53.843961239,100.0117,15372286728.0913,4.171875,0.625,1
54.898838997,100.0117,15372286728.0913,4.17125,0,1
55.953525066,100.0117,15372286728.0913,4.1725,-0.625,1
56.832507133,100.0117,15372286728.0913,4.171875,0.625,1
57.887391567,100.0117,15372286728.0913,4.171875,-1.25,1
58.942107201,100.0117,15372286728.0913,4.171875,0.3125,1
59.996898174,100.0117,15372286728.0913,4.170625,0.3125,1
60.875983715,100.0117,15372286728.0913,4.17125,0.3125,1
61.930658817,100.0117,15372286728.0913,4.17125,-0.625,1
62.985439777,100.0117,15372286728.0913,4.17125,0.625,1
63.864561558,100.0117,15372286728.0913,4.170625,-0.625,1
64.919229984,100.0117,15372286728.0913,4.17,0,1
65.974003315,100.0117,15372286728.0913,4.17,0.625,1
66.853156567,100.0117,15372286728.0913,4.170625,-0.625,1
67.907770157,100.0117,15372286728.0913,4.17,-0.625,1
68.962613106,100.0117,15372286728.0913,4.17,-0.3125,1
69.841698647,100.0117,15372286728.0913,4.170625,-0.9375,1
70.896378994,100.0117,15372286728.0913,4.17125,-0.625,1
71.951128960,100.0117,15372286728.0913,4.170625,-0.625,1
72.830256939,100.0117,15372286728.0913,4.169375,1.25,1
73.884928226,100.0117,15372286728.0913,4.170625,-0.625,1
