Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.000000000,0.0290323,0.06731367,0.2300041,-0.05782356,-0.03019133,0.9909989,-4.472921,-17.90271,-29.99222,997.1673
0.998616695,0.02774671,0.1275168,0.1680957,-0.05824975,-0.03312479,0.99524,-4.464018,-18.2718,-30.05241,997.1736
1.999706268,-0.03365672,-0.6484785,0.4747326,-0.05732403,-0.03019154,0.9924289,-4.843416,-17.90588,-29.61135,997.1675
3.000796318,-0.953126,-1.351149,12.59544,-0.06730534,-0.02211222,0.9907312,-5.573339,-18.58695,-30.42461,997.17
3.999414921,-1.324097,0.722117,15.27858,-0.08078022,-0.04549415,0.9812583,-7.68635,-20.81805,-30.01816,997.1748
5.000505447,-3.549924,3.1508,13.63211,-0.08750203,-0.0276453,0.9720991,-12.02698,-23.3713,-30.73795,997.1828
5.999125481,-0.5203263,-0.3441341,15.8274,-0.08629467,-0.03072676,1.007369,-14.97307,-24.50066,-30.33724,997.175
7.000216961,-2.004211,0.2482276,14.60779,-0.0740696,-0.02949349,0.9939604,-17.86927,-25.25933,-30.7617,997.1706
7.998837471,-0.5203263,-0.2256618,7.168174,-0.07025015,0.009291176,0.9908973,-22.27253,-25.28982,-31.56539,997.1535
8.999929905,-1.571411,-0.9957319,18.81545,-0.06721105,-0.02982479,0.985801,-25.95788,-24.20805,-31.93867,997.1652
9.998551369,-1.942382,-1.588094,9.851315,-0.07858253,-0.02852164,0.9806319,-28.57914,-23.48838,-31.93395,997.1608
10.999645233,-0.08752666,-0.04795324,-0.9422328,-0.06462431,-0.03658155,0.9899504,-30.38558,-23.13211,-31.92955,997.1599
12.000739098,-0.2730122,-1.054968,-0.6373304,-0.05981459,-0.02972262,0.9881532,-30.01532,-23.12886,-32.37364,997.1519
12.999361515,-0.02569814,-0.1071894,-0.1494863,-0.05875826,-0.03501719,0.9861315,-30.39183,-22.82497,-31.55274,997.1614
14.000456810,-0.3348407,0.2482276,-0.08850583,-0.05766044,-0.04178387,0.9879007,-30.37645,-23.50128,-31.92652,997.1497
14.999080181,-0.8294689,-0.1071894,11.80269,-0.05683672,-0.0297028,0.9929138,-31.51494,-22.46438,-31.10859,997.1404
16.000175953,-0.7058119,0.1297553,13.63211,-0.05675018,-0.03598012,0.9908776,-34.84534,-20.64209,-31.11013,997.139
16.998800755,-0.953126,0.1889914,13.93701,-0.05929478,-0.03259858,0.9847502,-37.15873,-17.39651,-31.57018,997.1329
17.999897003,-1.076783,0.3667,14.18093,-0.0562622,-0.03739452,0.9855939,-39.03671,-14.14839,-31.58947,997.1212
18.998522282,-0.6439834,-0.2256618,13.87603,-0.05184943,-0.03445219,0.9908832,-39.48003,-11.19826,-31.16958,997.1239
19.999620438,-0.8912975,-0.1664256,13.99799,-0.05678051,-0.03880061,0.9760176,-39.94168,-7.570744,-31.19779,997.1195
21.000719070,-0.02569814,-0.284898,10.27818,-0.05530031,-0.03450075,0.9899447,-38.89765,-4.670892,-31.2261,997.1195
21.999345303,-0.4584978,-0.9957319,0.2773772,-0.06082636,-0.0278059,0.9886741,-38.53492,-4.299052,-31.23066,997.1365
23.000444889,-0.2111837,-0.1664256,-0.2104668,-0.05871179,-0.03697034,0.989435,-38.60467,-3.930825,-30.8541,997.1318
23.999072552,0.03613038,-0.1071894,-0.08850583,-0.0627109,-0.0355387,0.9818435,-38.60762,-3.929743,-31.67599,997.1371
25.000172615,-0.08752666,-2.180455,0.03345516,-0.06083152,-0.02684907,0.9906035,-38.23281,-3.928156,-30.85564,997.1431
25.998801231,-0.6439834,0.0705191,12.04661,-0.0631736,-0.03748111,0.9818069,-37.87145,-3.555817,-31.23953,997.1439
26.999902248,-1.138612,0.01128293,13.87603,-0.05177594,-0.03786164,0.9951124,-36.07479,-1.019717,-31.33112,997.1465
27.998531818,-0.8912975,0.0705191,14.30289,-0.05038377,-0.03679489,0.9812782,-33.22584,1.585389,-31.36434,997.1422
28.999633789,-0.953126,0.1297553,14.48583,-0.05931889,-0.03257227,0.9799755,-29.24153,3.398628,-31.39562,997.1437
29.998264313,-1.076783,0.0705191,13.75407,-0.05481318,-0.03353623,0.9918717,-25.25716,5.272813,-30.98485,997.1376
30.999366283,-1.324097,-0.04795324,14.24191,-0.0581973,-0.03841369,0.9894035,-20.85685,5.30439,-31.00305,997.1309
32.000469208,-0.6439834,-0.1071894,10.76602,-0.06081947,-0.02686223,0.9929909,-16.08174,5.337553,-30.2009,997.1404
32.999100685,0.221616,0.3074638,0.1554162,-0.06165816,-0.03750015,0.9894394,-15.70075,4.971049,-30.19941,997.1351
34.000204563,-0.08752666,-0.04795324,-0.1494863,-0.05921631,-0.03648908,0.9884921,-15.69939,4.97055,-29.82008,997.1552
34.998836517,-0.02569814,0.0705191,-0.08850583,-0.05775921,-0.03501761,0.9889917,-16.0742,4.968964,-30.64043,997.1577
35.999940872,0.03613038,0.0705191,-0.08850583,-0.06170737,-0.03459281,0.9885427,-15.33666,5.34239,-29.82464,997.1483
36.998573780,-0.7058119,0.0705191,13.0223,-0.06132058,-0.02923832,0.9838726,-13.83233,4.615221,-30.20408,997.1457
37.999678135,-1.076783,-0.1664256,14.72976,-0.05923127,-0.03504594,0.9899537,-9.730989,1.751784,-29.81771,997.156
38.998311996,-1.20044,0.2482276,14.72976,-0.05487361,-0.03299465,0.9813771,-5.237936,-1.847909,-28.98427,997.1434
39.999417305,-0.6439834,0.01128293,13.81505,-0.05634634,-0.03111984,0.9881076,-3.340109,-5.834955,-28.51638,997.1415
