Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.000000000,-0.1635565,1.366749,-1.40226,-0.06984583,-0.05304809,0.9781865,-14.57527,2.818282,-25.00192,986.4695
0.998673439,1.073014,2.136819,-5.183051,-0.08408023,-0.02708938,0.9687501,-13.47178,3.196542,-25.83144,986.4702
1.999820232,-1.956584,1.781402,0.1222528,-0.06088818,-0.05967332,0.9765757,-14.2155,3.191204,-25.82836,986.4641
2.998496056,0.8256998,-0.1733919,-12.62267,-0.1860913,-0.05764627,0.9571955,-14.2155,3.191204,-25.82836,986.4791
3.999645233,0.1455861,0.1227889,2.439512,-0.08780669,-0.03356506,0.991561,-14.58118,2.820447,-26.64569,986.4657
4.998322964,1.382157,-0.3511004,-4.939129,-0.07795837,-0.06297083,0.9995179,-14.58118,2.820447,-26.64569,986.4453
5.999475002,-1.585613,-0.8249898,1.341863,-0.07815798,-0.05038725,0.9983382,-14.57959,2.819863,-26.20313,986.4406
6.998155594,-0.101728,-0.2326281,-0.6095132,-0.07628881,-0.0469181,0.9888475,-14.95008,2.816696,-25.82226,986.446
7.999309063,0.1455861,0.7743868,-0.4265717,-0.0832455,-0.04838204,0.9716624,-14.58118,2.820447,-26.64569,986.4448
8.997992039,-0.7200133,-0.5880451,-0.5485327,-0.09351743,-0.05194505,0.9745083,-14.57981,2.819947,-26.26636,986.4395
9.999147892,-2.698526,-1.891241,56.46823,-0.05341009,-0.05870906,0.9980459,-4.506956,-3.324367,-25.43456,986.4414
11.000305176,-2.698526,-0.9434621,27.62446,-0.06461122,-0.06900634,0.9912113,-2.693756,-16.41987,-24.89076,986.4476
11.998991013,2.185927,-2.779783,-1.219318,-0.1101384,-0.05613907,0.9859695,-4.853428,-19.38868,-25.29989,986.4479
13.000150204,0.8256998,-0.4695728,0.5491163,-0.06271932,-0.03220031,0.9905059,-4.853428,-19.38868,-25.29989,986.4515
13.998838902,-0.5345277,-0.2326281,0.1222528,-0.05084248,-0.03636364,0.9894072,-5.223696,-19.39193,-24.85579,986.4515
15.000000477,0.1455861,-0.05491958,0.1222528,-0.05134442,-0.0363608,0.9874997,-5.223696,-19.39193,-24.85579,986.4538
15.998691082,-2.142069,-0.528809,42.38174,-0.0360241,-0.03999189,0.9873492,-5.575808,-20.43833,-26.55268,986.4548
16.999854088,-1.585613,-1.180407,46.95527,-0.03151413,0.01958008,0.9894739,-19.33932,-27.86031,-26.43501,986.4623
17.998546600,-1.461956,0.2412613,7.256971,-0.05257508,-0.02183945,0.9830213,-28.54213,-26.81753,-27.22804,986.468
18.999712467,0.2074146,-0.1141558,0.06127228,-0.04637741,-0.03823442,0.9903022,-28.54967,-26.44895,-26.78851,986.4772
19.998407364,-0.5345277,-0.05491958,0.1222528,-0.05221062,-0.04411506,0.9873489,-28.93225,-26.08186,-27.23255,986.4667
20.999574661,-0.03989949,0.1227889,-0.1216692,-0.05083525,-0.03637153,0.9908397,-28.9124,-26.82079,-26.78395,986.4572
21.998271465,0.1455861,-0.1141558,-0.2436302,-0.04840578,-0.03439574,0.9903893,-28.92312,-26.45103,-27.22953,986.4606
22.999441624,-4.244239,-0.1141558,53.66313,-0.02784146,-0.06017818,0.9859484,-32.64053,-23.95518,-26.79252,986.4615
23.998140335,-2.203898,-0.05491958,30.6125,-0.05344781,0.004726315,0.9888105,-40.31104,-11.94958,-26.03895,986.4672
24.999311924,0.02192903,-0.2918643,4.878732,-0.04396151,-0.03196341,1.000444,-38.55069,-7.936874,-26.07942,986.4716
25.998012543,0.08375756,-0.1141558,0.5491163,-0.04546217,-0.03291172,0.9927918,-38.92255,-7.939542,-26.07788,986.468
26.999186516,0.1455861,-0.05491958,0.1222528,-0.04485647,-0.04016187,0.9931211,-38.55846,-7.568202,-25.70311,986.457
27.997889042,-0.03989949,0.2412613,-0.1216692,-0.04786893,-0.03776592,0.9888865,-38.91341,-8.308714,-26.07485,986.4622
28.999064922,0.08375756,-0.05491958,0.2442138,-0.0494045,-0.03534689,0.9846449,-39.30217,-7.573539,-25.70004,986.4692
29.997770309,-3.254983,-0.528809,56.65117,-0.02535366,-0.03013598,0.9851047,-35.40164,-2.437171,-26.2011,986.467
30.998948097,-1.029156,-0.2326281,25.55112,-0.04738521,-0.03394405,0.9989887,-22.70509,3.129857,-25.47714,986.4688
32.000126839,0.6402143,0.004316594,-3.048733,-0.05024419,-0.0431301,0.9897463,-17.18009,2.800268,-25.49693,986.4679
32.998834610,-0.03989949,0.1820251,-0.1216692,-0.04984758,-0.03826192,0.9855439,-17.18922,3.169439,-25.49995,986.4695
34.000016212,-0.1635565,0.06355277,0.1832333,-0.05035983,-0.03634542,0.987495,-17.18922,3.169439,-25.49995,986.4699
34.998725891,0.02192903,-0.05491958,-0.1826497,-0.05080341,-0.0378331,0.9927204,-17.92516,2.795431,-25.87318,986.4725
35.999908447,-0.6581848,-0.2918643,20.42876,-0.03435779,-0.0873298,0.9777974,-16.7991,2.433765,-25.49544,986.472
36.998619556,-3.687783,-0.528809,54.51686,-0.02538842,-0.02724442,0.9870729,-4.456917,-5.110861,-23.77616,986.4733
37.999804497,-1.400127,-0.1141558,21.77033,-0.0583126,-0.03258058,0.984268,-3.45142,-15.68845,-23.69251,986.4798
38.998518467,0.3310717,-0.2918643,-0.06068872,-0.05126078,-0.04120813,0.9893124,-4.132799,-18.2774,-24.11082,986.4845
39.999704838,-0.03989949,-0.1141558,0.0002917796,-0.05179523,-0.03784058,0.9912926,-4.521557,-17.54223,-23.736,986.4833
40.998420238,0.02192903,0.06355277,0.06127228,-0.05090133,-0.03344577,0.9866007,-4.532051,-17.17256,-24.11836,986.4841
41.999608040,0.02192903,-0.05491958,-0.1216692,-0.04734255,-0.03874664,0.9926845,-3.762531,-18.27415,-24.55491,986.4745
42.998325348,-2.265726,0.004316594,43.72331,-0.03534992,-0.05017043,0.9923949,-5.607862,-19.02426,-25.74239,986.4631
