Time (s),Roll (deg),Pitch (deg),Yaw (deg)
0.000000000,-2.993885,4.413844,176.2042
0.998673439,-3.158837,4.875454,175.8773
1.999820232,-3.310444,4.953451,174.7373
2.998496056,-3.639479,5.706162,174.9881
3.999645233,-3.52216,5.208074,175.329
5.000794888,-3.12,4.762016,175.8269
5.999475002,-2.793583,4.541005,175.3926
7.000627518,-2.797693,4.495974,176.079
7.999309063,-2.932235,4.585199,175.2767
9.000463963,-3.44556,4.95988,176.097
9.999147892,-3.380558,5.667346,-145.3963
11.000305176,-2.489318,5.561497,-100.2708
11.998991013,-1.896398,4.644126,-93.36348
13.000150204,-1.958951,4.002254,-93.01746
13.998838902,-2.018636,3.521474,-93.11826
15.000000477,-2.051495,3.3721,-93.1993
15.998691082,-2.615261,3.385324,-85.02114
16.999854088,-2.256302,4.143484,-31.63912
17.998546600,-1.686222,4.119439,-6.317906
18.999712467,-1.865375,3.632676,-5.277035
19.998407364,-1.994726,3.324022,-5.274598
20.999574661,-2.052688,3.127278,-5.258379
21.998271465,-2.097451,3.013077,-5.236949
22.999441624,-2.77148,3.381673,13.17626
23.998140335,-2.085727,4.353336,64.86079
24.999311924,-1.802911,4.100765,84.26572
26.000484467,-1.954015,3.606978,84.41996
26.999186516,-2.086596,3.315827,84.49445
28.000361919,-2.160465,3.148152,84.51056
28.999064922,-2.199299,3.021866,84.52666
30.000242233,-2.871282,3.697137,113.9007
30.998948097,-2.045262,4.327973,159.7663
32.000126839,-1.75648,3.95097,171.2752
32.998834610,-1.947782,3.546384,171.0905
34.000016212,-2.061747,3.286934,171.0121
34.998725891,-2.11567,3.146292,171.0092
35.999908447,-2.476521,3.056049,173.1308
36.998619556,-2.495095,4.152534,-136.9146
37.999804497,-1.790471,4.253857,-104.0534
38.998518467,-1.734947,3.798104,-99.13114
39.999704838,-1.881585,3.429868,-99.15933
40.998420238,-1.991824,3.227552,-99.15762
41.999608040,-2.041943,3.107094,-99.16215
42.998325348,-2.565919,3.14357,-91.03689
43.999515057,-2.248627,4.167599,-36.95034
44.998234272,-1.700303,4.085765,-11.00034
45.999426365,-1.823688,3.579825,-11.38035
46.998147011,-1.943971,3.265362,-11.4538
47.999340057,-2.021,3.082323,-11.42258
48.998062611,-2.071731,2.973435,-11.40724
49.999258041,-2.771664,3.619647,18.61464
50.997982502,-1.979314,4.220507,64.56337
51.999179363,-1.728192,3.920776,77.81407
52.997905731,-1.939738,3.496509,77.36701
53.999104500,-2.075311,3.24831,77.26518
54.997832298,-2.147697,3.079845,77.27855
55.999032974,-2.198776,2.980848,77.29024
56.997762680,-2.64718,3.928185,118.4165
57.998964787,-1.858642,4.262984,158.1834
59.000168800,-1.775058,3.84779,164.8475
59.998900414,-1.955268,3.47326,164.9107
61.000105858,-2.054821,3.226092,164.9182
61.998838902,-2.112824,3.088593,164.9417
63.000046253,-2.650356,3.14513,173.4342
63.998781681,-2.172462,4.222201,-132.7118
64.999989986,-1.667283,4.143559,-106.9974
65.998726845,-1.761453,3.656359,-106.1993
66.999936581,-1.886789,3.339264,-106.1611
67.998675823,-1.976949,3.148719,-106.1299
68.999886990,-2.0228,3.040694,-106.1283
69.998627186,-2.688771,3.369437,-87.56656
70.999840260,-1.857846,4.220524,-35.6867
71.998582363,-1.650536,3.947265,-16.83712
72.999797344,-1.808842,3.500263,-17.12138
73.998540878,-1.941374,3.20752,-17.14728
74.999756813,-2.01881,3.04426,-17.13204
75.998501778,-2.066491,2.937566,-17.1222
76.999719620,-2.093143,2.873321,-17.11319
77.998466492,-2.116157,2.839385,-17.10448
78.999685764,-2.113585,2.807091,-17.10008
79.998433590,-2.132876,2.787695,-17.09498
80.999654770,-2.132559,2.872313,-17.11291
81.998404503,-2.543504,4.33907,-17.99996
82.999627113,-2.37165,4.089746,-17.29033
83.998377800,-2.481031,3.876976,-17.46447
84.999602318,-2.427484,3.810753,-16.97772
85.998354912,-2.451459,3.768336,-17.03068
86.999580383,-2.450562,3.727931,-17.0672
87.998334408,-2.441489,3.710039,-17.10217
88.999560833,-2.426133,3.705869,-17.12978
89.998316765,-2.426937,3.690334,-17.16542
90.999544621,-2.431907,3.686411,-17.18838
91.998301983,-2.424512,3.694671,-17.19858
