Time (s),Percentage (%),Time To Empty (minutes),Voltage (V),Current (mA),Is Charger Connected (Boolean)
0.934414864,23.10547,15372286728.0913,4.026875,-921.875,1
1.989375591,23.12891,15372286728.0913,4.025625,-925.3125,1
2.868238449,23.15625,15372286728.0913,4.0275,-924.375,1
3.923010826,23.17969,15372286728.0913,4.0275,-925,1
4.977891922,23.21484,15372286728.0913,4.025625,-922.5,1
5.856775761,23.22656,15372286728.0913,4.028125,-923.75,1
6.911540031,23.26563,15372286728.0913,4.0275,-924.0625,1
7.966441631,23.28906,15372286728.0913,4.0275,-922.5,1
8.845333099,23.3125,15372286728.0913,4.02625,-925.3125,1
9.900115967,23.33984,15372286728.0913,4.026875,-926.25,1
10.955025673,23.36328,15372286728.0913,4.026875,-925.3125,1
11.833919525,23.38672,15372286728.0913,4.0275,-926.5625,1
12.888674736,23.42188,15372286728.0913,4.025625,-925,1
13.943623066,23.44922,15372286728.0913,4.026875,-924.375,1
14.998293400,23.47266,15372286728.0913,4.025625,-924.375,1
15.877262115,23.49609,15372286728.0913,4.02625,-924.0625,1
16.932160377,23.51953,15372286728.0913,4.026875,-923.125,1
17.986842632,23.54688,15372286728.0913,4.026875,-924.375,1
18.865827560,23.57031,15372286728.0913,4.02625,-922.1875,1
19.920737267,23.60547,15372286728.0913,4.025625,-925.3125,1
20.975430489,23.63281,15372286728.0913,4.026875,-923.125,1
21.854457378,23.65625,15372286728.0913,4.026875,-924.375,1
22.909329891,23.67969,15372286728.0913,4.025,-924.0625,1
23.964007378,23.70313,15372286728.0913,4.02625,-926.5625,1
24.843075752,23.73047,15372286728.0913,4.026875,-926.25,1
25.897765636,23.76563,15372286728.0913,4.0275,-924.375,1
26.952562332,23.78906,15372286728.0913,4.026875,-923.75,1
27.831710815,23.8125,15372286728.0913,4.026875,-925,1
28.886311531,23.83984,15372286728.0913,4.02625,-926.25,1
29.941132069,23.86328,15372286728.0913,4.0275,-921.875,1
30.996001720,23.88672,15372286728.0913,4.028125,-925.625,1
31.874908924,23.91016,15372286728.0913,4.02625,-924.375,1
32.929699421,23.94922,15372286728.0913,4.0275,-923.125,1
33.984586716,23.97266,15372286728.0913,4.02625,-923.125,1
34.863466263,23.99609,15372286728.0913,4.028125,-924.375,1
35.918261528,24.02344,15372286728.0913,4.0275,-924.375,1
36.973167419,24.04688,15372286728.0913,4.026875,-923.75,1
37.852048397,24.07031,15372286728.0913,4.026875,-925,1
38.906794548,24.10547,15372286728.0913,4.0275,-925.3125,1
39.961693287,24.13281,15372286728.0913,4.0275,-923.75,1
40.840620995,24.15625,15372286728.0913,4.02625,-923.4375,1
41.895393848,24.17969,15372286728.0913,4.028125,-925,1
42.950271606,24.20313,15372286728.0913,4.026875,-923.75,1
43.829169750,24.23047,15372286728.0913,4.026875,-922.8125,1
44.884065151,24.25391,15372286728.0913,4.026875,-923.125,1
45.938884258,24.28906,15372286728.0913,4.026875,-924.375,1
46.993526459,24.31641,15372286728.0913,4.026875,-923.4375,1
47.872616291,24.33984,15372286728.0913,4.026875,-924.0625,1
