Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
0.000000000,31.552,30.366
0.998673439,31.684,30.374
1.999820232,31.656,30.384
3.000967979,31.698,30.392
3.999645233,31.742,30.4
5.000794888,31.786,30.408
5.999475002,31.818,30.416
7.000627518,31.884,30.424
7.999309063,31.886,30.432
9.000463963,31.994,30.438
9.999147892,31.982,30.446
11.000305176,32.048,30.454
11.998991013,32.06,30.462
13.000150204,32.132,30.47
13.998838902,32.134,30.476
15.000000477,32.18,30.484
15.998691082,32.248,30.49
16.999854088,32.306,30.498
17.998546600,32.272,30.506
18.999712467,32.382,30.514
19.998407364,32.404,30.522
20.999574661,32.446,30.528
22.000743866,32.436,30.536
22.999441624,32.506,30.542
24.000612259,32.506,30.55
24.999311924,32.576,30.556
26.000484467,32.602,30.562
26.999186516,32.612,30.57
28.000361919,32.678,30.576
28.999064922,32.712,30.584
30.000242233,32.756,30.59
30.998948097,32.8,30.598
32.000126839,32.82,30.604
32.998834610,32.86,30.612
34.000016212,32.856,30.616
34.998725891,32.922,30.624
35.999908447,32.946,30.63
36.998619556,32.94,30.636
37.999804497,33.056,30.644
38.998518467,33.078,30.65
39.999704838,33.088,30.656
40.998420238,33.126,30.662
41.999608040,33.164,30.668
42.998325348,33.162,30.674
43.999515057,33.204,30.68
44.998234272,33.206,30.686
45.999426365,33.28,30.692
46.998147011,33.284,30.698
47.999340057,33.338,30.702
48.998062611,33.352,30.708
49.999258041,33.386,30.714
51.000454426,33.466,30.722
51.999179363,33.47,30.728
53.000377655,33.504,30.734
53.999104500,33.514,30.74
55.000304222,33.558,30.746
55.999032974,33.546,30.752
57.000234604,33.62,30.758
57.998964787,33.644,30.764
59.000168800,33.738,30.77
59.998900414,33.65,30.776
61.000105858,33.738,30.782
61.998838902,33.756,30.788
63.000046253,33.812,30.794
63.998781681,33.824,30.8
64.999989986,33.832,30.804
65.998726845,33.89,30.81
66.999936581,33.888,30.816
67.998675823,33.954,30.82
68.999886990,33.994,30.826
69.998627186,34.012,30.83
70.999840260,34.026,30.838
71.998582363,34.052,30.842
72.999797344,34.11,30.848
73.998540878,34.144,30.854
74.999756813,34.114,30.858
75.998501778,34.182,30.864
76.999719620,34.216,30.868
77.998466492,34.242,30.874
78.999685764,34.21,30.878
79.998433590,34.272,30.884
80.999654770,34.316,30.888
81.998404503,34.334,30.894
82.999627113,34.396,30.9
83.998377800,34.34,30.904
84.999602318,34.396,30.91
85.998354912,34.41,30.914
86.999580383,34.448,30.92
87.998334408,34.496,30.924
88.999560833,34.53,30.928
89.998316765,34.558,30.934
90.999544621,34.546,30.938
91.998301983,34.608,30.942
