Time (s),XX,XY,XZ,YX,YY,YZ,ZX,ZY,ZZ
0.000000000,-0.9948296,-0.06211407,-0.08013178,0.06600325,-0.9967169,-0.04665711,-0.07695994,-0.05172191,0.9889324
0.998673439,-0.9937825,-0.06712973,-0.08858894,0.0716316,-0.9962401,-0.04846788,-0.08499008,-0.05453275,0.9881263
1.999820232,-0.9920387,-0.08662237,-0.09111607,0.09137766,-0.9945828,-0.04917918,-0.08634637,-0.05714047,0.9878625
2.998496056,-0.9912108,-0.08092246,-0.1043725,0.08692742,-0.9947263,-0.05410855,-0.09942678,-0.06273489,0.9862972
3.999645233,-0.9925389,-0.075742,-0.09528556,0.0810954,-0.995258,-0.05341263,-0.09077292,-0.06076613,0.9872509
4.998322964,-0.9939003,-0.06797028,-0.08660889,0.07231814,-0.9962176,-0.04790702,-0.08301292,-0.0538984,0.9883288
5.999475002,-0.993618,-0.07640009,-0.08272356,0.08007415,-0.9958949,-0.04187761,-0.07917255,-0.04825587,0.988933
7.000627518,-0.994571,-0.06449538,-0.08143804,0.06816866,-0.9967359,-0.04299374,-0.07838904,-0.04832985,0.9889914
7.999309063,-0.9933921,-0.07817537,-0.08376252,0.08207871,-0.9956375,-0.04403936,-0.07994143,-0.05064575,0.9887522
9.000463963,-0.9939244,-0.0627786,-0.09017841,0.06781063,-0.9962414,-0.05366072,-0.08645817,-0.05946934,0.9877158
9.999147892,-0.8185707,0.5713537,-0.04768026,-0.5647711,-0.8178814,-0.104285,-0.09875263,-0.05828107,0.986637
11.000305176,-0.1769637,0.9810612,0.02552899,-0.9765964,-0.1734966,-0.1028788,-0.09691408,-0.04293518,0.9876024
11.998991013,-0.05829046,0.9947097,0.02834463,-0.9918141,-0.05577642,-0.08261597,-0.08096657,-0.0327602,0.9894208
13.000150204,-0.05234315,0.9949571,0.03047554,-0.9929739,-0.05006029,-0.07134297,-0.06979573,-0.03386936,0.9902313
13.998838902,-0.05412022,0.9948265,0.03180963,-0.9934379,-0.05203208,-0.06308976,-0.06142264,-0.03492033,0.9907479
15.000000477,-0.05553442,0.9947335,0.03242523,-0.9935222,-0.05349663,-0.06056619,-0.05882028,-0.03549415,0.990885
15.998691082,0.08631758,0.9913007,0.05045467,-0.9908258,0.08905686,-0.05466361,-0.05905068,-0.04524158,0.9904754
16.999854088,0.843819,0.5184696,0.08198847,-0.5199155,0.8468831,-0.004435334,-0.07225442,-0.03900103,0.9898669
17.998546600,0.9846667,0.1071631,0.07457726,-0.1090197,0.9870483,0.02117576,-0.07183585,-0.02915118,0.9902355
18.999712467,0.9870522,0.08925697,0.06602328,-0.09116705,0.9887258,0.02639082,-0.06335969,-0.03226607,0.9907157
19.998407364,0.987383,0.08925202,0.06087148,-0.09115525,0.988651,0.02911812,-0.05798259,-0.03451407,0.9909687
20.999574661,0.9876017,0.08903269,0.05754105,-0.09089351,0.988635,0.03044842,-0.0545542,-0.03552349,0.9911271
21.998271465,0.9877419,0.08869037,0.05561796,-0.09053385,0.9886372,0.03142322,-0.05256387,-0.03630173,0.9912059
22.999441624,0.9654914,-0.2289341,0.04646642,0.226032,0.9654195,0.06015646,-0.05898707,-0.04794218,0.9903524
23.998140335,0.4215457,-0.9015051,-0.0002412945,0.8983037,0.4200143,0.08402964,-0.07590697,-0.03604402,0.9897066
24.999311924,0.09928708,-0.991043,-0.02370054,0.9887437,0.09727154,0.07432061,-0.07151076,-0.03116857,0.9901978
25.998012543,0.09670312,-0.9912128,-0.02736441,0.9895914,0.09471777,0.06598491,-0.06293314,-0.03379703,0.990692
26.999186516,0.09542563,-0.9912571,-0.03024578,0.9900303,0.09343882,0.06110712,-0.0578398,-0.03610326,0.99092
28.000361919,0.09516322,-0.9912339,-0.03182581,0.990223,0.09319032,0.05831717,-0.05491797,-0.03738705,0.9910386
28.999064922,0.09489649,-0.9912311,-0.03272898,0.9903693,0.09295591,0.05618469,-0.05271707,-0.03806332,0.9911323
30.000242233,-0.4034918,-0.9099805,-0.07146014,0.9105016,-0.4067791,0.03894314,-0.06448245,-0.0496501,0.9899269
30.998948097,-0.9354091,-0.3430451,-0.08303184,0.3447886,-0.9384325,-0.007079777,-0.07546558,-0.03534624,0.9897656
32.000126839,-0.9860326,-0.1495321,-0.07270189,0.1513202,-0.9882502,-0.01960809,-0.06890281,-0.03037178,0.9904067
32.998834610,-0.9859956,-0.1527101,-0.06631607,0.1545703,-0.9876543,-0.02374263,-0.06185657,-0.03369418,0.9907631
34.000016212,-0.9860499,-0.1540898,-0.06219242,0.1559619,-0.9873695,-0.02631037,-0.05733636,-0.03567456,0.9909648
34.998725891,-0.9861786,-0.1541697,-0.05991945,0.1560328,-0.9873225,-0.0276142,-0.05488557,-0.03661227,0.9910691
35.999908447,-0.991381,-0.1172101,-0.05802888,0.1194291,-0.9921553,-0.03621646,-0.05331283,-0.04285704,0.9909055
