Time (s),Roll (deg),Pitch (deg),Yaw (deg)
0.000000000,-0.9808527,0.3596664,-51.76756
1.001222134,-0.9784146,0.3736955,-51.76987
1.999971867,-0.9330694,0.3816857,-51.5059
3.001194000,-0.8443191,1.204805,-20.62897
3.999943256,-0.565983,1.726716,14.02436
5.001165867,-0.2369865,1.915226,49.45019
5.999915600,0.009153778,1.871334,84.2771
7.001137733,0.01009414,1.731249,116.9494
7.999887466,-0.3667308,1.322591,127.1674
9.001109600,-0.6046831,0.903719,127.1764
9.999859333,-0.7464737,0.6724244,127.1296
11.001081944,-0.84249,0.5235487,127.0885
11.999831676,-0.6299574,0.5586093,131.4412
13.001053810,0.5830488,2.413281,-139.1291
13.999804497,0.8695188,1.932051,-73.30049
15.001026154,0.1383201,1.446246,-53.27232
15.999776840,-0.2830543,1.029801,-53.88465
17.000998974,-0.5621766,0.7804807,-53.90614
18.002221584,-0.7380186,0.6078667,-53.94345
19.000971317,-0.8500432,0.5123445,-53.96684
19.999721050,-0.06961067,1.910197,-0.08647729
21.000943661,1.059016,2.24842,90.57404
21.999693871,0.5393699,1.596005,120.2414
23.000916481,-0.06695861,1.13107,125.4677
24.002138138,-0.4158955,0.8063669,125.3658
25.000888824,-0.6245945,0.6085837,125.3298
26.002110481,-0.7437053,0.4756434,125.2971
27.000860691,-0.3632292,0.8171951,140.8893
28.002082348,0.9128103,2.458823,-121.8187
29.000832558,0.7752869,1.837595,-70.28857
30.002055168,0.08636627,1.347218,-56.74218
31.000804901,-0.3565974,0.9619727,-56.75845
32.002027035,-0.6227627,0.7290035,-56.79842
33.000776768,-0.7650812,0.5755991,-56.83563
34.001998901,-0.7555648,0.4914379,-56.55552
35.000748634,0.2982712,2.273632,17.64756
36.001970291,1.030791,2.060301,96.87888
37.000720501,0.4341168,1.475788,120.54
38.001942158,-0.1368106,1.039462,122.5013
39.000692368,-0.4588525,0.7431776,122.4317
40.001914024,-0.648547,0.5773258,122.3964
41.000663280,-0.759819,0.467115,122.357
42.001885414,-0.3638594,0.812384,137.8776
43.000635147,0.901755,2.453587,-125.0111
44.001856327,0.7869834,1.831072,-72.4785
45.000606537,0.05911547,1.341249,-60.31757
46.001827717,-0.3639055,0.954997,-60.33978
47.000576973,-0.6083258,0.7326884,-60.37983
48.001798630,-0.7658293,0.5870344,-60.4129
49.000547886,-0.8095707,0.5077652,-60.18938
50.001769543,0.2923715,2.259577,13.60536
51.000518799,1.057094,2.049164,93.20271
52.001739979,0.4300708,1.471793,116.8667
53.000489235,-0.1455034,1.042031,118.8859
54.001710415,-0.4533789,0.7515569,118.7987
55.000458717,-0.6564859,0.5724692,118.754
56.001680374,-0.770796,0.4633203,118.7214
57.000428677,-0.3747945,0.8063456,134.3827
58.001649857,0.9265122,2.441868,-128.2019
59.000398636,0.7845833,1.825639,-76.42723
60.001619339,0.03289882,1.336601,-63.1568
61.000367641,-0.3599598,0.9422734,-63.36225
62.001588821,-0.5983022,0.7122904,-63.40536
63.000337601,-0.7560607,0.5827951,-63.42733
64.001558304,-0.7708802,0.493432,-63.18909
65.000306606,0.2863,2.258131,10.79594
66.001527309,1.075434,2.038824,91.00111
67.000276089,0.4225827,1.468204,114.7207
68.001495838,-0.1638172,1.031408,116.2988
69.000244617,-0.4456901,0.7476416,116.2275
