Time (s),XX,XY,XZ,YX,YY,YZ,ZX,ZY,ZZ
0.000000000,0.6154606,0.7810355,0.01722509,-0.7812003,0.6154667,0.005637899,-0.006277322,-0.01700249,0.993091
1.001222134,0.6154281,0.7810586,0.0173442,-0.781224,0.6154388,0.005419058,-0.00652217,-0.01696021,0.9930901
1.999971867,0.6190125,0.7782174,0.01679236,-0.77837,0.6190289,0.004898923,-0.006661622,-0.01617423,0.9931021
3.001194000,0.9295635,0.3496876,0.02482501,-0.3499366,0.9297791,0.00632031,-0.02102626,-0.01463297,0.9929262
3.999943256,0.9633043,-0.241,0.02686888,0.2406137,0.9636279,0.01679872,-0.03013232,-0.009806982,0.9927514
5.001165867,0.6461246,-0.7556928,0.01867746,0.7551844,0.6463801,0.02801714,-0.03342078,-0.004105967,0.9926863
5.999915600,0.09929365,-0.9913192,0.003523565,0.9907876,0.09935398,0.03246486,-0.03265513,0.0001586005,0.9927201
7.001137733,-0.4521578,-0.8897625,-0.01345435,0.8893512,-0.4523594,0.02705069,-0.0302114,0.000174907,0.9927974
7.999887466,-0.6031755,-0.7957028,-0.01897108,0.7955942,-0.6034417,0.01460309,-0.02308152,-0.006355735,0.9929677
9.001109600,-0.6033867,-0.7955692,-0.0178654,0.7956135,-0.6035611,0.006280307,-0.01577222,-0.01048102,0.9930755
9.999859333,-0.6027693,-0.7960449,-0.01739596,0.7961485,-0.602882,0.001591777,-0.01173575,-0.01293929,0.9931026
11.001081944,-0.602214,-0.7964677,-0.01716391,0.7966002,-0.602282,-0.001472656,-0.009137521,-0.01460391,0.9931064
11.999831676,-0.6610625,-0.7486629,-0.01463838,0.7487425,-0.6611347,0.0001174896,-0.009749417,-0.01091993,0.993148
13.001053810,-0.7548897,0.6534624,-0.03840883,-0.6532345,-0.7558028,-0.01999392,-0.04210725,0.01009826,0.992314
13.999804497,0.2859392,0.9537002,-0.004631764,-0.9531154,0.2855839,-0.03663515,-0.03371427,0.01506438,0.992571
15.001026154,0.5945964,0.7971984,0.01323011,-0.7969086,0.5947379,-0.02162687,-0.02523908,0.002397086,0.9929329
15.999776840,0.5861559,0.8034368,0.01458874,-0.8033683,0.586316,-0.01158652,-0.01797245,-0.00490609,0.9930815
