Time (s),Percentage (%),Time To Empty (minutes),Voltage (V),Current (mA),Is Charger Connected (Boolean)
48.899120331,100,15372286728.0913,4.164375,-0.3125,1
49.953989983,100,15372286728.0913,4.16375,-0.3125,1
50.832887650,100,15372286728.0913,4.16625,0.9375,1
51.887650967,100,15372286728.0913,4.165,0.9375,1
52.942570209,100,15372286728.0913,4.164375,-0.3125,1
53.997287273,100,15372286728.0913,4.165,-0.3125,1
54.876352787,100,15372286728.0913,4.165,0.9375,1
55.931064129,100,15372286728.0913,4.165625,-0.9375,1
56.985851765,100,15372286728.0913,4.16625,2.1875,1
57.864903450,100,15372286728.0913,4.164375,1.5625,1
58.919599533,100,15372286728.0913,4.164375,0,1
59.974391937,100,15372286728.0913,4.165625,-1.25,1
60.853473186,100,15372286728.0913,4.165,0.3125,1
61.908168793,100,15372286728.0913,4.16625,-0.9375,1
62.962944508,100,15372286728.0913,4.165,-0.625,1
63.841954708,100,15372286728.0913,4.165625,0.625,1
64.896728516,100,15372286728.0913,4.165,-1.25,1
65.951643944,100,15372286728.0913,4.165625,0.3125,1
66.830529213,100,15372286728.0913,4.165,0.9375,1
67.885309696,100,15372286728.0913,4.164375,-0.9375,1
68.940201759,100,15372286728.0913,4.164375,0.625,1
69.994912624,100,15372286728.0913,4.165,1.5625,1
70.873855114,100,15372286728.0913,4.165,-0.625,1
71.928777695,100,15372286728.0913,4.165,0.3125,1
72.983480453,100,15372286728.0913,4.165625,-0.3125,1
73.862513542,100,15372286728.0913,4.164375,0,1
74.917211533,100,15372286728.0913,4.165,-0.3125,1
75.972024918,100,15372286728.0913,4.16375,1.25,1
76.851095200,100,15372286728.0913,4.16625,-0.9375,1
77.905794144,100,15372286728.0913,4.165,1.5625,1
78.960590839,100,15372286728.0913,4.165625,0,1
79.839703083,100,15372286728.0913,4.165,-1.5625,1
80.894403934,100,15372286728.0913,4.165,0.625,1
81.949130058,100,15372286728.0913,4.16625,-0.625,1
82.828287602,100,15372286728.0913,4.165,0,1
83.882925987,100,15372286728.0913,4.165,0.625,1
84.937760353,100,15372286728.0913,4.165625,-0.9375,1
85.992603779,100,15372286728.0913,4.16625,0.3125,1
86.871493816,100,15372286728.0913,4.16375,0.9375,1
87.926382542,100,15372286728.0913,4.1675,-0.625,1
88.981101513,100,15372286728.0913,4.165625,0.625,1
89.860046387,100,15372286728.0913,4.165,-1.25,1
90.914983749,100,15372286728.0913,4.165625,0.625,1
91.969633579,100,15372286728.0913,4.1675,-0.625,1
92.848626137,100,15372286728.0913,4.165625,-0.625,1
93.903543949,100,15372286728.0913,4.165625,-0.3125,1
94.958196163,100,15372286728.0913,4.16375,-0.625,1
95.837350846,100,15372286728.0913,4.165,-0.625,1
96.892029762,100,15372286728.0913,4.164375,0.3125,1
97.946815968,100,15372286728.0913,4.165625,0,1
99.001679897,100,15372286728.0913,4.165625,-0.3125,1
99.880546570,100,15372286728.0913,4.16625,0.625,1
100.935377598,100,15372286728.0913,4.165,0.9375,1
101.990313053,100,15372286728.0913,4.16625,-1.25,1
102.869110584,100,15372286728.0913,4.164375,0.3125,1
103.923917770,100,15372286728.0913,4.165625,-0.625,1
104.978837013,100,15372286728.0913,4.164375,0.3125,1
105.857728958,100,15372286728.0913,4.164375,-0.3125,1
106.912593365,100,15372286728.0913,4.165625,1.5625,1
107.967270851,100,15372286728.0913,4.165,-0.625,1
108.846287250,100,15372286728.0913,4.165,-0.9375,1
109.901160717,100,15372286728.0913,4.165625,-0.3125,1
110.955850124,100,15372286728.0913,4.165625,0,1
111.834829807,100,15372286728.0913,4.16625,-0.9375,1
112.889699459,100,15372286728.0913,4.166875,0.625,1
113.944393158,100,15372286728.0913,4.164375,0.625,1
114.999172688,100,15372286728.0913,4.1625,-0.3125,1
115.878177166,100,15372286728.0913,4.16375,1.25,1
116.932961941,100,15372286728.0913,4.164375,0.3125,1
117.987867355,100,15372286728.0913,4.164375,0.9375,1
118.866758823,100,15372286728.0913,4.165625,-1.875,1
119.921544552,100,15372286728.0913,4.164375,-0.3125,1
120.976445198,100,15372286728.0913,4.165625,0.3125,1
121.855316162,100,15372286728.0913,4.164375,0.9375,1
122.910146713,100,15372286728.0913,4.16375,0.625,1
123.965010166,100,15372286728.0913,4.165,0,1
124.843906879,100,15372286728.0913,4.16375,-0.3125,1
125.898766041,100,15372286728.0913,4.165625,0.625,1
126.953576088,100,15372286728.0913,4.165625,-0.625,1
127.832441330,100,15372286728.0913,4.163125,0.625,1
128.887358189,100,15372286728.0913,4.165625,-0.625,1
129.942022800,100,15372286728.0913,4.165,-0.3125,1
130.996858120,100,15372286728.0913,4.16375,0.625,1
131.875943184,100,15372286728.0913,4.165625,0,1
132.930607319,100,15372286728.0913,4.165625,-0.625,1
133.985410690,100,15372286728.0913,4.165625,0.625,1
134.864534855,100,15372286728.0913,4.165625,-0.625,1
135.919150352,100,15372286728.0913,4.165625,-0.3125,1
136.973940372,100,15372286728.0913,4.16625,-0.625,1
137.852952957,100,15372286728.0913,4.165625,-0.625,1
138.907741070,100,15372286728.0913,4.16375,0.625,1
139.962633610,100,15372286728.0913,4.165625,0.9375,1
140.841530800,100,15372286728.0913,4.165,0.9375,1
141.896292686,100,15372286728.0913,4.16625,-0.625,1
142.951198101,100,15372286728.0913,4.164375,0,1
143.830131531,100,15372286728.0913,4.164375,0.3125,1
144.884870052,100,15372286728.0913,4.164375,0.3125,1
145.939770222,100,15372286728.0913,4.165,-0.3125,1
146.994473934,100,15372286728.0913,4.165625,0,1
147.873536110,100,15372286728.0913,4.165625,0.625,1
148.928230762,100,15372286728.0913,4.164375,0,1
149.983016491,100,15372286728.0913,4.164375,-0.625,1
150.862107277,100,15372286728.0913,4.165,0.625,1
151.916799068,100,15372286728.0913,4.166875,-0.3125,1
152.971612930,100,15372286728.0913,4.165625,-0.3125,1
153.850668430,100,15372286728.0913,4.165,-0.3125,1
154.905362129,100,15372286728.0913,4.16625,-0.9375,1
155.960187435,100,15372286728.0913,4.165625,-1.25,1
156.839330673,100,15372286728.0913,4.165625,0,1
157.893971920,100,15372286728.0913,4.165625,0.3125,1
158.948812008,100,15372286728.0913,4.165,0,1
159.827740669,100,15372286728.0913,4.166875,-0.625,1
