Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.000000000,-0.1305538,-0.0196334,-0.001115371,-0.01015241,-0.02412505,0.9908783,-12.29762,0.2942753,-12.15614,1008.008
1.001222134,-0.00716831,-0.08086609,-0.0008593537,-0.00774755,-0.02069558,0.9899797,-12.29167,-0.07373142,-13.03822,1008.023
1.999971867,2.586926,-0.3190051,3.137627,0.008167338,0.008931046,1.014369,-11.92894,0.2981091,-13.04278,1008.019
3.001194000,-0.7518148,0.391829,34.96945,-0.006373919,-0.01485256,0.9872245,-12.85066,7.552567,-12.65665,1008.014
3.999943256,-0.3190151,0.5695375,35.09141,-0.0191947,-0.00979778,0.999329,-7.927244,16.38916,-13.57191,1008.02
5.001165867,-0.3808436,0.6287736,35.39631,-0.01384213,-0.009644778,0.9868891,0.8530865,19.71436,-14.07783,1008.02
5.999915600,-0.071701,0.4510652,35.64023,-0.01970628,-0.009784415,0.9955117,10.05454,18.67208,-13.66414,1008.011
7.001137733,-1.679243,0.6287736,28.81042,-0.01187842,-0.03726254,0.9992196,17.58326,12.57165,-13.26489,1008.01
7.999887466,-0.6899862,0.2141205,0.5154657,-0.002040465,-0.005640813,0.9959825,19.08335,9.627916,-12.80403,1008.012
9.001109600,0.1137846,-0.02282422,-0.09433927,-0.006315565,-0.01634308,0.9943572,19.07422,9.997087,-12.80705,1008.012
9.999859333,0.1756131,0.09564811,-0.03335877,-0.006273413,-0.01971831,0.9923794,19.82707,9.633253,-12.8071,1008.018
11.001081944,0.2374416,-0.1412966,-0.09433927,-0.003814519,-0.01920145,0.9933323,18.71445,9.624166,-11.9806,1008.012
11.999831676,-5.388955,0.3325928,41.00652,-0.01900235,0.007183453,0.99155,19.09408,9.258163,-12.35845,1008.014
13.001053810,-3.03947,1.695025,99.48681,-0.06757019,-0.008981801,0.9781019,8.857232,-7.984239,-12.61625,1008.02
13.999804497,-0.2571866,0.8064821,29.1763,-0.004916153,-0.01528423,0.9819556,-9.261595,-4.790532,-13.01144,1008.025
15.001026154,-0.071701,0.03641195,3.869393,-0.01068133,-0.05222282,0.9955713,-11.91981,-0.07106304,-13.03976,1008.02
15.999776840,-0.195358,-0.1412966,0.02762173,-0.005842554,-0.01631434,0.9905353,-12.28849,-0.07489681,-12.15311,1008.016
17.000998974,-0.009872476,-0.1412966,0.08860223,-0.01370205,-0.01740735,0.9910308,-12.29008,-0.07431412,-12.59566,1008.014
17.999748707,0.1756131,-0.02282422,0.08860223,-0.007323923,-0.01728371,0.986703,-11.91822,-0.07164574,-12.5972,1008.007
19.000971317,-0.009872476,0.09564811,0.2105632,-0.005798998,-0.01683749,0.9976875,-12.28849,-0.07489681,-12.15311,1007.998
19.999721050,-3.03947,1.45808,99.85269,-0.0732392,-0.006886899,0.9337621,-11.48354,12.36306,-13.14468,1008.007
21.000943661,-5.14164,0.8064821,53.50752,-0.03847198,-0.07388248,0.9842955,11.92295,18.31625,-13.6688,1008.009
21.999693871,0.2374416,0.1548843,14.29706,-0.004818393,-0.01919577,0.9895173,17.61225,11.46355,-12.81326,1008.011
23.000916481,-0.5045006,0.09564811,0.2715437,-0.001372837,-0.0177146,0.9938272,19.43695,10.36893,-12.81162,1008.011
23.999666214,0.2992702,-0.1412966,-0.03335877,-0.003344088,-0.01869429,0.9904749,18.32297,10.36034,-12.36445,1008.009
25.000888824,-0.1335295,0.03641195,-0.03335877,-0.004826128,-0.01776053,0.9924113,18.3321,9.991169,-12.36142,1008.021
25.999638557,0.1756131,-0.2005327,0.1495827,-0.00636237,-0.01343837,0.9939381,18.69324,10.36359,-12.80854,1008.01
27.000860691,-0.6899862,1.161899,75.7654,-0.002213207,0.02172667,0.9468678,18.7389,8.517733,-12.79342,1007.994
27.999610424,-0.5045006,1.635789,95.1572,-0.03224056,-0.0245421,1.003875,6.354328,-9.479743,-12.15109,1008
29.000832558,-0.3808436,0.3325928,27.83473,-0.006044405,-0.00420391,0.9874359,-9.269138,-4.421943,-12.57191,1008.004
29.999583244,0.1756131,0.1548843,-1.37493,-0.003434952,-0.01383907,0.9872298,-12.27023,-0.8132401,-12.14706,1008.002
31.000804901,0.3610987,-0.1412966,-0.1553198,-0.007243372,-0.02022527,0.9938067,-12.27023,-0.8132401,-12.14706,1008.003
31.999555111,-0.3808436,-0.1412966,0.08860223,-0.008805793,-0.01682573,0.9871973,-11.52056,-1.17591,-13.03222,1008.006
33.000776768,-0.2571866,-0.02282422,-0.09433927,-0.004781397,-0.02161418,0.9894686,-11.89083,-1.179161,-12.58813,1008.022
33.999526501,-0.071701,-0.3782413,5.089003,-0.002069922,0.02537504,0.9870528,-11.89083,-1.179161,-12.58813,1008.016
