Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.000000000,-0.01971514,-0.1250606,-0.1342106,-0.006744349,-0.01879812,0.9995632,-13.1361,6.443911,-13.46818,1008.263
0.998661518,-0.1427973,0.05101927,-0.01174306,-0.00135546,-0.01916038,0.9928432,-13.50177,6.073153,-14.2855,1008.26
1.999794006,0.04225578,-0.1869141,-0.1942201,-0.00734853,-0.01583004,0.9862547,-12.76583,6.447161,-13.91227,1008.261
2.998455048,1.958961,0.1674649,5.028975,-0.006127639,0.006350203,1.003406,-12.77792,6.817415,-14.73718,1008.254
3.999588966,-0.5760084,0.6413543,34.60452,-0.005251158,-0.02402448,0.9865575,-10.70652,13.35488,-14.3573,1008.264
5.000722408,-0.1432088,0.522882,31.73843,-0.01066757,-0.02077856,0.9966782,-2.050499,19.26325,-14.44159,1008.251
5.999383450,-0.761494,-0.1879521,9.602512,-0.007593574,-0.03370494,0.9806454,4.137982,19.6769,-14.47025,1008.248
7.000517368,0.1659338,-0.1287159,0.08955453,-0.009244387,-0.01879445,0.9919354,4.869613,20.05249,-15.29823,1008.249
7.999179363,0.1659338,0.1082288,0.08955453,-0.001919502,-0.01385811,0.9948623,4.881696,19.68224,-14.47332,1008.255
9.000313282,-0.08138029,-0.01024356,-0.03240647,-0.00432178,-0.017766,0.9947962,4.499345,20.04924,-14.85414,1008.243
9.998976231,-0.08138029,0.1082288,0.08955453,-0.002426091,-0.0143258,0.9905577,4.128851,20.04607,-14.47327,1008.242
11.000109673,-2.925492,1.707605,81.80342,-0.03000914,-0.007606431,1.009933,11.94581,17.2104,-14.92417,1008.245
11.998772621,-1.194294,0.1082288,28.87235,0.01097135,-0.019465,0.9951621,19.50705,7.416637,-13.6093,1008.236
12.999907017,1.835304,0.2267011,-3.874178,-0.006002252,-0.007579144,0.9854581,19.96253,4.157207,-12.76223,1008.244
13.998569489,-0.1432088,-0.01024356,0.08955453,-0.0004252433,-0.01528082,0.9938711,19.95355,4.465349,-13.14408,1008.251
14.999704361,0.04227675,-0.1287159,0.02857403,-0.001786319,-0.02256436,0.9946873,19.95492,4.464849,-12.76475,1008.25
15.998367310,0.2277623,-0.01024356,0.02857403,0.001561142,-0.01622006,0.9943197,19.95492,4.464849,-12.76475,1008.258
16.999502659,1.835304,0.4044096,3.19956,0.01449367,0.01244044,1.010109,19.96253,4.157207,-12.76223,1008.256
17.998165131,0.04227675,0.9375352,42.83688,-0.02259158,-0.04897422,0.9871012,12.54704,-6.849539,-13.02003,1008.235
18.999300480,-0.3286944,-0.01024356,16.00546,-0.008907809,-0.007677912,0.9950215,5.225086,-9.116912,-13.41394,1008.242
20.000435829,-0.01955177,-0.06947973,-0.4592699,-0.00239857,-0.01720945,0.9871571,3.43691,-9.498981,-13.40348,1008.238
20.999099255,-0.08138029,-0.2471883,-0.03240647,0.001113745,-0.02055718,0.9899374,4.180624,-9.493645,-13.40656,1008.235
22.000235081,-0.2050373,-0.2471883,-0.09338697,-0.008186478,-0.02171274,0.997602,4.197367,-10.17046,-13.40101,1008.234
22.998898029,-0.1432088,0.1082288,-0.03240647,-0.01021418,-0.01977719,0.9919207,3.8179,-9.865484,-13.40199,1008.221
24.000034332,-4.594863,0.9967714,75.70537,-0.04029376,0.006511277,0.9658577,0.4424305,-8.781487,-13.77656,1008.237
24.998698235,-0.4523514,0.6413543,29.42118,-0.003193528,-0.02884631,0.9893158,-12.24916,0.6045275,-13.80268,1008.233
25.999833107,-0.3905229,0.1082288,5.150936,-0.007674796,-0.02886024,0.9793101,-13.87068,6.069402,-13.46207,1008.24
26.998497009,0.04227675,0.04899261,0.08955453,-0.005267298,-0.01925084,0.998114,-13.8645,5.701313,-14.28094,1008.244
27.999633789,-0.01955177,0.04899261,0.02857403,-0.004461021,-0.01238235,0.983444,-13.11784,5.705567,-13.46213,1008.241
28.998297691,-0.01955177,0.04899261,-0.09338697,-0.00239117,-0.01769313,0.9871473,-13.1192,5.706067,-13.84146,1008.242
