Time (s),XX,XY,XZ,YX,YY,YZ,ZX,ZY,ZZ
0.000000000,0.886138,0.4492972,0.0130379,-0.4494595,0.8860267,0.01490445,-0.004915947,-0.01918236,0.9930585
0.998661518,0.886106,0.4493532,0.01328593,-0.4495196,0.8859985,0.01477564,-0.00519415,-0.01917957,0.9930572
1.999794006,0.8860722,0.4494194,0.01330448,-0.4495852,0.8859681,0.01459704,-0.005289862,-0.01902893,0.9930595
3.000927448,0.8883157,0.4449658,0.01283813,-0.4451178,0.8882295,0.01354191,-0.005439151,-0.01784983,0.9930808
3.999588966,0.9903504,-0.07354411,0.01931168,0.07318024,0.9903859,0.01885881,-0.02064773,-0.01738583,0.9928896
5.000722408,0.7751331,-0.622052,0.01572857,0.6215033,0.7751838,0.02916683,-0.03049169,-0.01297493,0.9927043
5.999383450,0.4630902,-0.8807226,0.002726005,0.8802191,0.4629238,0.03239396,-0.02990205,-0.01275409,0.9927253
7.000517368,0.462309,-0.8811312,-0.003983082,0.8809162,0.4620843,0.02457693,-0.01986855,-0.01500437,0.9929447
7.999179363,0.4629084,-0.8807875,-0.007909033,0.880717,0.4626948,0.01964107,-0.01365953,-0.01617843,0.9930305
9.000313282,0.4633957,-0.8805067,-0.0101196,0.8805076,0.4632039,0.0167256,-0.01003929,-0.01677393,0.9930637
9.998976231,0.4638234,-0.8802611,-0.01165946,0.8803052,0.4636503,0.01483648,-0.00764051,-0.0172536,0.9930771
11.000109673,-0.07930396,-0.9936641,-0.01152776,0.9934584,-0.07954876,0.02245527,-0.02326962,-0.009780267,0.9929358
11.998772621,-0.7774456,-0.6269807,-0.03118504,0.6268427,-0.7780347,0.01526951,-0.0338457,-0.00775455,0.9926503
12.999907017,-0.8871879,-0.4596959,-0.02857463,0.4598478,-0.8875695,0.001442855,-0.02601662,-0.01190491,0.9928448
13.998569489,-0.8851104,-0.4640465,-0.02157244,0.4642385,-0.8852612,-0.004603119,-0.01694558,-0.01412113,0.9930112
14.999704361,-0.8850304,-0.464366,-0.01760473,0.4645533,-0.8850675,-0.008399974,-0.01166067,-0.01563697,0.9930645
15.998367310,-0.8848845,-0.4647234,-0.01533382,0.4648992,-0.8848577,-0.01091459,-0.008472847,-0.01680671,0.993078
16.999502659,-0.8860556,-0.4625543,-0.0134332,0.462704,-0.8860022,-0.01167506,-0.006478036,-0.01657688,0.9930963
18.000637531,-0.8598209,0.509169,-0.02257256,-0.5085959,-0.8600419,-0.02672518,-0.03305633,-0.01144704,0.9926412
18.999300480,-0.5320434,0.8448035,-0.008972577,-0.8442493,-0.5320364,-0.03199997,-0.03188469,-0.009373976,0.9927008
20.000435829,-0.4942006,0.8673823,0.001540543,-0.8671116,-0.4940016,-0.02583243,-0.02172402,-0.01406254,0.9929196
20.999099255,-0.4947903,0.8670243,0.006645234,-0.8669244,-0.494575,-0.02070881,-0.01474059,-0.01599153,0.9930183
22.000235081,-0.4951128,0.8668112,0.00982699,-0.8668039,-0.4949093,-0.01758708,-0.01044959,-0.01722444,0.9930519
22.998898029,-0.4953074,0.8666769,0.01173806,-0.8667205,-0.4951193,-0.01572002,-0.007878595,-0.01796744,0.9930621
24.000034332,-0.2491216,0.965829,0.006953682,-0.9657433,-0.2489784,-0.01686299,-0.01462823,-0.01089629,0.9930886
24.998698235,0.67845,0.7262626,0.03045509,-0.7260458,0.6790748,-0.01975336,-0.03524899,-0.008672753,0.992594
25.999833107,0.8649881,0.4880867,0.03143842,-0.4881784,0.8654896,-0.005252562,-0.02998045,-0.01082294,0.9927455
26.998497009,0.8619528,0.493856,0.0241909,-0.4940493,0.8621774,0.002328212,-0.01985559,-0.01401342,0.9929588
27.999633789,0.8620477,0.4938777,0.01998103,-0.4940835,0.8621345,0.006765969,-0.01399937,-0.01578092,0.9930319
28.998297691,0.8618318,0.4943472,0.01758883,-0.4945473,0.861844,0.009503277,-0.01055582,-0.01697804,0.9930547
29.999433517,0.8616092,0.4947921,0.0159419,-0.4949784,0.8615791,0.01103975,-0.008354767,-0.01749909,0.9930665
31.000569344,0.9457518,-0.3028271,0.02694083,0.3024006,0.9460846,0.01876566,-0.03136769,-0.009696715,0.9927144
31.999234200,0.5986747,-0.7941115,0.01387768,0.7935132,0.5987785,0.03189813,-0.03380112,-0.008219779,0.9926479
33.000370026,0.5120538,-0.8529941,0.00203407,0.8526591,0.5119154,0.02679806,-0.02398761,-0.01211892,0.9928932
33.999034882,0.5125682,-0.8526772,-0.003653935,0.8525276,0.5123861,0.02135867,-0.01638275,-0.01418272,0.9930195
35.000171185,0.5129873,-0.852401,-0.007251131,0.8523532,0.5128058,0.0179258,-0.01157613,-0.01548891,0.993068
35.998835087,0.513329,-0.852173,-0.009355123,0.8521813,0.5131618,0.0156931,-0.008569897,-0.01613532,0.9930878
36.999971867,0.4550309,-0.8849307,-0.005534759,0.8849082,0.4549422,0.01231853,-0.008392689,-0.01058029,0.9931637
37.998636246,-0.5763474,-0.8150247,-0.02647659,0.8147623,-0.5768923,0.02244856,-0.03359427,-0.008739134,0.9926506
38.999773026,-0.8452218,-0.5325303,-0.03110812,0.5325967,-0.8457265,0.006842786,-0.02994905,-0.01084406,0.9927462
39.998437405,-0.8382496,-0.5437732,-0.02361142,0.5439402,-0.8384743,-0.0007288875,-0.01938697,-0.01349725,0.9929752
40.999574184,-0.8383126,-0.5438501,-0.01919929,0.5440335,-0.8383948,-0.005644428,-0.01300597,-0.0152091,0.9930544
41.998238564,-0.8381706,-0.5441548,-0.01655559,0.5443307,-0.8381743,-0.008744556,-0.009092914,-0.01636685,0.9930797
42.999375343,-0.8379567,-0.5445244,-0.01512721,0.5446906,-0.8379189,-0.01052614,-0.006915941,-0.01708221,0.9930848
44.000512600,-0.9701678,0.2405681,-0.02646202,-0.2401614,-0.9704706,-0.01760991,-0.02992869,-0.01070613,0.9927485
44.999176979,-0.6552124,0.7537684,-0.01429729,-0.753179,-0.6552971,-0.03134167,-0.03305659,-0.009694039,0.99266
46.000313759,-0.5850989,0.8092297,-0.002865002,-0.8088982,-0.584955,-0.02668495,-0.0233392,-0.01325053,0.9928939
46.998978138,-0.58575,0.8087587,0.003503154,-0.8086138,-0.585551,-0.02187054,-0.01570148,-0.0156223,0.9930091
48.000115395,-0.5859597,0.8085814,0.007398991,-0.8085409,-0.5857582,-0.01883996,-0.01096154,-0.01701569,0.9930497
48.998780251,-0.58619,0.808392,0.009621779,-0.8084081,-0.5859993,-0.01699691,-0.008161783,-0.01774426,0.9930639
49.999916553,-0.3432291,0.9368783,0.004817293,-0.9367787,-0.3431048,-0.01715102,-0.01448066,-0.01037662,0.9930961
50.998581886,0.5913543,0.7992405,0.02796004,-0.798959,0.5919471,-0.02293352,-0.0350929,-0.008729191,0.9925991
51.999718666,0.7986011,0.5909116,0.03047378,-0.5909703,0.7990962,-0.008054855,-0.02931281,-0.0115884,0.9927567
52.998383522,0.7914554,0.6007814,0.02403879,-0.6009506,0.791691,-0.0002941634,-0.01935435,-0.0142604,0.9929657
53.999520302,0.7914234,0.6009551,0.02047619,-0.6011537,0.7915224,0.004802283,-0.01343577,-0.01618074,0.9930333
54.998184681,0.7911774,0.6013486,0.0183815,-0.6015454,0.7912045,0.007624084,-0.01005469,-0.01717293,0.9930569
55.999321938,0.7908815,0.6017807,0.01698548,-0.6019689,0.7908648,0.009391394,-0.007865464,-0.01774371,0.9930668
56.997987270,0.9765247,-0.1795401,0.02887718,0.1791596,0.9769011,0.01525046,-0.03115065,-0.009803313,0.9927202
57.999124050,0.6862528,-0.7192885,0.01755794,0.7187013,0.6864271,0.03020444,-0.03395165,-0.008238606,0.9926431
59.000261307,0.6008362,-0.7925729,0.005149409,0.7922196,0.6007392,0.02652553,-0.0242159,-0.01198792,0.9928887
59.998926640,0.6014909,-0.7920892,-0.001368759,0.7919201,0.6013243,0.02170726,-0.01642179,-0.01426197,0.9930179
61.000062943,0.6017613,-0.7918655,-0.005398804,0.7918001,0.6015844,0.01861806,-0.01151579,-0.01559377,0.9930668
61.998728275,0.602027,-0.791642,-0.007864181,0.7916353,0.6018558,0.0167207,-0.008505866,-0.01640357,0.9930844
62.999865532,0.5509818,-0.8282145,-0.004309064,0.8281835,0.5508937,0.01294457,-0.008360711,-0.01078093,0.9931617
