Time (s),X (g),Y (g),Z (g)
0.000000000,-0.001362771,0.001259189,0.006461121
1.001132488,0.005653133,0.001921337,-0.005924862
1.999794006,-0.0004770171,0.003660337,-0.006807517
3.000927448,-0.008629528,0.01481831,0.0322294
3.999588966,0.01561395,-0.005567517,-0.006489562
5.000722408,0.0202831,0.006387424,0.003441748
5.999383450,0.0287498,0.009546385,-0.01239194
7.000517368,0.008255225,0.007582857,-0.001156324
7.999179363,0.003376364,0.01144922,0.001621101
9.000313282,0.003505461,0.00460376,0.001679752
9.998976231,-0.0001292912,0.005910381,-0.002592284
11.000109673,-0.001821537,-0.006486672,0.01701313
11.998772621,-0.02757893,0.03724273,0.001067342
12.999907017,-0.01953396,0.005353487,-0.007906094
14.001041412,-0.0103168,0.007327757,-0.001222573
14.999704361,-0.005550831,0.01070473,0.001604723
16.000839710,-0.004348901,0.004935245,0.002130798
16.999502659,-0.03223272,-0.01620434,0.01627833
18.000637531,-0.03120585,0.02497296,0.01816744
18.999300480,-0.01081268,-0.02037485,0.001555199
20.000435829,-0.0122891,-0.01505388,-0.00609723
20.999099255,-0.01182358,-0.01142265,-0.003220026
22.000235081,-0.004966289,0.0001796072,0.004572145
22.998898029,-0.0004250336,0.002938281,-0.001082592
24.000034332,0.02301721,0.0209114,-0.02685689
24.998698235,0.00699689,-0.03690833,-0.00420888
25.999833107,0.01006797,-0.02642967,-0.01381147
26.998497009,0.0101126,-0.01171092,0.004902642
27.999633789,0.009709415,-0.001847587,-0.009708238
29.000769615,0.001325228,-0.002269438,0.0003140843
29.999433517,0.00334521,-0.002212542,0.0002662041
31.000569344,0.02048524,-0.06588362,0.0007294657
31.999234200,0.02323298,0.01492223,-0.01241417
33.000370026,0.01628837,0.01247105,-0.0008856552
33.999034882,0.01599505,0.01243695,-0.0004492546
35.000171185,0.006084505,0.001989187,0.003121681
35.998835087,-0.001545155,0.0004559557,-0.0119915
36.999971867,-0.03346004,0.02445496,-0.02115904
37.998636246,0.008276192,0.03336646,-0.003920969
38.999773026,0.008474978,0.06283465,-0.001986877
39.998437405,-0.01142815,0.009040949,-0.0002910045
40.999574184,-0.005729516,0.003349447,-0.001613689
42.000710487,-0.005296432,0.0004854939,0.0002764431
42.999375343,-0.006719182,0.003366052,-0.001206175
44.000512600,0.007435976,0.04873544,-0.00836508
