Time (s),Roll (deg),Pitch (deg),Yaw (deg)
0.000000000,-1.106613,0.2816642,-26.89465
0.998661518,-1.106454,0.2976042,-26.89858
1.999794006,-1.097763,0.3030882,-26.90283
3.000927448,-1.029735,0.3116419,-26.61456
3.999588966,-1.003165,1.183112,4.226092
5.000722408,-0.7488298,1.747316,38.72271
5.999383450,-0.73607,1.713517,62.25078
7.000517368,-0.8657299,1.138459,62.30929
7.999179363,-0.9333789,0.7826577,62.27339
9.000313282,-0.9676961,0.5752187,62.24295
9.998976231,-0.9953499,0.4377733,62.21572
11.000109673,-0.5643365,1.333371,94.56402
11.998772621,-0.4475836,1.939586,141.1213
12.999907017,-0.6869838,1.490811,152.6013
13.998569489,-0.8147203,0.9709569,152.3231
14.999704361,-0.9021153,0.6681224,152.305
16.000839710,-0.9694803,0.484569,152.2836
16.999502659,-0.956299,0.3711667,152.4261
18.000637531,-0.6606998,1.894333,-149.3951
18.999300480,-0.5410223,1.827168,-122.219
20.000435829,-0.8114154,1.244792,-119.6805
20.999099255,-0.9226091,0.8446042,-119.7152
22.000235081,-0.9936928,0.5987281,-119.7347
22.998898029,-1.036538,0.4514149,-119.7468
24.000034332,-0.6286309,0.8381659,-104.4646
24.998698235,-0.500607,2.020037,-46.9409
25.999833107,-0.6246156,1.718011,-29.43933
26.998497009,-0.8085495,1.137716,-29.82022
27.999633789,-0.9104484,0.802131,-29.81922
29.000769615,-0.979624,0.6044756,-29.84899
29.999433517,-1.009519,0.4786985,-29.87656
31.000569344,-0.5596405,1.797531,17.73148
31.999234200,-0.474436,1.93703,52.96687
33.000370026,-0.6992981,1.374521,59.0136
33.999034882,-0.8182665,0.9387046,58.98429
35.000171185,-0.8935716,0.6632785,58.95844
35.998835087,-0.9308385,0.4910249,58.93646
36.999971867,-0.6103556,0.4808713,62.7872
37.998636246,-0.5044097,1.925172,125.2749
38.999773026,-0.6258337,1.716211,147.7839
39.998437405,-0.7787583,1.110861,147.0204
40.999574184,-0.8774438,0.7452083,147.0179
41.998238564,-0.9442007,0.5209928,146.9992
42.999375343,-0.9854568,0.3962574,146.9752
44.000512600,-0.6178726,1.715044,-166.0961
44.999176979,-0.5595167,1.894348,-131.021
46.000313759,-0.7645878,1.337359,-125.8793
46.998978138,-0.901319,0.8996657,-125.9191
48.000115395,-0.9816548,0.6280624,-125.9313
48.998780251,-1.023663,0.4676409,-125.9465
49.999916553,-0.5986482,0.8297099,-110.1225
50.998581886,-0.503862,2.011088,-53.49278
51.999718666,-0.6687804,1.679741,-36.50169
52.998383522,-0.8227925,1.108992,-37.20933
53.999520302,-0.9335098,0.7698362,-37.21978
54.998184681,-0.9907171,0.5761009,-37.24633
55.999321938,-1.023629,0.4506625,-37.27609
57.000459194,-0.5677701,1.787571,10.57645
57.999124050,-0.4755249,1.94566,46.32305
59.000261307,-0.6917433,1.387605,52.82254
59.998926640,-0.8228397,0.9409413,52.78206
61.000062943,-0.8996212,0.6598207,52.76548
61.998728275,-0.9463145,0.4873561,52.74754
62.999865532,-0.6219306,0.479039,56.36459
63.998530865,-0.5258054,1.951868,119.0215
64.999668121,-0.5334246,1.725287,140.9888
65.998333931,-0.7785913,1.133007,140.586
66.999471188,-0.8975631,0.7677148,140.592
67.998136520,-0.9661642,0.5388654,140.5805
68.999274254,-1.000207,0.4108486,140.5707
69.997939587,-0.6274125,1.735488,-172.3148
70.999077797,-0.5472004,1.922253,-136.6814
72.000214577,-0.7442019,1.350061,-131.3563
72.998880863,-0.8885775,0.9104639,-131.4158
74.000018597,-0.9752854,0.6360672,-131.4299
74.998684406,-1.020623,0.464123,-131.4491
75.999822617,-0.6886681,0.4566365,-127.786
76.998488426,-0.5493584,1.996907,-64.88087
77.999626160,-0.5867258,1.796517,-42.4321
78.998292446,-0.8100923,1.186478,-43.0665
79.999430180,-0.9208711,0.8209609,-43.07067
80.998096943,-0.9973004,0.5988888,-43.09033
81.999234676,-1.039996,0.4589421,-43.11448
82.997901440,-0.6208873,1.388326,-11.06789
83.999039650,-0.3992187,2.015388,36.58937
84.997706413,-0.6479068,1.55016,47.04129
85.998844147,-0.7961023,1.035499,46.9627
86.999982834,-0.88394,0.7270783,46.94071
87.998650074,-0.9368873,0.5429236,46.91869
88.999788761,-0.9394317,0.4223644,47.00375
89.998455524,-0.5373493,1.878477,105.9317
90.999593735,-0.468927,1.815201,133.5858
91.998260975,-0.7396288,1.218137,135.9577
92.999399662,-0.8634713,0.8181266,135.8986
93.998066902,-0.9389312,0.5710477,135.8842
94.999205589,-0.984092,0.4315924,135.8688
95.997872829,-0.5482975,0.7647802,150.3078
96.999011993,-0.5131109,1.968403,-151.6126
97.997679234,-0.6934073,1.615422,-135.7067
98.998818398,-0.8383533,1.045854,-135.9503
99.999957561,-0.9497252,0.7100977,-135.9632
100.998625755,-1.012486,0.5038063,-135.9745
101.999764919,-1.036176,0.3876036,-136.0051
102.998433113,-0.6584042,1.752586,-89.31316
103.999572277,-0.5255514,1.952311,-53.79628
104.998239994,-0.7486793,1.419814,-46.66744
105.999380112,-0.8778468,0.9668549,-46.74444
106.998047829,-0.9562147,0.6972585,-46.76627
107.999187946,-1.011083,0.5201859,-46.78496
108.997855663,-0.6852366,0.5208026,-43.66309
109.998995781,-0.5117421,2.043485,20.00799
110.997664452,-0.4835252,1.792274,42.4199
111.998804092,-0.7244337,1.212983,43.39293
112.997472286,-0.837189,0.8316029,43.38389
113.998612404,-0.9099932,0.6032603,43.35887
114.999752998,-0.9542094,0.4655307,43.33556
115.998421669,-0.5367336,1.31443,74.462
116.999561787,-0.4110231,1.946325,121.7587
117.998230457,-0.6696271,1.436783,131.0564
118.999371052,-0.8069752,0.9593514,131.046
119.998040199,-0.8911582,0.6675519,131.0179
120.999180794,-0.9616821,0.4915277,131.0004
121.997849464,-0.6718951,0.4569666,134.656
122.998990059,-0.5296583,1.93129,-162.7507
123.997659206,-0.5716047,1.737294,-139.9957
124.998799801,-0.7776474,1.138035,-139.9433
125.997468948,-0.9043007,0.7744228,-139.9357
126.998609543,-0.9803317,0.5587151,-139.9509
127.997278690,-1.018915,0.419578,-139.9625
128.998420238,-0.6226749,1.322488,-108.5981
129.999561310,-0.4684485,1.981178,-61.80199
130.998230457,-0.6989149,1.522954,-51.15937
131.999372005,-0.8618595,1.033133,-51.17097
132.998041153,-0.9455026,0.7354765,-51.20508
133.999182224,-0.9966842,0.5607331,-51.22092
134.997851372,-1.019822,0.4488532,-51.23671
135.998993397,-1.044183,0.3636552,-51.25969
136.997662544,-1.054193,0.3337969,-51.28135
137.998804092,-1.056976,0.3001788,-51.30106
138.997473717,-1.057486,0.297979,-51.31736
139.998615742,-1.060876,0.2859017,-51.33396
140.997284889,-1.059438,0.2851674,-51.33422
141.998426914,-1.076116,0.2889127,-51.34387
142.997097015,-1.080048,0.2928655,-51.36048
143.998239040,-1.066241,0.2938264,-51.36625
144.999380589,-1.078985,0.2881356,-51.37706
145.998050690,-1.079219,0.2856728,-51.37908
146.999192715,-1.08082,0.2848499,-51.38125
147.997862339,-1.076189,0.282979,-51.37804
148.999004364,-1.074286,0.274607,-51.38095
