Time (s),Roll (deg),Pitch (deg),Yaw (deg)
0.000000000,-2.207277,5.391017,-134.729
1.001219749,-2.204725,5.35511,-134.922
1.999967575,-2.216952,5.475398,-134.4433
3.001187801,-2.410735,5.436659,-134.1647
3.999935627,-2.674976,5.716569,-108.3783
5.001155376,-1.929923,6.121163,-71.86192
5.999903202,-1.73073,6.156214,-47.65802
7.001123428,-1.767773,4.577167,-46.46897
7.999871254,-1.838368,4.445342,-46.46082
9.001091957,-1.930683,4.182748,-46.48757
9.999839783,-1.976448,4.024052,-46.46268
11.001059532,-2.456922,4.373085,-28.62823
11.999807358,-2.034549,4.974285,12.70034
13.001028061,-1.612413,4.92191,38.52969
13.999775887,-1.684405,4.45778,41.70411
15.000996590,-1.864326,4.160205,41.74421
15.999745369,-1.965323,3.965192,41.7474
17.000965595,-2.009137,3.846242,41.74324
17.999714375,-2.439851,4.001807,51.76101
19.000935555,-2.256927,4.826211,93.00054
19.999684334,-1.650424,4.980205,125.046
21.000905514,-1.691864,4.564791,130.9282
21.999654770,-1.889611,4.235156,131.026
23.000876427,-1.982368,4.011586,131.0099
23.999625683,-2.042923,3.892343,130.9902
25.000847816,-2.45712,3.865877,134.4802
25.999597549,-2.344593,4.748095,173.6032
27.000819683,-1.670875,5.079334,-150.2029
27.999569416,-1.616427,4.709648,-140.7814
29.000792027,-1.80733,4.311184,-141.3833
29.999542236,-1.91583,4.080713,-141.4339
31.000764847,-2.003683,3.949257,-141.4688
31.999515057,-2.177646,3.859001,-141.1924
33.000737667,-2.361644,4.636853,-106.4642
33.999488354,-1.771598,5.044633,-66.47884
35.000710964,-1.466996,4.821934,-50.53047
35.999461651,-1.721354,4.370121,-51.35702
37.000684738,-1.841126,4.095056,-51.46141
37.999435425,-1.933572,3.955582,-51.45393
39.000658512,-1.98144,3.83037,-51.43386
39.999410152,-2.39506,4.421324,-24.74302
41.000633240,-1.945021,4.92872,16.39026
41.999384403,-1.619169,4.760394,37.10388
43.000607491,-1.747425,4.32261,36.92971
43.999359608,-1.885028,4.040734,36.89606
45.000583649,-1.947654,3.876982,36.87248
45.999334812,-2.030284,3.775391,36.85951
47.000559330,-2.561774,4.169452,54.98558
47.999311447,-2.153275,4.902493,97.06409
49.000535011,-1.664622,4.871344,123.3794
49.999287605,-1.732182,4.435939,126.7341
51.000513077,-1.922289,4.128941,126.8008
51.999265671,-2.008556,3.958161,126.8045
53.000490665,-2.072398,3.829339,126.7977
53.999244213,-2.45483,3.988763,137.0596
55.000469208,-2.2401,4.883525,178.7524
55.999222755,-1.671414,4.970565,-151.0628
57.000448704,-1.673223,4.568527,-145.3554
57.999201775,-1.8593,4.222045,-145.2905
59.000427723,-1.995397,4.014762,-145.2918
59.999181747,-2.046624,3.915095,-145.2868
61.000408173,-2.42476,3.883269,-141.6379
61.999162197,-2.263981,4.741066,-101.6259
63.000388145,-1.583139,5.025815,-64.54969
63.999142647,-1.519694,4.665882,-55.15416
65.000368595,-1.715125,4.252015,-55.78868
65.999123096,-1.848502,4.031181,-55.86745
67.000349522,-1.934777,3.899179,-55.86744
67.999104023,-2.109299,3.808585,-55.60004
69.000330925,-2.34143,4.539862,-20.57508
69.999085903,-1.772782,4.967869,19.24322
71.000312805,-1.589881,4.677735,33.09724
71.999067783,-1.757419,4.231991,32.41476
73.000295162,-1.892619,4.010106,32.26994
73.999050617,-1.971331,3.844923,32.25321
75.000278473,-2.153404,3.7483,32.50737
75.999033451,-2.38573,4.526695,67.74173
77.000261307,-1.836189,4.968678,107.2887
77.999017239,-1.621411,4.690657,121.4985
79.000245094,-1.823202,4.239028,120.9645
79.999001980,-1.938605,4.045867,120.941
81.000230312,-2.03473,3.888635,120.926
81.998987198,-2.145373,3.777459,121.0012
83.000216484,-2.443654,4.579614,155.7923
83.998972893,-1.857199,5.015757,-165.2101
85.000202179,-1.623845,4.713803,-151.6714
