Time (s),Roll (deg),Pitch (deg),Yaw (deg)
85.998959541,-1.798409,4.317183,-152.3325
87.000188828,-1.951843,4.063571,-152.429
87.998946667,-1.991553,3.920069,-152.4157
89.000175953,-2.173783,3.847512,-152.2078
89.998933792,-2.341206,4.605462,-117.3433
91.000163078,-1.75948,5.013011,-77.40784
91.998920918,-1.396372,4.764315,-61.47031
93.000150681,-1.705482,4.295474,-62.34798
93.998908520,-1.826925,4.064646,-62.41311
95.000138760,-1.913441,3.896814,-62.41479
95.998896599,-1.976192,3.813495,-62.41041
97.000127316,-2.395947,4.401131,-35.35427
97.998885155,-1.905451,4.893961,5.909671
99.000115871,-1.606938,4.719967,26.16834
99.998874187,-1.737738,4.274353,25.75659
101.000103951,-1.862029,3.993332,25.67637
101.998862743,-1.948592,3.83307,25.68454
103.000093460,-2.005966,3.726297,25.68752
103.998851776,-2.49638,4.349377,52.48171
105.000082970,-1.981428,4.931211,94.30532
105.998842239,-1.552772,4.813836,115.2529
107.000073433,-1.797927,4.330434,114.4998
107.998832703,-1.927612,4.038848,114.35
109.000064850,-2.001839,3.87069,114.3635
109.998824120,-2.053906,3.779673,114.3623
111.000055790,-2.483259,4.402114,141.2519
111.998816013,-1.966594,4.952851,-177.3217
113.000048637,-1.5171,4.824435,-156.6382
113.998808384,-1.766491,4.363164,-157.3544
115.000041008,-1.885765,4.08436,-157.4487
115.998800755,-1.98209,3.92022,-157.4287
117.000033379,-2.037511,3.84277,-157.4353
117.998794079,-2.459927,4.455741,-130.6399
119.000026703,-1.893859,4.968332,-89.11623
119.998787403,-1.553661,4.803123,-67.90079
121.000020027,-1.679445,4.38763,-67.20086
121.998781204,-1.815657,4.09244,-67.19772
123.000013828,-1.889201,3.913898,-67.20411
123.998774052,-1.946395,3.831074,-67.22121
125.000007629,-2.466,4.2212,-48.57754
125.998767853,-2.027542,4.826095,-6.436931
127.000001431,-1.593726,4.779777,18.58956
127.998762608,-1.685958,4.334067,21.14025
128.999995708,-1.829579,4.023562,21.24128
129.998756886,-1.938523,3.863485,21.23931
130.999990463,-2.00848,3.736938,21.24097
131.998751640,-2.439843,3.913525,31.80473
132.999985695,-2.219421,4.750337,73.79298
133.998747349,-1.654079,4.915092,105.6127
134.999981403,-1.671974,4.454937,110.3893
135.998743057,-1.871176,4.13737,110.5569
136.999977112,-1.96596,3.92934,110.5534
137.998739719,-2.016317,3.809102,110.5575
138.999974251,-2.407419,3.792973,114.2159
139.998736858,-2.331658,4.684387,154.2781
140.999971390,-1.674404,4.968846,-169.3692
141.998733997,-1.573216,4.608186,-161.3116
142.999969482,-1.795084,4.237138,-161.5166
143.998732090,-1.924312,4.022821,-161.5548
144.999967098,-2.000097,3.890122,-161.547
145.998729706,-2.042948,3.791679,-161.5388
146.999965191,-2.062206,3.755999,-161.5457
147.998728275,-2.064999,3.728363,-161.5255
148.999964237,-2.09757,3.727807,-161.5359
149.998727322,-2.089154,3.731754,-161.5182
150.999962807,-2.092558,3.721604,-161.5278
151.998726368,-2.104966,3.741939,-161.53
152.999962330,-2.111678,3.733636,-161.526
153.998725891,-2.097806,3.739168,-161.5182
154.999962330,-2.117198,3.762195,-161.5236
155.998725414,-2.107152,3.730676,-161.4195
156.999962330,-2.278612,5.702011,-160.0901
157.998725891,-2.448229,5.901291,-160.2045
158.999962807,-2.419157,5.879566,-160.6487
