Time (s),XX,XY,XZ,YX,YY,YZ,ZX,ZY,ZZ
0.000000000,-0.6999264,0.7117472,-0.03866683,-0.7065778,-0.6999584,-0.09371392,-0.09395224,-0.03808412,0.9880861
1.001219749,-0.7023499,0.7093722,-0.03857534,-0.7042634,-0.7023791,-0.09310925,-0.09332829,-0.03804236,0.9881463
1.999967575,-0.6962878,0.7152664,-0.03910079,-0.7099509,-0.6963355,-0.09507108,-0.09541834,-0.03824554,0.9879395
3.001187801,-0.6928638,0.7187423,-0.03574707,-0.7133664,-0.6925361,-0.09710044,-0.09474528,-0.04158943,0.9878697
3.999935627,-0.3129875,0.9472259,0.012971,-0.9420634,-0.3098075,-0.1089987,-0.09960751,-0.04612269,0.9871919
5.001155376,0.3081489,0.9444377,0.06525731,-0.9406651,0.3131683,-0.09065199,-0.1066314,-0.03325741,0.9869762
5.999903202,0.6658534,0.7324411,0.09451986,-0.730687,0.671837,-0.05878599,-0.1072396,-0.02982392,0.9870201
7.001123428,0.6826186,0.7188299,0.07724156,-0.7185502,0.6862776,-0.03653564,-0.07980169,-0.03054182,0.9895854
7.999871254,0.6828459,0.7186878,0.07654601,-0.7185847,0.6863708,-0.03401977,-0.07750804,-0.03176694,0.989729
9.001091957,0.6827495,0.7189918,0.07453162,-0.7191553,0.6859783,-0.02964365,-0.07293791,-0.0333732,0.9900227
9.999839783,0.6831977,0.7186992,0.07320976,-0.7190018,0.6862438,-0.0270655,-0.07017524,-0.03417082,0.9901942
11.001059532,0.8696234,0.472789,0.08726669,-0.4746902,0.8729465,0.001015117,-0.07625066,-0.042454,0.9894267
11.999807358,0.9653472,-0.2212411,0.0768216,0.2175565,0.9677533,0.05339333,-0.08670864,-0.03512859,0.9888546
13.001028061,0.7746874,-0.6208104,0.0498418,0.61687,0.7757848,0.07518235,-0.08579792,-0.02784435,0.9891649
13.999775887,0.7399248,-0.6627779,0.03874588,0.6593442,0.7403646,0.07339655,-0.07772447,-0.02910674,0.9897934
15.000996590,0.7397565,-0.6632901,0.03274859,0.6601238,0.7397793,0.07231177,-0.0725455,-0.03222752,0.9900889
15.999745369,0.7399006,-0.6633016,0.02904253,0.6603262,0.7396912,0.07136543,-0.06915044,-0.03398103,0.9902728
17.000965595,0.7400541,-0.6632157,0.0269946,0.6603667,0.7397323,0.07055496,-0.06707919,-0.03474326,0.9903882
17.999714375,0.6140475,-0.7822764,0.01016071,0.7792234,0.6126889,0.08090872,-0.06978794,-0.04217942,0.9899138
19.000935555,-0.05199176,-0.994504,-0.04318366,0.9918793,-0.05542638,0.08205307,-0.08413371,-0.03897503,0.9889328
19.999684334,-0.5712324,-0.8157563,-0.07309758,0.814411,-0.5752082,0.05481905,-0.08681156,-0.02849803,0.9890581
