Time (s),Humidity (%)
0.000000000,30.50781
1.001219749,30.07617
1.999967575,28.52051
3.001187801,28.81348
3.999935627,29.38574
5.001155376,30.75391
5.999903202,30.50879
7.001123428,29.12891
7.999871254,29.62012
9.001091957,29.87695
9.999839783,28.79004
11.001059532,30.49805
11.999807358,28.80176
13.001028061,29.50391
13.999775887,28.7793
15.000996590,30.7207
15.999745369,28.5918
17.000965595,29.30566
17.999714375,30.3584
19.000935555,29.73926
19.999684334,29.64551
21.000905514,28.90918
21.999654770,28.42969
23.000876427,29.4707
23.999625683,29.27246
25.000847816,30.65332
25.999597549,29.53027
27.000819683,31.08691
27.999569416,31.0166
29.000792027,28.4668
29.999542236,28.44434
31.000764847,30.94727
31.999515057,29.05176
33.000737667,29.56738
33.999488354,30.66699
35.000710964,29.7666
35.999461651,30.98242
37.000684738,28.49219
37.999435425,28.58496
39.000658512,29.2998
39.999410152,28.83203
41.000633240,30.21289
41.999384403,29.23047
43.000607491,30.18945
43.999359608,29.3584
45.000583649,30.27148
45.999334812,30.78711
47.000559330,29.81641
47.999311447,30.55371
49.000535011,30.09766
49.999287605,30.44922
51.000513077,28.65918
51.999265671,28.33203
53.000490665,30.4502
53.999244213,30.05273
55.000469208,30.31055
55.999222755,29.93652
57.000448704,28.47461
57.999201775,29.10645
59.000427723,28.81445
59.999181747,30.60449
61.000408173,30.39453
61.999162197,29.73926
63.000388145,30.00781
63.999142647,30.71094
65.000368595,29.82129
65.999123096,28.61621
67.000349522,31.02734
67.999104023,30.18457
69.000330925,29.97461
69.999085903,29.31934
71.000312805,30.91113
71.999067783,28.44238
73.000295162,31.55469
73.999050617,31.0293
75.000278473,30.72559
75.999033451,28.60742
77.000261307,31.35742
77.999017239,30.31641
79.000245094,29.06543
79.999001980,30.79688
81.000230312,29.03027
81.998987198,29.32324
83.000216484,27.98926
83.998972893,30.19043
85.000202179,28.1416
85.998959541,31.09082
87.000188828,28.97363
87.998946667,29.25488
89.000175953,30.6123
89.998933792,28.72852
91.000163078,29.41895
91.998920918,30.2627
93.000150681,28.30762
93.998908520,29.31543
95.000138760,29.13965
95.998896599,29.7373
97.000127316,31.38672
97.998885155,30.7666
99.000115871,29.67871
99.998874187,29.35156
101.000103951,28.52051
101.998862743,29.75
103.000093460,30.03027
103.998851776,31.06152
105.000082970,30.10156
105.998842239,30.63965
107.000073433,30.09082
107.998832703,29.81055
109.000064850,30.54785
109.998824120,29.1543
111.000055790,29.24902
111.998816013,28.13672
113.000048637,28.14844
113.998808384,31.11035
115.000041008,29.39063
115.998800755,29.46094
117.000033379,28.53613
117.998794079,29.70703
119.000026703,27.62305
119.998787403,30.21094
121.000020027,30.1875
121.998781204,28.19727
123.000013828,30.19922
123.998774052,29.08691
125.000007629,29.79004
125.998767853,29.91895
127.000001431,30.73828
127.998762608,28.11523
128.999995708,28.24512
129.998756886,30.18848
130.999990463,28.10449
131.998751640,30.5293
132.999985695,29.01855
133.998747349,30.4707
134.999981403,30.7041
135.998743057,29.3125
136.999977112,29.87402
137.998739719,28.61035
138.999974251,29.4541
139.998736858,29.86328
140.999971390,28.7168
141.998733997,30.32031
142.999969482,30.64844
143.998732090,30.62598
144.999967098,30.47363
145.998729706,30.23926
146.999965191,28.9873
147.998728275,30.67285
148.999964237,29.03418
149.998727322,29.6543
150.999962807,29.94824
151.998726368,28.40234
152.999962330,31.11914
153.998725891,27.98145
154.999962330,29.48047
155.998725414,27.89941
156.999962330,28.58984
157.998725891,30.83887
158.999962807,28.30957
