Time (s),Roll (deg),Pitch (deg),Yaw (deg)
120.999010563,-2.085274,4.500187,-21.12394
122.000326633,-2.816779,4.698535,-2.497136
122.999169827,-1.698118,5.565728,51.69126
124.000485420,-1.560122,5.307575,67.20589
124.999329090,-1.840242,4.914866,66.89795
126.000644684,-2.013544,4.695391,66.78284
126.999487877,-2.120459,4.544687,66.73119
128.000803471,-2.196198,4.463818,66.69516
128.999646664,-2.656537,5.478733,115.7863
130.000962257,-1.744757,5.556302,149.7452
130.999805927,-1.704234,5.166477,154.418
131.998649120,-1.939357,4.864574,154.4386
132.999964237,-2.077583,4.673481,154.403
133.998807430,-2.142648,4.562505,154.3578
135.000122547,-2.206981,4.502132,154.3172
135.998965740,-2.233469,4.457236,154.2912
137.000281334,-2.262247,4.406749,154.2736
137.999123573,-2.592766,4.773749,153.6272
139.000439167,-2.677572,5.541639,153.901
139.999282360,-2.614451,5.465113,153.8957
141.000597477,-2.698922,5.490484,154.0295
141.999440193,-2.676437,5.408748,153.9719
