Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.000000000,0.2397963,-0.2732464,-0.02821845,-0.1128974,-0.0392066,0.9786821,-10.33691,4.021344,-27.55806,994.4903
1.001325130,0.5489389,0.3191153,0.520606,-0.1193354,-0.03355766,0.988856,-10.32915,3.652672,-27.93437,994.4956
2.000178337,0.1161392,-1.043317,4.66728,-0.1167471,-0.04459649,0.9800263,-9.602333,4.395853,-27.56416,994.4969
3.001503944,-4.150029,-1.931859,37.04792,-0.07930625,-0.04404109,0.9851002,-6.162712,0.7275686,-27.1052,994.4926
4.000357151,-3.779058,-0.4509549,35.82831,-0.09769008,-0.02987307,0.9959829,-0.4171085,-8.401696,-26.231,994.494
5.001681328,-1.676888,-0.3324826,21.92476,-0.1196621,0.02061168,0.9918523,-3.532383,-17.90004,-26.9614,994.49
6.000534058,0.5489389,-0.3324826,-1.308809,-0.1054799,-0.03722497,0.9911,-4.185135,-19.01303,-26.50695,994.4786
7.001858711,-0.3166605,-0.2140102,0.3376645,-0.1014804,-0.03960819,0.9958072,-4.188313,-19.01186,-27.39206,994.473
8.000711441,0.05431065,-0.03630168,0.2157035,-0.1124469,-0.03677525,0.9777732,-3.44301,-19.00711,-26.95258,994.4743
9.002036095,0.05431065,-0.03630168,0.2157035,-0.1070497,-0.03334175,0.9845001,-3.444599,-19.00653,-27.39514,994.472
10.000887871,-3.531744,-1.161789,48.32932,-0.09020057,-0.1065835,0.977218,-5.669559,-19.39063,-28.20477,994.4766
10.999739170,-2.357002,-0.4509549,29.48634,-0.09449372,0.01760751,0.9935745,-22.52169,-24.98629,-29.79666,994.4775
12.001063824,1.105396,-0.154774,-2.65038,-0.08817083,-0.07801321,0.9787347,-29.95766,-22.51712,-29.34428,994.4756
12.999915123,-0.5639746,0.02293449,2.106099,-0.08678512,-0.03596808,0.9915077,-29.56754,-23.2528,-29.33977,994.4748
14.001238823,-0.9967743,-0.3324826,-2.040575,-0.07883666,-0.04115502,0.9894534,-29.94716,-22.8868,-28.96192,994.467
15.000090122,0.2397963,-0.03630168,-0.08919895,-0.08671287,-0.04270539,0.9851645,-29.94852,-22.8863,-29.34125,994.4669
16.001413345,-0.378489,0.02293449,0.09374255,-0.08118714,-0.04844866,0.9893193,-29.93803,-23.25597,-28.9589,994.475
17.000264645,-9.096311,0.08217065,75.95348,-0.05039595,-0.06586286,0.9878592,-38.2821,-14.14705,-28.55789,994.4759
18.001587868,-2.666144,0.02293449,24.05908,-0.07876782,-0.04503498,0.9912855,-38.11876,-5.714955,-28.6285,994.4736
19.000438213,-0.254832,-0.154774,0.276684,-0.08017279,-0.05084378,0.9878337,-37.78938,-3.867593,-27.76006,994.4716
20.001761436,0.05431065,-0.03630168,-0.6380234,-0.07781026,-0.0435633,0.9903551,-37.78025,-4.236765,-27.75703,994.4769
21.000612259,0.05431065,-0.09553786,0.03276205,-0.07791042,-0.03964912,0.9823159,-38.17196,-3.500508,-28.2041,994.4764
22.001935482,-0.06934639,-0.09553786,-0.08919895,-0.08181452,-0.04117483,0.9846928,-38.16282,-3.869679,-28.20107,994.4739
23.000785351,-6.684999,-1.102553,45.34127,-0.04755379,-0.16578,0.9528947,-36.69366,-3.120662,-28.21327,994.4826
23.999636173,-3.717229,-0.7471358,28.6936,-0.07313255,-0.03132861,0.978638,-21.39749,4.989247,-28.3429,994.4839
25.000958443,-0.378489,-0.5694273,4.118455,-0.08476417,-0.009766167,0.983904,-13.62006,3.99719,-27.10192,994.4853
25.999809265,-0.007517869,0.1414068,0.3376645,-0.07948125,-0.03291119,0.9843688,-14.00866,4.671336,-27.10593,994.4937
27.001131535,-0.007517869,0.02293449,-0.1501794,-0.08131982,-0.04116977,0.9851679,-14.38347,4.669749,-27.92628,994.4881
27.999981880,-0.1930034,-0.09553786,-0.2721404,-0.07741623,-0.03821671,0.9871174,-15.12718,4.664412,-27.9232,994.4805
29.001303673,-0.007517869,-0.09553786,-0.2111599,-0.07880482,-0.04261658,0.9913341,-14.7631,5.035754,-27.54843,994.478
30.000153542,-7.550598,-0.2140102,77.96584,-0.03880763,-0.04450431,1.007807,-5.370161,-1.11412,-26.20804,994.4864
31.001475811,-2.357002,-0.5694273,26.07144,-0.09802412,-0.02767554,1.034709,-2.121084,-14.63001,-25.72983,994.4895
32.000325203,0.05431065,0.2598792,-2.833321,-0.08137403,-0.03778138,0.9847585,-4.236816,-16.86011,-26.08204,994.4926
33.001646996,0.05431065,0.1414068,-0.5770429,-0.08181245,-0.04022589,0.9880545,-4.229206,-17.16775,-26.07952,994.4851
34.000496387,-0.06934639,-0.03630168,-0.08919895,-0.08426444,-0.03979908,0.9914182,-4.601063,-17.17042,-26.07799,994.4865
35.001817703,0.1779677,-0.03630168,0.5815865,-0.08133927,-0.04067293,0.9827903,-3.86496,-16.85744,-26.08358,994.4843
36.000667095,-1.429574,-0.5101911,17.04632,-0.06068185,-0.07083744,0.9835141,-4.622572,-16.49186,-27.41119,994.4834
36.999516010,-3.531744,0.3191153,39.79205,-0.07794123,-0.004826987,0.9849232,-19.16885,-24.96452,-28.10351,994.465
38.000836849,-0.8731172,0.08217065,10.70435,-0.08055653,-0.02854713,0.9796863,-28.05113,-24.35022,-28.89429,994.4664
38.999686241,-0.3166605,-0.03630168,0.764528,-0.0788616,-0.03874977,0.9918894,-27.67189,-24.65511,-28.95653,994.4592
40.001006603,-0.007517869,0.02293449,-0.02821845,-0.0823321,-0.0378257,0.9900153,-28.43212,-23.98372,-28.89577,994.4575
40.999855042,0.1779677,-0.154774,-0.02821845,-0.07741657,-0.03726514,0.9900016,-27.309,-24.3443,-29.33992,994.4567
42.001175880,0.05431065,0.02293449,0.2157035,-0.076385,-0.04063026,0.9889739,-28.8042,-23.98631,-28.95746,994.4557
43.000024319,-7.303284,0.200643,76.86819,-0.0398883,-0.04536599,0.9858286,-35.17474,-19.60066,-29.3472,994.4594
44.001345158,-2.41883,-0.2140102,24.79085,-0.0773873,-0.03824829,0.992847,-39.52399,-9.048175,-28.59513,994.4678
