Time (s),Percentage (%),Time To Empty (minutes),Voltage (V),Current (mA),Is Charger Connected (Boolean)
130.961346626,100.0234,15372286728.0913,4.17375,1.25,1
131.840370655,100.0234,15372286728.0913,4.174375,-0.625,1
132.895292759,100.0234,15372286728.0913,4.173125,-0.3125,1
133.949914455,100.0234,15372286728.0913,4.174375,1.5625,1
134.829079151,100.0234,15372286728.0913,4.173125,0,1
135.883736610,100.0234,15372286728.0913,4.174375,0.3125,1
136.938495159,100.0234,15372286728.0913,4.174375,-0.625,1
137.993425369,100.0234,15372286728.0913,4.17375,0.625,1
138.872275829,100.0234,15372286728.0913,4.173125,-0.625,1
139.927155018,100.0234,15372286728.0913,4.17375,0.3125,1
140.981863022,100.0234,15372286728.0913,4.17375,0,1
141.860837460,100.0234,15372286728.0913,4.17375,1.5625,1
