Time (s),XX,XY,XZ,YX,YY,YZ,ZX,ZY,ZZ
0.002472401,-0.9620073,0.2548325,-0.09667487,-0.2482517,-0.965674,-0.07492109,-0.1125021,-0.0479841,0.9857218
1.001325130,-0.9607099,0.2598239,-0.09624522,-0.2533146,-0.9643754,-0.07464243,-0.1122644,-0.04723698,0.9857849
2.000178337,-0.9587132,0.2676266,-0.09469125,-0.2610115,-0.962167,-0.076501,-0.1116397,-0.0485327,0.9857928
3.001503944,-0.8418347,0.5342202,-0.06968786,-0.5267372,-0.8433251,-0.1014588,-0.1131173,-0.04852581,0.9856254
4.000357151,-0.3712583,0.9261966,-0.009294048,-0.9180757,-0.3693211,-0.1283948,-0.1227338,-0.03883295,0.9849065
5.001681328,0.1626825,0.9814284,0.04991101,-0.9748379,0.1675308,-0.1172613,-0.1240318,-0.02928209,0.9850738
6.000534058,0.2355009,0.9658226,0.05824619,-0.9604878,0.24057,-0.1059331,-0.1169156,-0.03074386,0.9858961
7.001858711,0.232988,0.9663023,0.06050232,-0.961674,0.2381531,-0.1005753,-0.1121773,-0.03452794,0.9863201
8.000711441,0.2315648,0.9665425,0.06218425,-0.9624077,0.236785,-0.09676,-0.1088236,-0.03723967,0.986596
9.002036095,0.2312402,0.9665831,0.06277882,-0.9627149,0.2364412,-0.09453425,-0.1067905,-0.03838865,0.9867738
10.000887871,0.3603913,0.9241527,0.08297417,-0.9214813,0.3668798,-0.08397993,-0.1086982,-0.04606566,0.9862386
11.002211571,0.973484,0.1500675,0.1284439,-0.1533865,0.9812481,0.01617122,-0.1244615,-0.03561866,0.9848114
12.001063824,0.9655635,-0.2118474,0.09772725,0.2076481,0.9700316,0.0513202,-0.1063588,-0.0295327,0.9871236
12.999915123,0.9709342,-0.1902603,0.08828831,0.1866948,0.9744842,0.04699709,-0.09559734,-0.02940576,0.9882241
14.001238823,0.9708671,-0.1939076,0.08077154,0.1902547,0.9736148,0.05065639,-0.08903567,-0.03409929,0.9886844
15.000090122,0.9715347,-0.1916803,0.07798941,0.188011,0.9739847,0.05188969,-0.08646128,-0.0360463,0.9888436
16.001413345,0.9717429,-0.1915747,0.07560933,0.1879611,0.9739746,0.05225797,-0.08419175,-0.03687024,0.9890085
17.000264645,0.4824431,-0.8701414,0.01019242,0.8643877,0.4805115,0.1093479,-0.1004188,-0.04446266,0.987186
18.001587868,-0.07339571,-0.9934884,-0.03666865,0.9890199,-0.07672089,0.09862483,-0.1010128,-0.0294593,0.9876858
19.000438213,-0.1575321,-0.9836565,-0.04383487,0.9801383,-0.1609107,0.08819036,-0.0939716,-0.0294682,0.9883777
20.001761436,-0.1598953,-0.9831306,-0.04713255,0.98024,-0.163386,0.08241278,-0.08886406,-0.03341442,0.9887231
21.000612259,-0.1596746,-0.9830727,-0.04903475,0.980539,-0.163218,0.07911553,-0.08590401,-0.03583541,0.9888994
22.001935482,-0.1590748,-0.9831098,-0.05018705,0.9808259,-0.1626292,0.07671195,-0.08369114,-0.03740665,0.9890307
23.000785351,-0.2733594,-0.956849,-0.06938103,0.9556557,-0.277941,0.06783062,-0.08423761,-0.04815337,0.9885208
24.002108574,-0.9708056,-0.2133014,-0.1088213,0.2156167,-0.976348,-0.009720109,-0.1041584,-0.03297846,0.9872487
25.000958443,-0.9863672,0.1339167,-0.09515314,-0.1306011,-0.9905879,-0.04019291,-0.09965523,-0.02717396,0.9878883
25.999809265,-0.9880712,0.1265145,-0.08734412,-0.1231574,-0.991438,-0.04272383,-0.09201722,-0.03141898,0.9885008
27.001131535,-0.9885646,0.125768,-0.08273593,-0.1223645,-0.99144,-0.04489909,-0.08769129,-0.03422573,0.9887998
27.999981880,-0.9888775,0.1252887,-0.07968055,-0.1218265,-0.9914176,-0.04681417,-0.08487952,-0.03655167,0.9889617
