Time (s),Percentage (%),Time To Empty (minutes),Voltage (V),Current (mA),Is Charger Connected (Boolean)
159.979350090,100,15372286728.0913,4.1675,0,1
160.858302116,100,15372286728.0913,4.1675,2.5,1
161.913229465,100,15372286728.0913,4.16875,-0.9375,1
162.967907906,100,15372286728.0913,4.166875,-0.3125,1
163.846919537,100,15372286728.0913,4.166875,0,1
164.901840687,100,15372286728.0913,4.168125,1.5625,1
165.956483364,100,15372286728.0913,4.16625,0.3125,1
166.835436344,100,15372286728.0913,4.16625,0,1
167.890364647,100,15372286728.0913,4.16875,0,1
168.945010662,100,15372286728.0913,4.1675,0.3125,1
169.999811172,100,15372286728.0913,4.16625,0,1
170.878938198,100,15372286728.0913,4.1675,0,1
171.933637142,100,15372286728.0913,4.1675,0,1
172.988402843,100,15372286728.0913,4.168125,0.9375,1
173.867414474,100,15372286728.0913,4.168125,-2.1875,1
174.922166824,100,15372286728.0913,4.16625,-0.3125,1
175.977014065,100,15372286728.0913,4.1675,-0.625,1
176.855978966,100,15372286728.0913,4.1675,0,1
177.910722256,100,15372286728.0913,4.168125,-1.25,1
178.965653419,100,15372286728.0913,4.1675,0,1
179.844525337,100,15372286728.0913,4.164375,-0.625,1
180.899281502,100,15372286728.0913,4.166875,1.5625,1
181.954184055,100,15372286728.0913,4.1675,0,1
182.833091259,100,15372286728.0913,4.16625,-0.625,1
183.887854099,100,15372286728.0913,4.1675,-0.3125,1
184.942760468,100,15372286728.0913,4.1675,0,1
185.997478962,100,15372286728.0913,4.1675,0,1
186.876425743,100,15372286728.0913,4.166875,0,1
187.931326389,100,15372286728.0913,4.168125,0.625,1
188.986020565,100,15372286728.0913,4.1675,-0.9375,1
189.864984989,100,15372286728.0913,4.168125,-0.3125,1
190.919925690,100,15372286728.0913,4.16875,-0.625,1
191.974593163,100,15372286728.0913,4.1675,1.5625,1
192.853572845,100,15372286728.0913,4.168125,-0.625,1
193.908483505,100,15372286728.0913,4.166875,-0.3125,1
194.963200092,100,15372286728.0913,4.168125,-0.3125,1
195.842220783,100,15372286728.0913,4.1675,0.625,1
196.897041798,100,15372286728.0913,4.168125,0.625,1
197.951705933,100,15372286728.0913,4.1675,1.5625,1
198.830808639,100,15372286728.0913,4.166875,0,1
199.885511398,100,15372286728.0913,4.168125,-0.9375,1
200.940275192,100,15372286728.0913,4.1675,-0.625,1
201.995126724,100,15372286728.0913,4.166875,0.625,1
202.874064445,100,15372286728.0913,4.166875,0,1
203.928860188,100,15372286728.0913,4.1675,0.9375,1
204.983783722,100,15372286728.0913,4.1675,0.625,1
