Time (s),Roll (deg),Pitch (deg),Yaw (deg)
148.999416351,-2.170977,5.030625,125.8163
149.998246193,-2.267898,4.974942,125.8022
150.999548912,-2.326898,4.933092,125.7869
151.998379230,-2.42759,5.13005,125.5554
152.999681950,-2.387343,5.433986,125.3154
153.998511791,-2.407397,5.897903,125.935
154.999814510,-2.51188,5.334559,124.0085
155.998644352,-2.650601,5.325183,124.0688
156.999947071,-2.632265,5.227461,124.0511
157.998776913,-2.640875,5.168142,124.044
159.000078678,-2.618009,5.132115,124.0313
159.998908997,-2.608275,5.109881,124.0257
160.997738838,-2.598839,5.09865,124.0186
