Time (s),W,X,Y,Z
0.000000000,0.5330484,-0.04526343,-0.04751854,0.8415345
1.001310825,0.5267108,-0.04518364,-0.04674184,0.8455632
2.000148773,0.5337946,-0.04415658,-0.04869404,0.841053
3.001459122,0.536286,-0.04099294,-0.05037051,0.839528
4.000297070,0.8011546,-0.02179968,-0.06439139,0.5917411
5.001606941,0.9780405,0.001690154,-0.06796625,0.1882611
6.000444889,0.9795059,0.003423719,-0.0596835,0.1833634
6.999282837,0.9797741,0.006920286,-0.05750012,0.1825278
8.000592709,0.9796288,0.008254369,-0.05632814,0.183614
8.999430180,0.9796317,0.009139744,-0.05557191,0.1837876
10.000740051,0.9889863,0.03147019,-0.05533434,-0.1203391
10.999577999,0.5499794,0.05714904,-0.02623974,-0.8307802
12.000887871,0.2553753,0.05772721,-0.00636854,-0.9633473
12.999724865,0.2161597,0.05624678,-0.000464817,-0.973005
14.001034737,0.2139569,0.05571752,0.003316766,-0.9735166
14.999872208,0.2137201,0.0552392,0.005708098,-0.9735848
16.001182079,0.2137163,0.05495769,0.007097877,-0.9735925
17.000019550,0.06454348,0.05601578,0.02225624,-0.9943987
18.001328468,-0.7081925,0.03371155,0.05279681,-0.7008331
19.000165939,-0.9427842,0.01230175,0.05454652,-0.3235101
20.001475811,-0.9731327,0.001633672,0.0553164,-0.2158193
21.000312328,-0.9725139,-0.00227079,0.05455336,-0.218777
21.999149799,-0.9722021,-0.004364379,0.05409909,-0.2202387
23.000458717,-0.9722838,-0.005789648,0.05352392,-0.2199853
23.999296188,-0.9733388,-0.0081502,0.05332327,-0.2152427
25.000605583,-0.9027569,-0.04550046,0.04612586,0.4212597
25.999442101,-0.4224333,-0.05590443,0.01760603,0.9026309
27.000751019,-0.2359463,-0.05622106,0.004015266,0.9683905
27.999588490,-0.2381843,-0.05491279,-0.0002336333,0.9679258
29.000897884,-0.2386942,-0.05450283,-0.003168361,0.9678182
29.999734879,-0.2388013,-0.0541907,-0.005137481,0.967801
31.001043320,-0.2387846,-0.05403867,-0.006250625,0.9678069
31.999880791,0.06386875,-0.0561201,-0.02847872,0.9942776
33.001189232,0.8008133,-0.02880942,-0.05358145,0.5929797
34.000025749,0.9486445,-0.009392969,-0.05471865,0.305972
34.998862743,0.964067,-0.003345982,-0.05373153,0.2535823
36.000171661,0.9641012,0.0006324525,-0.05316672,0.253593
36.999008179,0.9641008,0.003063031,-0.05289186,0.2536345
38.000317097,0.9640714,0.004407792,-0.05260139,0.253787
38.999152660,0.9750276,0.01259758,-0.0539296,0.2070793
40.000462055,0.8313808,0.04729603,-0.04070345,-0.5491265
40.999298096,0.4049979,0.05455529,-0.01676453,-0.9106849
42.000606537,0.2564043,0.05516594,-0.004885804,-0.9632328
42.999443054,0.2580679,0.05439929,-0.0004197912,-0.9628443
44.000751972,0.2582475,0.05390341,0.002193152,-0.9628217
44.999587536,0.2581549,0.05355361,0.004009821,-0.9628602
46.000896454,0.2581885,0.05335071,0.005152667,-0.9628569
46.999732018,-0.0409543,0.05546428,0.02676322,-0.9955691
48.001040936,-0.7855479,0.02866021,0.05219109,-0.6131859
48.999876499,-0.9417601,0.01031328,0.05312909,-0.3267821
49.998712540,-0.9588218,0.004127712,0.05236115,-0.2730016
51.000020981,-0.9588414,0.0001124608,0.05187666,-0.2730564
51.998856544,-0.9588567,-0.002259364,0.05153795,-0.2730574
53.000164986,-0.9588711,-0.003677971,0.05125839,-0.2730442
53.999000072,-0.9694607,-0.01170705,0.05253426,-0.2321137
55.000308037,-0.8459399,-0.04513325,0.04076082,0.5266067
55.999144077,-0.4294523,-0.05251661,0.01737502,0.8995212
57.000452042,-0.2856888,-0.05317406,0.005910818,0.955064
57.999287128,-0.2854872,-0.05254866,0.001320523,0.9551762
59.000595093,-0.2852684,-0.05210424,-0.001571426,0.9552656
59.999431133,-0.2853423,-0.0517656,-0.003205846,0.9552578
61.000738144,-0.2853371,-0.05179355,-0.004280489,0.9552537
61.999574184,0.01169998,-0.05444583,-0.02554396,0.9964306
63.000881672,0.7653859,-0.02977562,-0.05010176,0.6382909
63.999717236,0.932304,-0.0112286,-0.05175654,0.3530326
64.998551846,0.9515622,-0.004866599,-0.05109842,0.2975274
65.999859810,0.9516078,-0.0007009686,-0.05072878,0.2974834
66.998695374,0.951587,0.001563088,-0.05039109,0.297604
68.000002384,0.9515774,0.003023831,-0.05018623,0.2976581
68.998836994,0.9638869,0.01106819,-0.05140407,0.2545284
70.000144958,0.8581594,0.04401646,-0.04051649,-0.5065679
70.998979568,0.4536127,0.05072733,-0.0183098,-0.8876681
72.000286579,0.3130081,0.05153004,-0.007448541,-0.9465426
72.999121189,0.3163034,0.0511413,-0.002327213,-0.9454941
74.000428677,0.3163811,0.05070885,0.000469626,-0.9454942
74.999263287,0.3164757,0.05046467,0.002172299,-0.9454732
76.000570297,0.3164394,0.05029622,0.003160508,-0.9454915
76.999404907,-0.1502225,0.05179951,0.03330432,-0.9850221
78.000712395,-0.817332,0.02570773,0.04871023,-0.5705807
78.999547005,-0.9346668,0.01031781,0.05019417,-0.3469867
79.998381615,-0.9421774,0.004799287,0.04951545,-0.3262741
80.999688148,-0.9422419,0.001293131,0.04922501,-0.3261641
81.998522758,-0.942222,-0.0008325856,0.04891311,-0.3262701
82.999829292,-0.9421711,-0.002108074,0.04881685,-0.3264256
83.998663902,-0.9799774,-0.01690569,0.05126981,-0.1826404
84.999970436,-0.7765732,-0.04632823,0.03432162,0.6246898
85.998804092,-0.4313108,-0.0495997,0.0152316,0.8988363
87.000110626,-0.3443352,-0.04964628,0.007372499,0.9357039
87.998944759,-0.3452679,-0.04935601,0.002455371,0.9354014
89.000251293,-0.3456514,-0.04923617,0.0001505786,0.9352692
89.999085903,-0.3455762,-0.04895639,-0.001244136,0.935311
91.000391960,-0.3403661,-0.04922824,-0.003920197,0.9371979
