Time (s),XX,XY,XZ,YX,YY,YZ,ZX,ZY,ZZ
0.000000000,-0.4276213,0.9014589,-0.02552211,-0.8928555,-0.4272028,-0.1282322,-0.1268408,-0.03172178,0.9846418
1.001310825,-0.4410683,0.8949585,-0.02717237,-0.8865106,-0.4407819,-0.1266438,-0.1256501,-0.03144894,0.9848027
2.000148773,-0.4262269,0.9021994,-0.02229082,-0.8935989,-0.4253843,-0.1290496,-0.1262613,-0.03476744,0.9846138
3.001459122,-0.4214338,0.9045839,-0.01480344,-0.8963246,-0.4197203,-0.1285428,-0.1228554,-0.04060703,0.9848199
4.000297070,0.2846477,0.9509596,0.07737538,-0.9453447,0.2919897,-0.1111359,-0.1289744,-0.04127624,0.9840122
5.001606941,0.913132,0.3680242,0.1335839,-0.3684837,0.9223651,-0.02228473,-0.1323111,-0.02889688,0.9840108
6.000444889,0.9188871,0.3588024,0.1181763,-0.3596197,0.9259879,-0.01518043,-0.1156651,-0.02859464,0.9861079
6.999282837,0.9200104,0.3568762,0.1152005,-0.3584678,0.9265271,-0.007430105,-0.110148,-0.03455137,0.9865474
8.000592709,0.9194814,0.3588172,0.1133926,-0.360677,0.9256908,-0.004512835,-0.1073301,-0.03685771,0.9867734
8.999430180,0.9195234,0.3590726,0.1122395,-0.3611042,0.9255328,-0.002519695,-0.1055205,-0.03833403,0.9869121
10.000740051,0.9581686,-0.2415102,0.1018756,0.2345446,0.9623116,0.07556494,-0.117024,-0.04892941,0.9851508
10.999577999,-0.3885133,-0.9168231,-0.06609394,0.9108248,-0.3936683,0.1064605,-0.1238192,-0.01926267,0.9853461
12.000887871,-0.862902,-0.4927654,-0.10797,0.4912949,-0.8694858,0.04175444,-0.1144755,-0.01721397,0.9865092
12.999724865,-0.9002226,-0.4207012,-0.1092558,0.4205966,-0.9065496,0.02522111,-0.1096577,-0.02341204,0.9869274
14.001034737,-0.902236,-0.4162116,-0.1099031,0.4169509,-0.9084229,0.01738444,-0.1070646,-0.03030015,0.9870244
14.999872208,-0.9025447,-0.4155186,-0.11,0.4167799,-0.9085823,0.01249682,-0.1051202,-0.03472609,0.9870873
16.001182079,-0.90261,-0.4153649,-0.1100466,0.4169253,-0.90855,0.009669827,-0.1039789,-0.03731158,0.9871139
17.000019550,-0.9853927,-0.1258705,-0.114277,0.1308573,-0.9906776,-0.03703225,-0.1085311,-0.05149406,0.9859893
18.001328468,0.005346033,0.9962091,0.02752827,-0.9890897,0.008648103,-0.121752,-0.122033,-0.02625498,0.9854071
19.000165939,0.777987,0.6113425,0.09489172,-0.6086584,0.783635,-0.05848849,-0.1108107,-0.01209691,0.9870019
20.001475811,0.8939798,0.4202224,0.1069552,-0.4198609,0.9000942,-0.02705626,-0.1083656,-0.02069714,0.9871304
