Time (s),Percentage (%),Time To Empty (minutes),Voltage (V),Current (mA),Is Charger Connected (Boolean)
0.839235306,100.0234,15372286728.0913,4.1725,0,1
1.894057274,100.0234,15372286728.0913,4.17375,0.9375,1
2.948927879,100.0234,15372286728.0913,4.173125,0.9375,1
3.827786922,100.0234,15372286728.0913,4.174375,-0.3125,1
4.882575512,100.0234,15372286728.0913,4.173125,0,1
5.937489510,100.0234,15372286728.0913,4.17375,0,1
6.992162228,100.0234,15372286728.0913,4.171875,0.3125,1
7.871274948,100.0234,15372286728.0913,4.17375,-0.3125,1
8.925971985,100.0234,15372286728.0913,4.17375,-0.3125,1
9.980757713,100.0234,15372286728.0913,4.17375,-1.25,1
10.859710216,100.0234,15372286728.0913,4.174375,0.3125,1
11.914504051,100.0234,15372286728.0913,4.17375,-0.625,1
12.969380856,100.0234,15372286728.0913,4.173125,1.25,1
13.848291397,100.0234,15372286728.0913,4.1725,-0.3125,1
14.903081417,100.0234,15372286728.0913,4.173125,0.9375,1
15.957985401,100.0234,15372286728.0913,4.173125,0.625,1
16.836851597,100.0234,15372286728.0913,4.175,1.25,1
17.891778469,100.0234,15372286728.0913,4.174375,-0.3125,1
18.946460247,100.0234,15372286728.0913,4.17375,-1.5625,1
20.001211643,100.0234,15372286728.0913,4.176875,-0.625,1
20.880238533,100.0234,15372286728.0913,4.17,-0.625,1
21.934995651,100.0234,15372286728.0913,4.173125,-1.25,1
22.989914894,100.0234,15372286728.0913,4.1725,-0.3125,1
23.868810654,100.0234,15372286728.0913,4.17375,-0.625,1
24.923555374,100.0234,15372286728.0913,4.174375,-0.625,1
25.978449345,100.0234,15372286728.0913,4.1725,0.9375,1
26.857369900,100.0234,15372286728.0913,4.174375,0.9375,1
27.912253380,100.0234,15372286728.0913,4.1725,-1.25,1
28.966919422,100.0234,15372286728.0913,4.17375,-0.625,1
29.846071720,100.0234,15372286728.0913,4.173125,0.9375,1
30.900693417,100.0234,15372286728.0913,4.171875,0.625,1
31.955480576,100.0234,15372286728.0913,4.1725,0,1
32.834607124,100.0234,15372286728.0913,4.17375,0.625,1
33.889290333,100.0234,15372286728.0913,4.17375,0,1
34.944068432,100.0234,15372286728.0913,4.173125,0.625,1
35.998955727,100.0234,15372286728.0913,4.173125,0.625,1
36.877854824,100.0234,15372286728.0913,4.175,0,1
37.932765007,100.0234,15372286728.0913,4.173125,0.9375,1
38.987442493,100.0234,15372286728.0913,4.1725,0.3125,1
39.866522789,100.0234,15372286728.0913,4.17375,-0.625,1
40.921245098,100.0234,15372286728.0913,4.173125,-1.5625,1
41.975971699,100.0234,15372286728.0913,4.171875,-0.3125,1
42.855097294,100.0234,15372286728.0913,4.17375,0.3125,1
43.909780025,100.0234,15372286728.0913,4.1725,-1.5625,1
44.964544773,100.0234,15372286728.0913,4.173125,0.3125,1
45.843575478,100.0234,15372286728.0913,4.175,-1.25,1
46.898341179,100.0234,15372286728.0913,4.1725,0.625,1
47.953238010,100.0234,15372286728.0913,4.171875,-0.625,1
48.832127094,100.0234,15372286728.0913,4.1725,-0.3125,1
49.887021065,100.0234,15372286728.0913,4.173125,-0.625,1
50.941677093,100.0234,15372286728.0913,4.174375,0,1
51.996474266,100.0234,15372286728.0913,4.1725,-1.875,1
52.875614166,100.0234,15372286728.0913,4.17375,0,1
53.930305004,100.0234,15372286728.0913,4.1725,-0.625,1
54.985037804,100.0234,15372286728.0913,4.1725,-0.3125,1
55.864079475,100.0234,15372286728.0913,4.17375,-0.625,1
56.918822288,100.0234,15372286728.0913,4.1725,0.9375,1
57.973728180,100.0234,15372286728.0913,4.17125,-0.3125,1
58.852647305,100.0234,15372286728.0913,4.1725,0.3125,1
59.907478332,100.0234,15372286728.0913,4.1725,-0.3125,1
60.962203979,100.0234,15372286728.0913,4.173125,0,1
61.841170788,100.0234,15372286728.0913,4.173125,-0.3125,1
62.896115780,100.0234,15372286728.0913,4.17375,0.3125,1
63.950745106,100.0234,15372286728.0913,4.1725,0,1
64.829830646,100.0234,15372286728.0913,4.1725,0,1
65.884582520,100.0234,15372286728.0913,4.1725,-0.3125,1
66.939330578,100.0234,15372286728.0913,4.171875,-0.3125,1
67.994224548,100.0234,15372286728.0913,4.17375,0,1
68.873139858,100.0234,15372286728.0913,4.17375,-1.5625,1
69.927990913,100.0234,15372286728.0913,4.173125,0.625,1
70.982705593,100.0234,15372286728.0913,4.173125,-0.625,1
71.861664772,100.0234,15372286728.0913,4.174375,0.3125,1
72.916624069,100.0234,15372286728.0913,4.17375,-1.5625,1
73.971246719,100.0234,15372286728.0913,4.174375,0.9375,1
74.850324154,100.0234,15372286728.0913,4.1725,0.3125,1
75.905077457,100.0234,15372286728.0913,4.17375,1.25,1
76.959804058,100.0234,15372286728.0913,4.174375,1.25,1
77.838905334,100.0234,15372286728.0913,4.174375,0,1
78.893584728,100.0234,15372286728.0913,4.173125,0,1
79.948554039,100.0234,15372286728.0913,4.17125,0,1
80.827355862,100.0234,15372286728.0913,4.1725,-0.625,1
81.882157326,100.0234,15372286728.0913,4.173125,1.875,1
