Time (s),X (g),Y (g),Z (g)
0.000000000,-0.00473802,-0.004679504,0.001575878
1.001310825,-0.008412827,-0.01276748,0.02176605
2.000148773,0.003824275,-0.005068641,0.003786193
3.001459122,-0.1282325,0.04452883,-0.006530899
4.000297070,0.02495186,-0.02583726,0.001007913
5.001606941,0.03323379,-0.008177957,-0.005022377
6.000444889,0.005914616,-0.007363051,0.0004370742
7.001754761,0.005121615,-0.004202351,0.001538526
8.000592709,0.002047146,-0.002928592,-0.007418911
8.999430180,0.003522997,-0.004856492,-0.003977449
10.000740051,0.06926065,0.01220417,0.005835728
10.999577999,-0.06567702,0.03527054,0.001051303
12.000887871,0.0007498319,0.02476489,-0.003579781
12.999724865,-0.002345952,0.01366921,-0.005950194
14.001034737,0.0006209412,0.01100428,-0.0004235178
14.999872208,0.0007658494,0.006730543,-0.004669705
16.001182079,0.000619129,-0.003116439,0.001746991
17.000019550,-0.0510412,0.02076799,-0.01465743
18.001328468,0.01084697,-0.0773614,0.02132591
19.000165939,-0.00653046,-0.0148933,0.01549111
20.001475811,-0.001862296,-0.01565134,-0.002925821
21.000312328,-0.03193209,0.002116843,-0.02504911
22.001622200,0.002459317,-0.00885401,0.008014254
23.000458717,-0.007223227,-0.001489247,-0.004219713
23.999296188,-0.01239891,-0.07574707,0.0772111
25.000605583,0.05219155,0.07358408,0.01697048
25.999442101,0.00767062,0.03637047,0.0008470204
27.000751019,0.002649287,0.03292896,-0.00552097
27.999588490,0.0005176988,0.01746648,0.003819206
29.000897884,0.002505525,0.01307409,-0.001615827
29.999734879,0.0009442518,0.006153025,-0.008270841
31.001043320,0.002757585,0.001646017,-0.002722489
31.999880791,-0.0726084,-0.0184371,-0.02425897
33.001189232,0.1328818,-0.03209038,-0.002243619
34.000025749,0.008424648,-0.03604074,0.01448133
35.001335144,-0.005949799,-0.02295678,-0.000994939
36.000171661,-0.002217843,-0.009559643,-0.002765636
37.001480579,-0.004815745,-0.008227312,0.004133586
38.000317097,0.004017218,-0.006488692,0.001817557
38.999152660,-0.02185879,-0.1068209,-0.003952246
40.000462055,0.03536011,0.0731608,-0.00154318
40.999298096,0.004701389,0.02816526,-0.001197932
42.000606537,-0.0007271548,0.01800671,0.003250517
42.999443054,-0.001773012,0.01515043,-0.002684336
44.000751972,0.00270437,0.006472701,0.002308339
44.999587536,0.001117431,0.004877467,-0.005044224
46.000896454,0.0003039746,0.005528116,-0.0004383976
46.999732018,-0.07752079,-0.01394618,-0.01048675
48.001040936,0.04611544,-0.04705386,-0.01308593
48.999876499,-0.007495943,-0.0204894,0.001365388
50.001185417,-0.004134093,-0.02564948,-0.004556178
51.000020981,-0.004209783,-0.01078203,-0.002954967
52.001328945,0.0001514484,-0.01040542,0.001790632
53.000164986,-0.003331088,-0.0004357276,-0.00278078
53.999000072,-0.03739146,-0.113921,-0.007163198
55.000308037,0.0222447,0.06776913,0.01661929
55.999144077,0.004484663,0.02808865,-0.00645777
57.000452042,-0.001205336,0.01647214,-0.001965561
57.999287128,0.005317417,0.01662733,0.0003099007
59.000595093,0.0006277038,0.007721475,-0.00316712
59.999431133,0.002898398,0.008993885,-0.0002406429
61.000738144,0.0001756109,0.007638742,0.0009831814
61.999574184,-0.08038961,0.00476649,0.008716113
