Time (s),XX,XY,XZ,YX,YY,YZ,ZX,ZY,ZZ
0.000000000,-0.8873451,0.4592705,0.03048504,-0.4598166,-0.8874788,-0.01382091,0.02067421,-0.02632361,0.9926931
0.998852253,-0.8874847,0.459006,0.03042217,-0.459553,-0.8876139,-0.01394944,0.02056703,-0.02640251,0.9926932
2.000176430,-0.8874453,0.4590862,0.03035644,-0.4596267,-0.8875793,-0.01371389,0.02061504,-0.02616494,0.9926987
2.999029160,-0.8498129,0.5253851,0.02784863,-0.5257909,-0.8499664,-0.009438847,0.01868045,-0.02270856,0.9928215
4.000353813,-0.301942,0.9506587,0.01925974,-0.9508525,-0.3019135,-0.004408255,0.001564357,-0.01969577,0.9930595
4.999205589,0.3138284,0.9446813,0.01509663,-0.9447938,0.3138515,0.0009153658,-0.003937557,-0.0146028,0.9931409
6.000530243,0.4907174,0.8653952,0.01527813,-0.8655276,0.4905972,0.01108473,0.002052665,-0.01876377,0.9930767
6.999382019,0.4848138,0.8687611,0.01398726,-0.8688218,0.4845461,0.01874683,0.009493891,-0.02137646,0.9929812
8.000706673,0.4841043,0.8691698,0.01330907,-0.8691637,0.4837462,0.02316704,0.01369919,-0.02293851,0.9928972
8.999558926,0.4836099,0.8694543,0.01283011,-0.8693929,0.483191,0.02606079,0.01647155,-0.02392623,0.9928322
9.998410702,0.4831734,0.8697016,0.01264013,-0.8696079,0.4827191,0.02765282,0.01796603,-0.02452903,0.992792
10.999735355,0.4826944,0.8699707,0.01251312,-0.8698556,0.4822182,0.02863031,0.018895,-0.02488477,0.9927654
11.998587131,0.482345,0.8701696,0.01227623,-0.8700337,0.4818546,0.02938225,0.01967714,-0.02503663,0.9927467
12.999911785,0.4819659,0.8703808,0.01227962,-0.8702393,0.4814685,0.02965873,0.01992793,-0.02516558,0.9927383
13.998763561,0.4815107,0.8706354,0.0122368,-0.8704896,0.4810106,0.02980443,0.02008924,-0.02518861,0.9927348
15.000088215,0.4812438,0.8707833,0.01224963,-0.8706346,0.4807397,0.02995311,0.02022066,-0.02526592,0.9927295
15.998939991,0.4809607,0.8709402,0.01231224,-0.8707911,0.480453,0.03004855,0.02028191,-0.02536042,0.9927264
17.000264168,0.4807144,0.871076,0.01239626,-0.8709252,0.4802004,0.03023016,0.0204071,-0.02551628,0.9927199
17.999115944,0.7527362,0.649253,0.006119799,-0.6491891,0.7524357,0.02397234,0.01097573,-0.02217337,0.9929483
19.000440598,0.9931806,-0.01208891,0.00158557,0.01206039,0.9930397,0.01685202,-0.001789639,-0.01683157,0.9931114
19.999292374,0.89338,-0.4348112,-0.006409597,0.4348572,0.8932444,0.01563629,-0.001055443,-0.01686602,0.9931121
21.000616550,0.8910292,-0.4393959,-0.01561817,0.439612,0.8909316,0.01511639,0.007350097,-0.02045504,0.9930183
21.999468327,0.891157,-0.4388993,-0.02123966,0.4392318,0.8911263,0.01463386,0.01261861,-0.02249542,0.9929214
22.998320103,0.8914077,-0.4382105,-0.02464827,0.4386161,0.8914352,0.01423338,0.01587176,-0.02362654,0.9928491
23.999644279,0.891803,-0.4372712,-0.02685935,0.4377226,0.8918788,0.01380948,0.01806831,-0.02420047,0.9927975
24.998496056,0.6835842,-0.7217081,-0.02223572,0.7219763,0.6836278,0.006873909,0.0103499,-0.02084604,0.9929833
25.999820709,0.03108156,-0.9959055,-0.01587656,0.9960316,0.03106226,0.001483793,-0.0009341664,-0.01591836,0.9931279
26.998672485,-0.405099,-0.9119475,-0.01529973,0.9120758,-0.4050467,-0.006483966,-0.0002332572,-0.01661533,0.9931166
27.999996662,-0.4153137,-0.9073716,-0.01574518,0.9074713,-0.4150791,-0.01613105,0.008182048,-0.02100417,0.9930006
28.998848438,-0.4145775,-0.9077111,-0.01541877,0.9077419,-0.4142213,-0.02178644,0.01348648,-0.02303264,0.9928982
30.000173092,-0.4140146,-0.9079714,-0.01509015,0.9079391,-0.4135781,-0.02538977,0.01692018,-0.02420869,0.9928179
30.999024868,-0.4132668,-0.9083061,-0.01527973,0.9082398,-0.4127738,-0.02753066,0.01881417,-0.02524747,0.9927582
32.000348568,-0.708599,-0.7041708,-0.0080858,0.7041411,-0.7083082,-0.02274273,0.0103497,-0.02180586,0.992963
32.999200821,-0.9979452,-0.06390466,-0.002772707,0.06394243,-0.9978051,-0.01677741,-0.001690818,-0.01692071,0.9931102
34.000525951,-0.9295943,0.3678992,0.00545793,-0.3679379,-0.9294416,-0.01685719,-0.001151206,-0.0176813,0.9930979
34.999377251,-0.9300862,0.3663915,0.01501326,-0.3666209,-0.929954,-0.01738635,0.007566318,-0.02168949,0.9929909
35.998229027,-0.9302459,0.3657088,0.02071493,-0.3660679,-0.9301733,-0.01735079,0.01289677,-0.02374514,0.9928892
36.999553680,-0.9305022,0.3648694,0.02381699,-0.3653012,-0.9304792,-0.0171599,0.0158733,-0.0246931,0.9928229
37.998406410,-0.9307863,0.3640105,0.02581771,-0.3644947,-0.9307944,-0.01727948,0.01771374,-0.02552172,0.992771
38.999730110,-0.7436023,0.6669714,0.02180384,-0.6672584,-0.7435997,-0.009818002,0.009623928,-0.02189019,0.9929685
39.998582840,-0.1158308,0.9901355,0.01586279,-0.9902596,-0.1157768,-0.004251387,-0.002434609,-0.01624115,0.9931202
40.999907494,0.3387681,0.9359245,0.01587484,-0.9360572,0.3387525,0.003780825,-0.001899016,-0.01620799,0.9931217
41.998759270,0.3526118,0.9307368,0.01647558,-0.9308584,0.3524197,0.01348152,0.006708487,-0.02020377,0.9930282
43.000083923,0.3517056,0.9310836,0.01643624,-0.9311508,0.3513932,0.01914835,0.01203831,-0.02217856,0.9929361
43.998935699,0.351029,0.9313403,0.01648482,-0.9313568,0.3506303,0.02287707,0.01552301,-0.02354029,0.9928564
45.000260353,0.3502858,0.9316221,0.01651637,-0.9316033,0.3498348,0.02503578,0.01754937,-0.02432284,0.9928039
45.999113083,0.6529952,0.7499059,0.009435889,-0.749904,0.6527293,0.02099793,0.009587905,-0.02092896,0.9929892
46.997964859,0.9848408,0.1291874,0.003504798,-0.1292262,0.9847248,0.01521426,-0.001502658,-0.01554024,0.9931331
47.999289513,0.9425708,-0.3137477,-0.004541193,0.3137802,0.9424486,0.01521443,-0.0004799566,-0.01587045,0.9931288
48.998141289,0.9356079,-0.333757,-0.01375623,0.3339559,0.9354972,0.01626056,0.007513565,-0.01992952,0.9930278
49.999466419,0.9359306,-0.3325497,-0.01967749,0.332875,0.9358781,0.01641175,0.01306844,-0.02204008,0.9929258
50.998318672,0.936155,-0.3316903,-0.02316506,0.3320997,0.9361471,0.01672088,0.01627275,-0.02348203,0.9928457
51.999643326,0.9363725,-0.3309268,-0.02518508,0.3313866,0.9363972,0.01683166,0.01815936,-0.02424522,0.9927951
52.998495102,0.761632,-0.6384048,-0.02176862,0.6386838,0.761654,0.009158952,0.01084302,-0.02098066,0.9929752
