Time (s),Gyroscope (deg/s),Accelerometer (g),Magnetometer (uT),,,,,,
0,0.1481527,0.9907441,17.13748,,,,,,
0.998852253,0.1863696,0.9869147,17.02172,,0.1937166,,0.08469051,,0.2184603
2.00017643,0.2668508,0.993146,16.27113,,41.84483,,42.20741,,42.02337
2.99902916,33.6828,0.9924064,17.36504,,37.87923,,37.44714,,38.54498
4.000353813,41.97595,0.994923,21.09367,,12.27443,,8.852983,,10.58522
4.999205589,27.58996,0.9865801,22.0504,,23.04805165,,22.14805588,,22.84300758
6.000530243,2.640209,0.9954332,22.53403,,,,,,
6.999382019,0.04111546,0.9835852,22.10801,,AVE =,22.67970503,,,
7.998234749,0.2093895,0.9864534,22.88675,,,,,,
8.999558926,0.1820485,0.9959854,22.88675,,,,,,
9.998410702,0.2479667,0.9945316,22.738,,,,,,
10.99973536,0.2150988,0.9878753,22.31581,,,,,,
11.99858713,0.1170729,0.9926269,22.738,,,,,,
12.99991179,0.1253979,0.9888341,22.45603,,,,,,
13.99876356,0.1001973,0.994081,22.38912,,,,,,
15.00008822,0.2085003,0.991326,22.53403,,,,,,
15.99893999,0.2792386,0.9897658,22.53403,,,,,,
17.00026417,0.2813862,0.98833,22.53403,,,,,,
17.99911594,41.73034,0.9940236,22.21419,,,,,,
19.0004406,37.26802,0.9931549,23.8565,,,,,,
19.99929237,10.50635,0.9962685,23.28643,,,,,,
20.99814463,0.6185845,0.9859832,23.28643,,,,,,
21.99946833,0.1842805,0.9985126,23.52517,,,,,,
22.9983201,0.2784848,0.9945291,23.31198,,,,,,
23.99964428,0.1937166,0.9922485,23.72402,,,,,,
24.99849606,41.84483,0.985889,22.6638,,,,,,
25.99982071,37.87923,0.9902573,20.79525,,,,,,
26.99867249,12.27443,0.9912426,17.74251,,,,,,
27.99999666,0.231733,0.985994,17.99798,,,,,,
28.99884844,0.1737941,0.9912814,17.71151,,,,,,
30.00017309,0.1353134,0.9879051,17.88685,,,,,,
30.99902487,0.08469051,0.9926442,17.74251,,,,,,
32.00034857,42.20741,0.9845595,16.39397,,,,,,
32.99920082,37.44714,0.9959228,15.79464,,,,,,
33.9980526,8.852983,0.9932443,16.04659,,,,,,
34.99937725,0.3773388,0.9969501,16.48249,,,,,,
35.99822903,0.25107,0.9912366,16.2641,,,,,,
36.99955368,0.1716127,0.9888612,16.57034,,,,,,
37.99840641,0.2184603,0.9989139,16.89994,,,,,,
38.99973011,42.02337,0.9974047,17.72551,,,,,,
39.99858284,38.54498,0.9998935,20.98345,,,,,,
40.99990749,10.58522,0.9900625,21.96081,,,,,,
41.99875927,0.4224027,0.9951147,22.53196,,,,,,
43.00008392,0.2064375,0.989761,22.0119,,,,,,
43.9989357,0.1445642,0.9950529,22.45263,,,,,,
45.00026035,0.03690124,0.9897994,22.04257,,,,,,
45.99911308,41.35758,0.9955047,23.55653,,,,,,
46.99796486,37.76212,0.9931065,23.47911,,,,,,
47.99928951,9.481465,0.9821681,23.38791,,,,,,
48.99814129,0.4087999,0.9907633,23.81784,,,,,,
49.99946642,0.2250496,0.9945961,23.33692,,,,,,
50.99831867,0.2046969,0.9936662,23.58252,,,,,,
51.99964333,0.2414442,0.9903681,23.53782,,,,,,
52.9984951,42.2677,0.9865242,22.91012,,,,,,
53.99981976,37.38722,0.9946089,20.63191,,,,,,
54.99867153,11.17841,0.997445,18.30329,,,,,,
55.99999619,0.3782102,0.9959846,17.88685,,,,,,
56.99884796,0.1961188,0.9960496,17.86362,,,,,,
57.99770021,0.1264541,0.9955409,18.24249,,,,,,
58.99902439,0.2127972,0.9936208,18.68092,,,,,,
59.99787569,42.15042,0.9858994,16.46722,,,,,,
60.99920034,37.46159,0.9959765,15.51394,,,,,,
61.99805212,7.798042,0.9881654,15.98543,,,,,,
62.9993763,0.2081961,0.9859517,16.00483,,,,,,
63.99822807,0.1714435,0.9959614,16.33428,,,,,,
64.99955225,0.2026422,0.9888391,15.83668,,,,,,
65.99840403,0.2527993,0.9922081,16.72503,,,,,,
66.99972773,41.74131,1.000851,17.13916,,,,,,
67.99857998,38.30231,0.9840428,20.72453,,,,,,
68.99990368,11.79724,1.008353,21.64746,,,,,,
69.99875546,0.5017972,0.9879391,21.21804,,,,,,
70.99760675,0.3048162,0.9936034,21.64746,,,,,,
71.99893093,0.1568719,0.9864559,21.89794,,,,,,
72.99778271,0.1126292,0.9916967,21.94291,,,,,,
73.99910641,41.90573,1.000435,22.48122,,,,,,
74.99795771,37.93975,0.996043,23.9286,,,,,,
75.99928188,7.499879,0.9894902,23.7554,,,,,,
76.99813318,0.2764652,0.9830645,23.74589,,,,,,
77.99945688,0.1946961,0.9950431,23.99696,,,,,,
78.99830818,0.282512,0.9869097,23.69798,,,,,,
79.99963236,0.2643279,0.9873884,23.07211,,,,,,
80.9984827,42.9354,0.9892762,22.73551,,,,,,
81.9998064,32.83498,0.976502,20.89262,,,,,,
82.9986577,2.197348,0.9875481,18.32107,,,,,,
83.997509,0.3189347,0.9907781,18.68355,,,,,,
84.99883223,0.1184836,1.001311,18.95569,,,,,,
85.99768353,0.1607412,0.9869235,18.60513,,,,,,
86.99900675,0.2320919,0.9907731,19.55446,,,,,,
87.99785757,42.14573,0.9935287,16.40381,,,,,,
88.99918079,32.82219,0.9846364,15.63724,,,,,,
89.99803209,2.013475,1.011851,16.40539,,,,,,
90.99935532,0.02340125,0.9883811,16.23289,,,,,,
91.99820566,0.4585162,0.9940907,15.9787,,,,,,
92.99952889,0.2543457,0.9893582,15.90692,,,,,,
93.99838018,2.601881,0.9994191,16.23294,,,,,,
94.99970293,42.08502,0.9993396,18.76417,,,,,,
95.99855328,29.58208,0.9911816,21.18895,,,,,,
96.99740458,2.053242,0.9901575,21.53463,,,,,,
97.99872732,0.1284555,0.9989002,21.96339,,,,,,
98.99757767,0.1156557,0.9913204,21.31176,,,,,,
99.99890089,0.3669285,0.9973823,21.73208,,,,,,
100.9977517,2.521692,0.9917172,22.42694,,,,,,
