Time (s),W,X,Y,Z
0.000000000,-0.2369672,-0.01319033,0.01035041,-0.9696355
0.998852253,-0.2368224,-0.01314601,0.01040352,-0.969671
2.000176430,-0.2368642,-0.01314156,0.01028163,-0.9696622
2.999029160,-0.2737639,-0.01211784,0.008372338,-0.9599292
4.000353813,-0.5907513,-0.006469521,0.007488509,-0.8047003
4.999205589,-0.8104883,-0.004786671,0.005871209,-0.58282
6.000530243,-0.8632983,-0.00864374,0.003829923,-0.5012528
6.999382019,-0.8615517,-0.01164274,0.001303859,-0.5042016
8.000706673,-0.8613206,-0.01338223,-0.0001132333,-0.5045547
8.999558926,-0.8611587,-0.01451156,-0.001057134,-0.5047987
9.998410702,-0.861021,-0.01515116,-0.001546391,-0.5050137
10.999735355,-0.860875,-0.0155409,-0.001853314,-0.5052494
11.998587131,-0.8607687,-0.01580532,-0.002149505,-0.5054213
12.999911785,-0.8606563,-0.01592515,-0.002221652,-0.5056084
13.998763561,-0.8605232,-0.01597663,-0.0022813,-0.5058333
15.000088215,-0.8604444,-0.01604375,-0.002315965,-0.5059647
15.998939991,-0.860361,-0.0161005,-0.002315792,-0.5061048
17.000264168,-0.8602876,-0.01619994,-0.002327951,-0.5062264
17.999115944,-0.9360642,-0.0123244,-0.001296902,-0.3467823
19.000440598,-0.9982581,-0.008435592,0.0008452747,0.006047862
19.999292374,-0.9729441,-0.008351536,-0.001375761,0.2234631
21.000616550,-0.9723327,-0.009145902,-0.005905455,0.2260049
21.999468327,-0.9723617,-0.009546159,-0.008705162,0.2257727
22.998320103,-0.9724243,-0.009733385,-0.01041727,0.2254228
23.999644279,-0.9725256,-0.009770937,-0.01154922,0.2249282
24.998496056,-0.9174612,-0.007553441,-0.00887929,0.3933911
25.999820709,-0.7179861,-0.006059363,-0.005202884,0.6935848
26.998672485,-0.5453705,-0.004644256,-0.00690653,0.8361396
27.999996662,-0.540683,-0.002253228,-0.01106343,0.8391438
28.998848438,-0.5410277,-0.0005758465,-0.01335665,0.838891
30.000173092,-0.5412877,0.0005454982,-0.01478434,0.8386993
30.999024868,-0.5416322,0.001053848,-0.01573665,0.8384591
32.000348568,-0.3817068,0.0006136035,-0.01207438,0.9223781
32.999200821,-0.03203347,-0.001118384,-0.008443427,0.997762
33.998052597,0.1874378,0.001084656,-0.008793288,0.9805183
34.999377251,0.186879,0.005756586,-0.00996225,0.9805976
35.998229027,0.1865572,0.008568877,-0.01047689,0.980633
36.999553680,0.1861358,0.01011789,-0.01066921,0.9806961
37.998406410,0.185698,0.01109629,-0.01091015,0.9807659
38.999730110,0.3579494,0.008431493,-0.008506727,0.9318565
39.998582840,0.6648791,0.004508249,-0.006879971,0.7446448
40.999907494,0.8181362,0.006108034,-0.005431203,0.5720263
41.998759270,0.8223144,0.010241,-0.002969392,0.5659621
43.000083923,0.8220066,0.01256891,-0.001337559,0.5663685
43.998935699,0.8217756,0.01412106,-0.0002926003,0.5666685
45.000260353,0.8215335,0.01502027,0.0003143524,0.5669962
45.999113083,0.909046,0.01153046,4.180656E-05,0.4124681
46.997964859,0.9961731,0.007718162,-0.001256673,0.06485157
47.999289513,0.9855066,0.007885507,0.001030241,-0.1591892
48.998141289,0.9837273,0.009197183,0.005405409,-0.1696895
49.999466419,0.9838037,0.009771214,0.008321257,-0.1690949
50.998318672,0.9838563,0.01021565,0.01002123,-0.1686705
51.999643326,0.9839092,0.01043716,0.01101332,-0.1682862
52.998495102,0.9384837,0.008028806,0.008687323,-0.3402
53.999819756,0.7560744,0.006456803,0.004980307,-0.6518533
54.998671532,0.5921538,0.005173236,0.006710907,-0.8036852
55.999996185,0.5842553,0.002883382,0.01085683,-0.8094116
56.998847961,0.5846303,0.001299369,0.01333328,-0.809108
58.000172615,0.5849444,0.0003574234,0.01495353,-0.8088535
58.999024391,0.5852109,-0.0002333423,0.01586362,-0.8086433
59.997875690,0.4313053,-0.0001044498,0.01228123,-0.9002514
60.999200344,0.08249208,0.001569694,0.008287683,-0.9948625
61.998052120,-0.1367169,-0.0006777841,0.009049479,-0.9888649
62.999376297,-0.1361148,-0.005043204,0.0101277,-0.9889249
63.998228073,-0.1358298,-0.007809415,0.01082555,-0.9889387
64.999552250,-0.1354781,-0.009492079,0.01114652,-0.9889686
65.998404026,-0.1351165,-0.01049953,0.01143815,-0.9890046
66.999727726,-0.3113345,-0.007838586,0.008881707,-0.9484503
67.998579979,-0.6265738,-0.003930907,0.007062542,-0.7771535
68.999903679,-0.7890548,-0.005466158,0.005548893,-0.6115223
69.998755455,-0.7938268,-0.009957804,0.003524175,-0.6052728
70.997606754,-0.7934992,-0.01245151,0.001991232,-0.6056629
71.998930931,-0.7932514,-0.01400484,0.001130618,-0.6059558
72.997782707,-0.7930271,-0.0148594,0.0005853755,-0.6062297
73.999106407,-0.8877727,-0.01136152,0.0005861093,-0.4564623
74.997957706,-0.9917941,-0.007403326,0.001791361,-0.1136401
75.999281883,-0.9926885,-0.008111946,-0.0005907422,0.1055032
76.998133183,-0.9927949,-0.009582601,-0.004931194,0.1042583
77.999456882,-0.9927998,-0.01040281,-0.007684688,0.1039656
78.998308182,-0.9928165,-0.01078766,-0.009330274,0.1036321
79.999632359,-0.9928484,-0.0110476,-0.01033933,0.1032022
80.998482704,-0.9369608,-0.008031094,-0.00692585,0.344412
81.999806404,-0.7597257,-0.00644277,-0.004164729,0.6476001
82.998657703,-0.6310182,-0.005768236,-0.007507808,0.7735335
83.997509003,-0.6350731,-0.003338241,-0.01107871,0.7701792
84.998832226,-0.6353331,-0.001993806,-0.01335153,0.7699333
85.997683525,-0.6355984,-0.001150833,-0.0147657,0.7696902
86.999006748,-0.635916,-0.0006838617,-0.0156921,0.7694101
87.997857571,-0.4258151,-0.00107544,-0.01106428,0.9028762
88.999180794,-0.08845181,-0.001935862,-0.007990547,0.9943522
89.998032093,0.07755258,0.001220136,-0.009285628,0.9952516
90.999355316,0.0748647,0.005175223,-0.01051855,0.9954323
91.998205662,0.07454374,0.007596816,-0.01138145,0.9954314
92.999528885,0.07409635,0.009145418,-0.01189033,0.9954458
93.998380184,0.0753333,0.009973035,-0.01180176,0.995346
94.999702930,0.3867433,0.005405877,-0.008528633,0.9203017
95.998553276,0.664041,0.00338968,-0.006675466,0.7454
96.997404575,0.7522138,0.007573791,-0.005629269,0.6562874
97.998727322,0.7514423,0.01092503,-0.003819891,0.6571366
98.997577667,0.7511508,0.01298117,-0.002587997,0.6574383
99.998900890,0.7508389,0.01434389,-0.001933507,0.6577682
100.997751713,0.7520213,0.01503306,-0.001322539,0.6564024
101.999074459,0.9208302,0.009322885,-0.002033603,0.3854976
102.997924805,0.9962364,0.006987618,-0.001955998,0.06393778
103.999248028,0.996722,0.008908715,0.001774589,-0.05559173
104.998097897,0.9967282,0.01009437,0.005404321,-0.0550405
105.999421120,0.9967251,0.01082066,0.00761435,-0.05469544
106.998270988,0.9967237,0.01129568,0.009066797,-0.05440447
107.999593735,0.9966177,0.01126803,0.009849529,-0.05618473
108.998444557,0.9272706,0.007959125,0.005598067,-0.3697327
109.997294426,0.7554667,0.006190698,0.003819865,-0.6525679
110.998616695,0.6715878,0.005301112,0.00794813,-0.738584
111.997467518,0.6721604,0.003522926,0.0114595,-0.7380274
112.998790264,0.6724641,0.002527671,0.01356536,-0.737719
113.997640133,0.672879,0.001906561,0.01483381,-0.737318
114.998962402,0.6722122,0.001390751,0.01544966,-0.7379144
115.997812271,0.4027461,0.002061556,0.00982844,-0.9134125
116.999135017,0.08334265,0.002260997,0.007404122,-0.9947974
117.997984886,-0.02482601,-0.001310987,0.009518955,-0.9979574
118.999307632,-0.02449159,-0.005019426,0.01099725,-0.9979388
119.998157501,-0.02409957,-0.007123156,0.01183576,-0.9979259
120.999480247,-0.02370439,-0.008517548,0.01237276,-0.997918
121.998330116,-0.02612852,-0.009328798,0.0120075,-0.9978546
122.997179985,-0.3415634,-0.004809014,0.008797824,-0.9380094
123.998501778,-0.62946,-0.003038569,0.006808428,-0.7748239
124.997351646,-0.7241883,-0.007068509,0.005926094,-0.687091
125.998674393,-0.7233857,-0.01052554,0.004234229,-0.6879041
126.997524261,-0.7230441,-0.01279546,0.003266544,-0.68823
127.998846054,-0.7227942,-0.01417093,0.002696757,-0.688468
128.997695923,-0.7238091,-0.01475385,0.002183263,-0.6873905
129.999017715,-0.9037528,-0.009098738,0.00243361,-0.4239925
130.997868061,-0.9925072,-0.006711713,0.002334475,-0.10727
131.999190331,-0.9981503,-0.008889526,-0.001094952,0.01560237
132.998039722,-0.9981611,-0.0103399,-0.004850702,0.01309417
133.999362469,-0.998143,-0.01127443,-0.007174534,0.0126316
134.998211384,-0.9981323,-0.01177452,-0.008498322,0.0121926
135.997061253,-0.9981102,-0.01189389,-0.0093402,0.0132243
136.998383522,-0.9429312,-0.008366019,-0.005381118,0.3277337
137.997233391,-0.7824354,-0.006431893,-0.003658582,0.619974
138.998555183,-0.6992797,-0.005610384,-0.007568987,0.7124232
139.997404575,-0.7003632,-0.003972819,-0.01132623,0.7113191
140.998726368,-0.7005404,-0.00303543,-0.0135968,0.7111096
141.997576237,-0.7007698,-0.002466963,-0.01489141,0.7108597
142.998897552,-0.7005032,-0.002082719,-0.01552084,0.7111102
143.997747421,-0.4414383,-0.002375949,-0.009972543,0.8953517
144.999068737,-0.1243263,-0.00234374,-0.007345816,0.9905106
145.997918606,-0.008927722,0.00123066,-0.009509182,0.9982264
146.999239922,-0.008892164,0.004683358,-0.01117877,0.9981992
147.998089314,-0.009421376,0.006895039,-0.01195773,0.9981725
148.996938229,-0.009795915,0.008303092,-0.0125418,0.998151
149.998260498,-0.009144889,0.009189346,-0.01267862,0.9981477
150.997109413,0.3052987,0.004846915,-0.009039197,0.950429
151.998430729,0.5981649,0.003023898,-0.006908788,0.7992306
152.997280121,0.6926315,0.006909854,-0.00606017,0.7188913
153.998601437,0.692206,0.01074485,-0.004535369,0.7192653
154.997450352,0.6919115,0.01276883,-0.003706007,0.7195203
155.998771667,0.6915367,0.01416259,-0.003111385,0.7198572
156.997621059,0.6912592,0.01502268,-0.002787589,0.7201077
157.998942375,0.6908463,0.0156101,-0.0025602,0.7204921
158.997791767,0.690562,0.01593569,-0.002413736,0.720758
159.999112606,0.6902854,0.01612955,-0.002352506,0.7210187
160.997961998,0.6900449,0.01615454,-0.00233368,0.7212484
161.996810436,0.6898316,0.01623453,-0.002395981,0.7214504
162.998131752,0.689627,0.01627734,-0.002482893,0.7216448
163.996981144,0.6895549,0.01630436,-0.002435274,0.7217132
164.998302460,0.689499,0.01633114,-0.00242514,0.721766
165.997150898,0.6894035,0.0163555,-0.002360787,0.721857
