Time (s),Roll (deg),Pitch (deg),Yaw (deg)
0.000000000,-1.518977,-1.184629,-152.6071
0.998852253,-1.523528,-1.178487,-152.6242
2.000176430,-1.509817,-1.181239,-152.6194
2.999029160,-1.310284,-1.070373,-148.2543
4.000353813,-1.136222,-0.08963111,-107.6172
4.999205589,-0.8423965,0.225606,-71.62526
6.000530243,-1.082451,-0.1176091,-60.4486
6.999382019,-1.233248,-0.5439681,-60.83791
8.000706673,-1.323446,-0.7849304,-60.88318
8.999558926,-1.380502,-0.9437931,-60.91449
9.998410702,-1.415326,-1.029433,-60.94247
10.999735355,-1.435882,-1.082668,-60.97352
11.998587131,-1.444668,-1.12749,-60.99609
12.999911785,-1.452118,-1.141862,-61.02094
13.998763561,-1.453451,-1.151106,-61.05085
15.000088215,-1.457918,-1.158638,-61.06834
15.998939991,-1.463373,-1.162148,-61.08698
17.000264168,-1.472373,-1.169322,-61.10313
17.999115944,-1.27925,-0.6288758,-40.77576
19.000440598,-0.9709743,0.1025388,0.69572
19.999292374,-0.9729604,0.06047244,25.95473
21.000616550,-1.180061,-0.4211333,26.2606
21.999468327,-1.297859,-0.7230122,26.23767
22.998320103,-1.363194,-0.9094231,26.19943
23.999644279,-1.396367,-1.035295,26.14314
24.998496056,-1.202654,-0.5930159,46.56461
25.999820709,-0.9182873,0.0535238,88.21263
26.998672485,-0.9584969,0.01336465,113.9484
27.999996662,-1.211753,-0.468802,114.5917
28.998848438,-1.328874,-0.7727421,114.5468
30.000173092,-1.396813,-0.9695013,114.5127
30.999024868,-1.456812,-1.078036,114.4665
32.000348568,-1.258036,-0.5930046,135.1808
32.999200821,-0.976117,0.09687677,176.3338
34.000525951,-1.019997,0.06595929,-158.4061
34.999377251,-1.251289,-0.4335222,-158.4866
35.998229027,-1.369979,-0.7389508,-158.5195
36.999553680,-1.424744,-0.9095113,-158.5658
37.998406410,-1.47261,-1.014976,-158.6147
38.999730110,-1.262893,-0.551419,-138.0973
39.998582840,-0.9369122,0.139493,-96.67157
40.999907494,-0.9349982,0.1088056,-70.10432
41.998759270,-1.165557,-0.3843709,-69.25317
43.000083923,-1.279565,-0.6897608,-69.30791
43.998935699,-1.358209,-0.8894389,-69.34853
45.000260353,-1.403416,-1.005557,-69.39357
45.999113083,-1.207428,-0.5493549,-48.95157
47.000437737,-0.894374,0.08740378,-7.381896
47.999289513,-0.9155229,0.02749949,18.41251
48.998141289,-1.14974,-0.4304996,19.64351
49.999466419,-1.271592,-0.7487879,19.57854
50.998318672,-1.354864,-0.932401,19.53207
51.999643326,-1.398952,-1.040512,19.48911
52.998495102,-1.210428,-0.6212716,39.98227
53.999819756,-0.9377957,0.05081056,81.7243
54.998671532,-0.9757058,0.02105779,107.4193
55.999996185,-1.208311,-0.4594389,108.5431
56.998847961,-1.332497,-0.7727957,108.492
58.000172615,-1.419891,-0.969248,108.4487
58.999024391,-1.464633,-1.085505,108.4117
60.000348568,-1.268026,-0.6152855,129.0634
60.999200344,-0.9662212,0.100607,170.5509
61.998052120,-1.043159,0.06497107,-164.3098
62.999376297,-1.234812,-0.4135439,-164.3739
63.998228073,-1.357737,-0.7165139,-164.4025
64.999552250,-1.420468,-0.9027047,-164.4401
65.998404026,-1.469168,-1.012882,-164.4799
66.999727726,-1.253564,-0.5350733,-143.7633
67.998579979,-0.9174255,0.1570234,-102.4361
68.999903679,-0.8891187,0.1186829,-75.74062
69.998755455,-1.158167,-0.3700879,-74.83259
71.000079632,-1.279395,-0.6838943,-74.88699
71.998930931,-1.361009,-0.8697202,-74.9285
72.997782707,-1.400792,-0.9791173,-74.96751
73.999106407,-1.194674,-0.5346658,-54.57376
74.997957706,-0.8706312,0.107183,-13.11774
75.999281883,-0.936262,0.03087249,12.17391
76.998133183,-1.157003,-0.4465218,12.03481
77.999456882,-1.283919,-0.7503466,12.00514
78.998308182,-1.347485,-0.9334242,11.96931
79.999632359,-1.388916,-1.045735,11.92139
80.998482704,-1.14344,-0.4266565,40.49541
81.999806404,-0.8759009,0.1155412,81.08005
82.998657703,-1.090009,-0.031586,101.7777
83.999980927,-1.230136,-0.5127767,101.1798
84.998832226,-1.332367,-0.7961583,101.142
85.997683525,-1.395907,-0.9739913,101.1034
86.999006748,-1.443518,-1.083263,101.0566
87.997857571,-1.205461,-0.4286166,129.6547
88.999180794,-0.9364592,0.1395899,169.8663
89.998032093,-1.077173,-0.05663317,-171.1181
90.999355316,-1.252825,-0.5000972,-171.4214
91.998205662,-1.372664,-0.7693557,-171.4543
92.999528885,-1.444065,-0.9422988,-171.5028
93.998380184,-1.442295,-1.035684,-171.3596
94.999702930,-1.146811,-0.1921299,-134.5485
95.998553276,-0.8337865,0.2184254,-96.80148
96.999876499,-1.082056,-0.08594654,-82.40452
97.998727322,-1.236872,-0.4937594,-82.52631
98.997577667,-1.321476,-0.7552198,-82.57105
99.998900890,-1.389567,-0.9148468,-82.6208
100.997751713,-1.404792,-1.016842,-82.41194
101.999074459,-1.080939,-0.1972522,-45.56898
102.997924805,-0.8175849,0.1721012,-7.370435
103.999248028,-1.035867,-0.1459349,6.407635
104.998097897,-1.195233,-0.5536051,6.348673
105.999421120,-1.292572,-0.8018891,6.312292
106.998270988,-1.356137,-0.9651995,6.281222
107.999593735,-1.359795,-1.052368,6.487713
108.998444557,-1.090326,-0.2576227,43.61371
109.999766827,-0.8266677,0.1322085,81.90283
110.998616695,-1.088066,-0.1630125,95.63454
111.997467518,-1.249086,-0.5847261,95.54778
112.998790264,-1.350923,-0.8316784,95.50164
113.997640133,-1.410181,-0.9827414,95.43774
114.998962402,-1.423529,-1.072547,95.54165
115.997812271,-1.131594,-0.2378142,132.5574
116.999135017,-0.8715448,0.1870315,170.4528
117.997984886,-1.09978,-0.1228413,-177.1583
118.999307632,-1.28048,-0.5431423,-177.1917
119.998157501,-1.382723,-0.7818992,-177.2331
120.999480247,-1.448112,-0.9404407,-177.2758
121.998330116,-1.410823,-1.030812,-176.9976
122.999651909,-1.141303,-0.1700304,-140.0021
123.998501778,-0.8293113,0.2213087,-102.011
124.997351646,-1.060388,-0.06475586,-87.18153
125.998674393,-1.214603,-0.4787214,-87.30821
126.997524261,-1.326959,-0.7384899,-87.35889
127.998846054,-1.396201,-0.8946565,-87.39612
128.997695923,-1.405519,-0.9811112,-87.22503
129.999017715,-1.067796,-0.1900406,-50.41457
130.997868061,-0.7974464,0.183005,-12.37998
131.999190331,-1.025712,-0.1093466,1.79813
132.998039722,-1.198185,-0.5393206,1.513921
133.999362469,-1.309011,-0.8043213,1.464234
134.998211384,-1.36816,-0.9556105,1.415915
135.997061253,-1.38422,-1.05032,1.53606
136.998383522,-1.113648,-0.2672511,38.4549
137.997233391,-0.8423194,0.1289159,76.97205
138.998555183,-1.074798,-0.1484961,91.26208
139.997404575,-1.250654,-0.5851758,91.08955
140.998726368,-1.361091,-0.8441793,91.06183
141.997576237,-1.421078,-0.9949098,91.02525
142.998897552,-1.442065,-1.076233,91.06845
143.997747421,-1.151221,-0.2606912,127.6664
144.999068737,-0.8730964,0.1613705,165.7381
145.997918606,-1.093928,-0.1505016,178.98
146.999239922,-1.282729,-0.5471059,178.9887
147.998089314,-1.369809,-0.8016052,178.9316
148.996938229,-1.435238,-0.963829,178.8912
149.998260498,-1.45073,-1.064418,178.9671
150.997109413,-1.16196,-0.2116503,-144.4941
151.998430729,-0.8457535,0.1966169,-106.563
152.997280121,-1.054838,-0.08823205,-92.32449
153.998601437,-1.234578,-0.5258667,-92.38461
154.997450352,-1.327154,-0.7589856,-92.42614
155.998771667,-1.388641,-0.921746,-92.48159
156.997621059,-1.430028,-1.018887,-92.52292
157.998942375,-1.457399,-1.086192,-92.58659
158.997791767,-1.470752,-1.12524,-92.63062
159.999112606,-1.480678,-1.146658,-92.6739
160.997961998,-1.480718,-1.150702,-92.71201
161.996810436,-1.491933,-1.152821,-92.7456
162.998131752,-1.50225,-1.149911,-92.77791
163.996981144,-1.500322,-1.156057,-92.78925
164.998302460,-1.50152,-1.159187,-92.79804
165.997150898,-1.497945,-1.166485,-92.81311
166.998472214,-1.50676,-1.171251,-92.83027
167.997320652,-1.503002,-1.173914,-92.84277
