Time (s),Percentage (%),Time To Empty (minutes),Voltage (V),Current (mA),Is Charger Connected (Boolean)
43.924754620,100.0352,15372286728.0913,4.16875,-0.3125,1
44.979621887,100.0352,15372286728.0913,4.169375,0.625,1
45.858509064,100.0352,15372286728.0913,4.168125,1.25,1
46.913403034,100.0352,15372286728.0913,4.16875,-0.3125,1
47.968107224,100.0352,15372286728.0913,4.16875,-0.3125,1
48.847107887,100.0352,15372286728.0913,4.16875,0,1
49.902009487,100.0352,15372286728.0913,4.168125,0.625,1
50.956649780,100.0352,15372286728.0913,4.168125,-1.25,1
51.835788250,100.0352,15372286728.0913,4.17,0.3125,1
52.890475750,100.0352,15372286728.0913,4.16875,-2.1875,1
53.945254803,100.0352,15372286728.0913,4.16875,0.3125,1
55.000155449,100.0352,15372286728.0913,4.169375,-0.625,1
55.878992557,100.0352,15372286728.0913,4.1675,0.9375,1
56.933940887,100.0352,15372286728.0913,4.16875,-0.3125,1
57.988629341,100.0352,15372286728.0913,4.16875,-0.3125,1
58.867556572,100.0352,15372286728.0913,4.169375,0.625,1
59.922349930,100.0352,15372286728.0913,4.17,0.9375,1
60.977191925,100.0352,15372286728.0913,4.169375,-0.3125,1
61.856243134,100.0352,15372286728.0913,4.169375,0,1
62.910973072,100.0352,15372286728.0913,4.16875,-0.9375,1
63.965702057,100.0352,15372286728.0913,4.168125,0.3125,1
64.844723225,100.0352,15372286728.0913,4.1675,0.625,1
65.899497509,100.0352,15372286728.0913,4.168125,1.25,1
66.954415798,100.0352,15372286728.0913,4.169375,-0.3125,1
67.833322048,100.0352,15372286728.0913,4.16875,-0.625,1
68.888168335,100.0352,15372286728.0913,4.169375,-0.3125,1
69.942866325,100.0352,15372286728.0913,4.16875,-1.25,1
70.997650146,100.0352,15372286728.0913,4.16875,0.3125,1
71.876744270,100.0352,15372286728.0913,4.16875,0,1
72.931424618,100.0352,15372286728.0913,4.17,-0.3125,1
73.986308098,100.0352,15372286728.0913,4.169375,-1.5625,1
74.865199089,100.0352,15372286728.0913,4.169375,1.5625,1
75.920010090,100.0352,15372286728.0913,4.168125,0,1
76.974874496,100.0352,15372286728.0913,4.16875,0,1
77.853759766,100.0352,15372286728.0913,4.168125,-0.3125,1
78.908694744,100.0352,15372286728.0913,4.170625,0.625,1
79.963327885,100.0352,15372286728.0913,4.1675,-0.625,1
80.842352390,100.0352,15372286728.0913,4.16875,0.9375,1
81.897225857,100.0352,15372286728.0913,4.16875,0.625,1
82.951951027,100.0352,15372286728.0913,4.168125,0.3125,1
83.831034184,100.0352,15372286728.0913,4.16875,0,1
84.885702133,100.0352,15372286728.0913,4.170625,-0.3125,1
85.940506935,100.0352,15372286728.0913,4.16875,0.3125,1
86.995396137,100.0352,15372286728.0913,4.17,1.25,1
87.874264240,100.0352,15372286728.0913,4.168125,0,1
88.929156780,100.0352,15372286728.0913,4.1675,-0.3125,1
89.983832836,100.0352,15372286728.0913,4.16875,1.5625,1
90.862963200,100.0352,15372286728.0913,4.169375,-1.25,1
91.917673111,100.0352,15372286728.0913,4.16875,-1.25,1
92.972396851,100.0352,15372286728.0913,4.16875,-0.3125,1
93.851500034,100.0352,15372286728.0913,4.17,-1.5625,1
94.906173706,100.0352,15372286728.0913,4.168125,0.9375,1
95.961029053,100.0352,15372286728.0913,4.17,0.625,1
96.839971543,100.0352,15372286728.0913,4.168125,0,1
97.894732475,100.0352,15372286728.0913,4.168125,-0.3125,1
98.949668407,100.0352,15372286728.0913,4.169375,-1.5625,1
99.828548432,100.0352,15372286728.0913,4.169375,0.625,1
100.883448124,100.0352,15372286728.0913,4.16875,-1.875,1
101.938165665,100.0352,15372286728.0913,4.16875,0.3125,1
102.992894173,100.0352,15372286728.0913,4.16875,-0.625,1
103.872038841,100.0352,15372286728.0913,4.170625,0,1
104.926678181,100.0352,15372286728.0913,4.166875,0.625,1
105.981586933,100.0352,15372286728.0913,4.16875,-0.625,1
106.860461235,100.0352,15372286728.0913,4.16875,0.3125,1
107.915253162,100.0352,15372286728.0913,4.16875,0,1
108.970165253,100.0352,15372286728.0913,4.16875,1.25,1
109.849009991,100.0352,15372286728.0913,4.16875,0.625,1
110.903912544,100.0352,15372286728.0913,4.16875,-0.3125,1
111.958609104,100.0352,15372286728.0913,4.168125,-0.3125,1
112.837688923,100.0352,15372286728.0913,4.169375,-1.25,1
113.892383575,100.0352,15372286728.0913,4.168125,0.9375,1
114.947182655,100.0352,15372286728.0913,4.16875,1.5625,1
115.826289654,100.0352,15372286728.0913,4.16875,-0.9375,1
116.880974293,100.0352,15372286728.0913,4.169375,0.625,1
117.935772419,100.0352,15372286728.0913,4.16875,0,1
118.990532875,100.0352,15372286728.0913,4.168125,-0.3125,1
119.869505405,100.0352,15372286728.0913,4.16875,0.625,1
120.924454212,100.0352,15372286728.0913,4.16875,0.9375,1
121.979093552,100.0352,15372286728.0913,4.16875,0.9375,1
122.858227253,100.0352,15372286728.0913,4.168125,0.3125,1
123.912906647,100.0352,15372286728.0913,4.1675,0,1
124.967661381,100.0352,15372286728.0913,4.16875,-0.625,1
125.846775055,100.0352,15372286728.0913,4.168125,0.625,1
126.901447773,100.0352,15372286728.0913,4.16875,0.3125,1
127.956357956,100.0352,15372286728.0913,4.168125,0.3125,1
128.835230351,100.0352,15372286728.0913,4.169375,-0.625,1
129.890038013,100.0352,15372286728.0913,4.169375,0.625,1
130.944905758,100.0352,15372286728.0913,4.1675,1.875,1
131.999627113,100.0352,15372286728.0913,4.17,0,1
132.878715515,100.0352,15372286728.0913,4.16875,0.625,1
133.933372974,100.0352,15372286728.0913,4.169375,0,1
134.988152981,100.0352,15372286728.0913,4.17,0.625,1
135.867160797,100.0352,15372286728.0913,4.16875,0,1
136.921915054,100.0352,15372286728.0913,4.16875,0.9375,1
137.976832867,100.0352,15372286728.0913,4.168125,-0.3125,1
138.855710506,100.0352,15372286728.0913,4.169375,-0.3125,1
139.910539627,100.0352,15372286728.0913,4.17,-0.625,1
140.965419292,100.0352,15372286728.0913,4.169375,1.5625,1
141.844322681,100.0352,15372286728.0913,4.170625,0.3125,1
142.899179935,100.0352,15372286728.0913,4.168125,-0.625,1
143.953867435,100.0352,15372286728.0913,4.169375,0,1
144.832987309,100.0352,15372286728.0913,4.1675,-0.3125,1
145.887643814,100.0352,15372286728.0913,4.16875,0,1
146.942415714,100.0352,15372286728.0913,4.17,-0.625,1
147.997334957,100.0352,15372286728.0913,4.16875,0.625,1
148.876213074,100.0352,15372286728.0913,4.168125,-0.3125,1
149.931117535,100.0352,15372286728.0913,4.16875,-0.625,1
150.985771179,100.0352,15372286728.0913,4.169375,-1.25,1
151.864763737,100.0352,15372286728.0913,4.17,0.3125,1
152.919704914,100.0352,15372286728.0913,4.16875,-0.3125,1
153.974392891,100.0352,15372286728.0913,4.1675,-0.3125,1
154.853477955,100.0352,15372286728.0913,4.16875,0.625,1
155.908122539,100.0352,15372286728.0913,4.16875,-0.9375,1
156.962919235,100.0352,15372286728.0913,4.169375,1.25,1
157.842015743,100.0352,15372286728.0913,4.17,0.625,1
158.896691799,100.0352,15372286728.0913,4.169375,-1.25,1
159.951646805,100.0352,15372286728.0913,4.169375,0,1
160.830525398,100.0352,15372286728.0913,4.166875,0,1
161.885295391,100.0352,15372286728.0913,4.16875,0.9375,1
162.940156937,100.0352,15372286728.0913,4.17,-0.3125,1
163.994837761,100.0352,15372286728.0913,4.16875,0.625,1
164.873954296,100.0352,15372286728.0913,4.16875,-0.3125,1
165.928607464,100.0352,15372286728.0913,4.16875,0,1
166.983398914,100.0352,15372286728.0913,4.169375,-0.3125,1
167.862405777,100.0352,15372286728.0913,4.169375,0.9375,1
