Time (s),Percentage (%),Time To Empty (minutes),Voltage (V),Current (mA),Is Charger Connected (Boolean)
0.854317665,100.0352,15372286728.0913,4.17125,-0.3125,1
1.908975124,100.0352,15372286728.0913,4.168125,0.625,1
2.963891029,100.0352,15372286728.0913,4.169375,-1.5625,1
3.842800141,100.0352,15372286728.0913,4.17,0.3125,1
4.897575378,100.0352,15372286728.0913,4.16875,0.3125,1
5.952520370,100.0352,15372286728.0913,4.169375,1.875,1
6.831325531,100.0352,15372286728.0913,4.16875,-1.25,1
7.886221886,100.0352,15372286728.0913,4.169375,-0.625,1
8.940954208,100.0352,15372286728.0913,4.169375,0.625,1
9.995696068,100.0352,15372286728.0913,4.16875,-0.3125,1
10.874676704,100.0352,15372286728.0913,4.168125,1.5625,1
11.929501057,100.0352,15372286728.0913,4.16875,-0.3125,1
12.984401226,100.0352,15372286728.0913,4.168125,-1.25,1
13.863281250,100.0352,15372286728.0913,4.1675,0.9375,1
14.918102264,100.0352,15372286728.0913,4.17,-0.625,1
15.972999096,100.0352,15372286728.0913,4.16875,-0.3125,1
16.851834774,100.0352,15372286728.0913,4.169375,0,1
17.906744480,100.0352,15372286728.0913,4.17,-0.625,1
18.961383820,100.0352,15372286728.0913,4.169375,0.625,1
19.840484142,100.0352,15372286728.0913,4.169375,0.9375,1
20.895192146,100.0352,15372286728.0913,4.169375,0,1
21.949978828,100.0352,15372286728.0913,4.169375,-0.3125,1
22.829118729,100.0352,15372286728.0913,4.17,0.625,1
23.883788586,100.0352,15372286728.0913,4.16875,0,1
24.938636780,100.0352,15372286728.0913,4.168125,-0.3125,1
25.993334770,100.0352,15372286728.0913,4.17,-0.9375,1
26.872335434,100.0352,15372286728.0913,4.169375,0.625,1
27.927236080,100.0352,15372286728.0913,4.166875,-0.3125,1
28.981889725,100.0352,15372286728.0913,4.169375,-0.9375,1
29.861011028,100.0352,15372286728.0913,4.16875,-0.9375,1
30.915675640,100.0352,15372286728.0913,4.16875,0.9375,1
31.970450878,100.0352,15372286728.0913,4.16875,0.625,1
32.849466324,100.0352,15372286728.0913,4.168125,0.3125,1
33.904246807,100.0352,15372286728.0913,4.170625,-1.25,1
34.959143639,100.0352,15372286728.0913,4.171875,0.3125,1
35.838030338,100.0352,15372286728.0913,4.16875,0.625,1
36.892827034,100.0352,15372286728.0913,4.168125,0.3125,1
37.947606087,100.0352,15372286728.0913,4.169375,-0.3125,1
38.826621533,100.0352,15372286728.0913,4.168125,-0.3125,1
39.881468296,100.0352,15372286728.0913,4.17,-0.625,1
40.936176777,100.0352,15372286728.0913,4.17,0.625,1
41.990954876,100.0352,15372286728.0913,4.16875,0,1
42.869949341,100.0352,15372286728.0913,4.16875,0.625,1
