Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.000000000,-0.176395,-0.04431619,-0.005921327,-0.001962219,-0.01571388,0.9804994,11.56378,17.45535,-16.06264,1008.319
1.001033306,0.1329219,0.01600247,-0.06724458,-0.002847308,-0.0177403,0.9943117,11.55601,17.82402,-15.68634,1008.323
1.999595165,0.3788951,-0.1028386,0.785718,0.001066941,-0.01765247,0.9895183,11.55465,17.82452,-16.06567,1008.333
3.000629425,-0.6097386,0.4893541,40.88426,-0.01072318,-0.02024224,0.9871386,17.19669,12.81825,-15.6678,1008.329
4.001663685,-0.2387675,0.785535,41.61602,-0.001495707,-0.01092202,0.9901436,20.3485,3.362084,-14.33777,1008.327
5.000226498,-1.166195,-0.8730778,2.03968,0.004384974,-0.009849241,0.9877476,17.58759,-2.811599,-14.33852,1008.33
6.001260757,0.6886604,0.1339371,0.2102647,-0.001487973,-0.01235727,0.9872496,17.57869,-2.442511,-14.27833,1008.326
6.999824047,0.4413463,0.1339371,-0.0336573,0.0002052244,-0.02446043,0.9932066,17.20683,-2.445179,-14.27679,1008.33
8.000859261,-0.1151104,0.01546475,-0.0336573,0.002590796,-0.0210099,0.9884882,17.57869,-2.442511,-14.27833,1008.34
8.999423504,0.008546621,0.07470092,20.57775,0.01274946,0.01889208,0.9763421,16.84251,-2.816436,-14.71478,1008.337
10.000459194,-0.5479101,0.9632435,41.0672,-0.007258337,-0.01878212,0.9952683,9.320329,-9.455149,-14.62905,1008.335
11.001495361,-0.7952242,0.6078265,41.43308,-0.01176629,-0.01829132,0.9814526,-2.409834,-8.801445,-14.1441,1008.337
12.000059605,-0.6715671,0.5485903,41.31112,-0.007657922,-0.02887867,0.9826524,-11.76485,-1.605808,-14.98755,1008.335
13.001096249,-0.1151104,0.3708818,29.66385,-0.009159748,-0.02649649,0.9850954,-12.39713,8.973948,-14.6934,1008.332
13.999660969,0.5031748,0.3708818,-3.204643,0.003595172,-0.02244293,0.987977,-10.64726,13.35632,-15.11622,1008.333
15.000698090,0.1322037,-0.1622438,0.0883037,-0.005785436,-0.02113272,0.9870957,-10.63677,12.98665,-14.73386,1008.33
15.999263287,-0.2387675,0.07470092,-0.0336573,-0.003334278,-0.01918061,0.9909427,-10.27541,13.35899,-15.11775,1008.326
17.000301361,0.008546621,0.01546475,-0.0336573,-0.006267418,-0.02305407,0.9832395,-10.64726,13.35632,-15.11622,1008.322
18.001339436,-0.0532819,0.1339371,1.063992,-0.001006326,-0.009484349,0.9939901,-9.903551,13.36166,-15.11929,1008.332
18.999905109,-0.2387675,0.3708818,41.31112,-0.01330303,-0.0125418,0.9873059,-4.2026,18.44881,-15.18473,1008.323
20.000943661,-0.6097386,0.6670626,41.92093,-0.01081113,-0.016817,0.9800447,7.110044,19.6383,-15.68326,1008.316
20.999510288,-0.3624245,0.9040073,41.00622,-6.495789E-05,-0.009897384,0.9839488,16.42092,14.22699,-14.85444,1008.316
22.000549793,-0.9807097,0.4301179,34.84719,-0.005211752,-0.02644551,0.9869865,19.95197,4.465932,-13.58664,1008.325
23.001588345,0.008546621,0.1931733,6.308315,0.01013732,-0.02963239,0.9940077,17.55281,-1.396523,-14.2869,1008.318
24.000155926,0.1322037,-0.04377142,-0.1556183,0.001626162,-0.02294947,0.9865442,18.24504,-1.761303,-13.90736,1008.309
25.001195431,-0.1151104,0.01546475,-0.0336573,-0.001389206,-0.01912353,0.9861585,17.91553,-1.024683,-14.29146,1008.308
25.999763489,-0.1151104,-0.22148,0.0273232,-0.003297619,-0.02064744,0.9937783,17.5633,-1.766195,-13.90454,1008.307
27.000803471,0.008546621,0.01546475,-0.0336573,0.001588831,-0.0195795,0.989477,17.56172,-1.765613,-14.34709,1008.316
27.999372005,-0.1151104,0.3116456,40.94524,-0.001397109,-0.0172125,0.9904947,14.6753,-5.41665,-14.68438,1008.305
29.000412464,-0.7952242,0.785535,41.3721,-0.008716837,-0.02310567,0.9856386,3.424828,-9.128727,-14.22839,1008.312
30.001452923,-0.300596,0.4301179,42.16485,-0.001451648,-0.01287254,0.9929696,-7.238377,-6.620078,-14.58507,1008.309
31.000022411,-0.8570527,0.7262988,38.14013,-0.004725454,-0.02310206,0.996124,-13.00674,3.493062,-15.02478,1008.315
32.001063347,-0.7952242,-0.2807162,16.12617,-0.008677933,-0.02409935,0.9903938,-11.34396,11.50463,-14.71868,1008.321
32.999632835,0.3795178,0.07470092,-0.2775793,-0.004781733,-0.02066261,0.992353,-10.99036,12.24564,-14.72627,1008.334
