Time (s),Roll (deg),Pitch (deg),Yaw (deg)
60.999223232,-0.7420018,0.8731484,175.0361
62.000271797,-0.9148119,0.5536397,175.0064
63.001319408,-1.035246,0.364475,174.9731
63.999896049,-1.09023,0.245393,174.9553
65.000944614,-0.9979203,1.159476,-152.7855
65.999522209,-0.6724431,1.899041,-110.783
67.000570774,-0.2124775,2.107381,-68.65122
67.999148369,-0.003954642,2.003085,-28.35921
69.000197887,-0.3138302,1.610319,-6.3097
70.001247406,-0.6944663,1.046294,-6.289059
70.999825478,-0.8803428,0.6965932,-6.351726
72.000875473,-1.005351,0.4960174,-6.384228
72.999454021,-1.073559,0.3440912,-6.418834
74.000504494,-0.9649655,0.9821085,17.39048
74.999083996,-0.7270781,1.828742,59.44629
76.000134945,-0.2537534,2.080947,101.0707
77.001186371,0.01829767,1.985708,142.5836
77.999765873,-0.2490104,1.643973,169.9248
79.000817776,-0.6527851,1.04588,171.9275
79.999397278,-0.8860227,0.6669496,171.8723
81.000449181,-1.003611,0.425681,171.8431
81.999030113,-1.090278,0.2835617,171.8153
83.000082493,-0.971804,0.6778536,-172.5419
84.001135349,-0.849821,1.689222,-130.5757
84.999716282,-0.4002906,2.058907,-89.0127
86.000769615,-0.03904643,2.077415,-46.85541
86.999351025,-0.160094,1.821617,-14.86382
88.000404835,-0.5989488,1.239165,-9.764774
88.998986721,-0.8384163,0.8228965,-9.855377
90.000040531,-0.9701986,0.5679606,-9.887386
91.001094341,-1.048687,0.4124724,-9.908196
91.999677181,-0.8671716,0.5294778,-2.50655
93.000731945,-0.8572048,1.594146,39.11102
93.999314785,-0.3966494,2.044827,80.90388
95.000369549,-0.01379333,2.056647,122.8298
95.998953342,-0.05024637,1.809987,158.1762
97.000008583,-0.5168441,1.275037,168.517
98.001063824,-0.7889532,0.8043239,168.5621
98.999648094,-0.9479798,0.5133813,168.5282
100.000703812,-1.030989,0.339808,168.5047
100.999288559,-0.7995477,0.2640605,169.7344
102.000344753,-0.9774455,1.354051,-150.6803
102.998929501,-0.589677,1.990474,-108.7338
103.999986172,-0.1243568,2.126175,-66.27105
104.998571396,-0.01638306,1.943656,-28.19537
105.999628544,-0.4693075,1.499918,-12.19286
107.000685692,-0.7353994,0.9616824,-12.53305
107.999270916,-0.9159757,0.6432118,-12.55468
109.000329018,-1.025783,0.4532932,-12.58283
109.998915195,-1.071293,0.3386034,-12.52936
110.999973774,-0.9519213,1.226555,20.2757
111.998559952,-0.5941496,1.930235,62.41163
112.999618053,-0.1389224,2.073613,104.7517
114.000677109,0.04270609,1.931247,145.1095
114.999263763,-0.3247268,1.543275,167.5861
116.000323296,-0.6750503,0.9697863,167.6833
116.998910427,-0.8758702,0.6178538,167.6588
117.999970436,-0.9894949,0.4019089,167.644
118.998557568,-1.067349,0.2721532,167.6308
119.999617577,-1.009754,0.9261662,-168.3975
121.000677586,-0.7443739,1.805185,-126.1698
121.999266148,-0.2671316,2.088347,-84.38087
123.000326633,0.02323051,2.044609,-42.44377
123.998915195,-0.2485083,1.707414,-15.14155
124.999975681,-0.6360351,1.127145,-13.39138
125.998565197,-0.8478595,0.7478372,-13.44442
126.999625683,-0.9899508,0.5098624,-13.46671
128.000687599,-1.069808,0.3779512,-13.49396
128.999276638,-0.9357982,0.7624753,2.038702
130.000338554,-0.7782881,1.713911,44.2406
130.998928547,-0.3005848,2.055388,86.37335
131.999990463,0.04416325,2.017309,128.5572
132.998580933,-0.1319636,1.718079,160.1604
133.999642849,-0.5888191,1.143833,164.6261
135.000705719,-0.8260282,0.7337349,164.5641
135.999296665,-0.9727732,0.4791152,164.5557
137.000359535,-1.052511,0.3174295,164.5493
137.998950481,-0.9431266,0.686892,179.789
139.000013828,-0.8195214,1.686059,-138.0816
139.998605251,-0.3554671,2.074683,-95.81436
140.999669075,-0.001453363,2.067847,-53.68851
141.998260498,-0.1433821,1.788884,-22.4701
142.999324322,-0.5895683,1.22368,-17.50792
144.000388622,-0.8095241,0.8106746,-17.57105
144.998980522,-0.9576046,0.5565118,-17.59269
146.000045300,-1.049592,0.4130563,-17.6154
146.998637676,-0.9390892,0.7764279,-2.499964
147.999702454,-0.7480838,1.727436,39.62442
148.998295784,-0.2923323,2.062471,81.79034
149.999361038,0.03367104,2.017436,123.8634
151.000426292,-0.1310238,1.737028,155.7697
151.999019623,-0.5764393,1.157029,159.846
153.000085354,-0.8129044,0.7447774,159.8175
153.998679161,-0.9543967,0.4792973,159.7976
154.999744415,-1.041949,0.3299482,159.7841
155.998339176,-0.9248531,0.6984183,174.9704
156.999404907,-0.802215,1.681821,-143.0952
157.997999668,-0.3535064,2.062941,-100.9252
158.999066353,-0.004420032,2.068613,-58.93769
160.000132561,-0.1413818,1.815417,-26.92934
160.998728275,-0.5949458,1.255011,-21.78072
161.999794483,-0.8227736,0.8384433,-21.8325
162.998390675,-0.9622892,0.582138,-21.85841
163.999457836,-1.05446,0.4156739,-21.88412
164.998053551,-0.9087767,0.784319,-6.880471
165.999121189,-0.7572187,1.755863,35.62571
167.000188828,-0.2709269,2.09471,78.09702
167.998785496,0.06770216,2.020437,120.0941
168.999853611,-0.1228886,1.742805,152.0818
169.998449802,-0.5627967,1.132792,156.0313
170.999518394,-0.7888554,0.7337983,155.9233
171.998115063,-0.9365446,0.4795136,155.8965
172.999184608,-1.03003,0.3339795,155.8696
174.000252724,-0.9153714,0.7014537,171.1654
174.998850822,-0.8282881,1.65885,-146.9667
175.999919891,-0.3720073,2.047337,-104.8132
176.998517513,-0.01372737,2.056805,-63.0114
177.999587059,-0.1470181,1.792082,-31.28515
178.998185158,-0.5885137,1.238783,-26.18047
179.999255180,-0.814773,0.8335509,-26.25369
180.997853756,-0.9646263,0.5648116,-26.28075
181.998924255,-1.047803,0.414635,-26.31713
182.999994755,-1.092999,0.3103324,-26.34354
183.998593330,-1.110956,0.258675,-26.3702
184.999663830,-1.145715,0.2294024,-26.39008
185.998263359,-1.161781,0.2043962,-26.40514
186.999334335,-1.17443,0.1919444,-26.42223
187.997934341,-1.175051,0.1942416,-26.44372
188.999005795,-1.16145,0.186117,-26.459
190.000077724,-1.155227,0.1873576,-26.47389
190.998677731,-1.156907,0.1695667,-26.48543
191.999749660,-1.157307,0.1736227,-26.50162
192.998350143,-1.16494,0.1808002,-26.51719
193.999422073,-1.16167,0.1742364,-26.53099
194.998023033,-1.149583,0.1834635,-26.53384
195.999095917,-1.153449,0.1850043,-26.54366
196.997696877,-1.160327,0.1867091,-26.55755
197.998769760,-1.162589,0.1868307,-26.5647
198.999842644,-1.159784,0.1738769,-26.57258
199.998445034,-1.163797,0.170817,-26.58934
200.999517918,-1.16903,0.1796883,-26.60032
201.998119831,-1.157951,0.1809657,-26.60649
202.999193668,-1.158386,0.181535,-26.60165
203.997795582,-1.159527,0.1879769,-26.60851
204.998870373,-1.154925,0.1776646,-26.6086
205.997472763,-1.155613,0.179781,-26.60876
206.998547554,-1.156807,0.1722464,-26.60216
207.999622345,-1.159455,0.1642976,-26.59967
208.998225212,-1.153869,0.1676231,-26.59565
209.999300003,-1.154987,0.1715513,-26.59321
210.997903824,-1.163041,0.1588856,-26.59018
211.998979092,-1.163907,0.1651497,-26.57733
212.997582912,-1.159734,0.1547527,-26.57731
213.998659134,-1.163249,0.1639658,-26.57305
214.999734879,-1.15806,0.1711885,-26.56165
215.998338699,-1.154044,0.1679704,-26.5623
216.999415398,-1.158325,0.1715022,-26.56401
217.998020172,-1.159809,0.1736573,-26.56441
218.999096394,-1.160089,0.1736033,-26.5611
219.997701645,-1.156917,0.1685818,-26.55865
220.998778820,-1.153703,0.1703857,-26.55397
221.997384548,-1.160068,0.1724983,-26.55811
222.998461723,-1.159208,0.1807129,-26.55336
223.999539375,-1.160674,0.1843113,-26.56198
224.998145580,-1.152025,0.1837342,-26.55215
225.999223232,-1.155103,0.1766978,-26.5516
226.997829914,-1.149938,0.1787328,-26.54556
227.998907566,-1.144125,0.1868175,-26.5555
228.997514248,-1.140581,0.1883249,-26.55498
229.998592854,-1.137179,0.1821539,-26.55591
230.999672413,-1.143359,0.1794346,-26.55852
231.998279572,-1.145914,0.1779606,-26.55173
232.999358177,-1.143171,0.1835818,-26.5438
233.997965813,-1.136681,0.1921357,-26.54819
234.999045372,-1.137746,0.1981302,-26.54739
235.997653008,-1.136555,0.187455,-26.542
236.998733044,-1.135315,0.1900014,-26.54636
237.997341633,-1.136213,0.2006505,-26.53265
238.998421669,-1.133897,0.1964963,-26.53071
239.999502182,-1.141064,0.1964681,-26.52761
240.998110771,-1.145951,0.1911329,-26.52279
241.999191284,-1.130709,0.1790377,-26.51677
242.997799873,-1.137864,0.1863298,-26.5378
243.998881340,-1.135344,0.1969623,-26.53226
244.997490406,-1.135726,0.1833008,-26.53024
245.998571396,-1.136565,0.1880654,-26.52411
246.997181416,-1.132528,0.1909404,-26.51529
247.998262882,-1.138704,0.1831523,-26.52649
248.999344826,-1.142671,0.1784555,-26.52929
249.997954845,-1.144532,0.1773758,-26.5255
250.999036312,-1.151101,0.1751928,-26.53582
251.997646332,-1.146379,0.1912968,-26.53715
252.998729229,-1.142406,0.1846803,-26.52337
253.997338772,-1.122467,0.1599564,-26.52465
254.998421669,-1.120519,0.1607874,-26.53536
255.997032166,-1.10172,0.1278775,-26.8537
256.998114586,-1.093844,0.1123297,-26.95251
257.999197483,-1.118067,0.2099872,-26.88787
258.997807980,-1.127305,0.1708598,-26.70554
259.998890400,-1.11993,0.1652921,-26.74229
260.997501850,-1.117859,0.1992612,-26.64747
261.998584747,-1.107862,0.1595068,-26.56689
262.997195721,-1.111476,0.2115483,-26.19238
263.998278618,-1.139328,0.2008335,-26.10213
264.996890068,-1.131871,0.1714848,-26.53295
265.997973442,-1.130165,0.1897217,-26.08873
266.999056339,-1.096769,0.1873332,-26.55555
267.997668266,-1.136737,0.1895446,-25.93992
268.998751640,-1.110281,0.1903029,-26.81714
269.997363567,-1.148743,0.1643371,-26.37164
270.998447418,-1.107436,0.1757731,-26.56699
271.997059345,-1.115619,0.1931784,-26.51097
272.998143196,-1.127835,0.2009814,-26.46937
273.999227047,-1.126719,0.1939004,-26.42323
274.997838974,-1.129037,0.1861645,-26.37509
275.998923779,-1.104007,0.1748635,-26.33043
276.997536182,-1.116953,0.1692955,-26.30456
277.998620510,-1.124645,0.1706062,-26.27398
278.997232914,-1.134269,0.1693657,-26.25018
279.998317242,-1.136597,0.1837721,-26.22923
280.996930122,-1.129507,0.1772753,-26.20928
281.998014450,-1.114448,0.1757881,-26.14865
282.999099255,-1.122216,0.1693862,-26.22202
283.997711658,-1.142041,0.1765148,-26.1969
284.998796463,-1.141936,0.1769988,-26.17886
285.997408867,-1.134368,0.1780145,-26.16507
286.998494148,-1.124613,0.1868867,-26.1495
287.997107029,-1.12492,0.1810385,-26.13807
288.998191833,-1.126962,0.1833325,-26.12979
289.996805191,-1.124327,0.177976,-26.11297
290.997889996,-1.13456,0.18408,-26.10508
291.998975277,-1.156561,0.197428,-26.09332
292.997588158,-1.145832,0.1818266,-26.08005
293.998673439,-1.135955,0.176081,-26.07918
294.997287750,-1.142183,0.1811193,-26.06758
295.998372555,-1.148231,0.1769356,-26.06326
296.996986866,-1.152393,0.1864267,-26.06305
297.998072147,-1.142433,0.1803504,-26.05865
298.996685982,-1.154614,0.1957555,-26.05208
299.997771740,-1.140058,0.1938772,-26.04142
300.998857021,-1.149313,0.1908044,-26.03925
301.997471809,-1.149006,0.1852639,-26.03239
302.998557568,-1.16049,0.2028431,-25.92575
303.997171402,-1.160266,0.1970778,-25.96896
304.998258114,-1.14535,0.1876424,-26.00287
305.996872425,-1.144078,0.1841481,-26.01106
306.997958660,-1.148774,0.1857318,-26.00708
307.996573925,-1.131024,0.1906646,-25.84531
308.997660160,-1.152699,0.199841,-26.04279
309.998746872,-1.140381,0.1914717,-26.0333
310.997361660,-1.141181,0.1897324,-26.02771
311.998448849,-1.146389,0.1853211,-26.02725
312.997064114,-1.14855,0.1873541,-26.02385
313.998151302,-1.133702,0.2165941,-25.56009
314.996766567,-1.202452,0.3126035,-26.58883
315.997853756,-1.135711,0.1852672,-26.47275
316.996469498,-1.202077,0.2142943,-25.35214
317.997557163,-1.228443,0.3097741,-26.73817
318.998644829,-1.19975,0.223035,-26.27689
319.997260571,-1.258291,0.3187869,-26.45496
320.998348713,-1.140279,0.1913297,-26.44541
321.996964455,-1.127983,0.2184183,-26.47726
322.998053074,-1.127273,0.2143002,-26.51072
323.996669769,-1.112211,0.2095121,-26.55635
324.997758389,-1.103658,0.2066245,-26.59238
325.996375084,-1.104551,0.2041641,-26.62523
326.997463703,-1.109276,0.1962423,-26.65401
327.998552799,-1.104097,0.2050592,-26.68972
328.997169971,-1.100452,0.2009629,-26.71538
329.998259068,-1.114776,0.190262,-26.74313
330.996876717,-1.125254,0.1981423,-26.76137
331.997966290,-1.124272,0.1932682,-26.79106
332.996584415,-1.134458,0.1994038,-26.80951
333.997674465,-1.141381,0.195933,-26.82548
334.996292114,-1.140595,0.2059699,-26.84456
335.997382641,-1.14026,0.2009141,-26.85365
336.998473167,-1.141299,0.1993357,-26.86629
337.997091770,-1.140392,0.1868882,-26.88445
338.998182297,-1.140606,0.1863319,-26.89822
339.996801853,-1.141352,0.1997339,-26.91294
340.997892857,-1.137776,0.2140528,-26.91613
341.996512413,-1.141959,0.2125313,-26.92579
342.997603416,-1.139811,0.2106416,-26.92994
343.996223450,-1.139438,0.2191816,-26.93143
344.997315407,-1.141062,0.2007575,-26.9321
345.998407364,-1.134353,0.2099556,-26.93121
346.997027397,-1.137749,0.2082706,-26.93077
347.998119831,-1.13843,0.2042814,-26.9354
348.996740341,-1.137995,0.2047802,-26.94262
349.997832775,-1.140904,0.2096922,-26.93709
350.996454239,-1.143451,0.2117159,-26.94223
351.997547626,-1.144474,0.2108552,-26.94786
352.996168613,-1.145911,0.2224043,-26.94059
353.997262001,-1.140717,0.2120287,-26.94783
