Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
0.000000000,27.65,29.63
1.001033306,27.61,29.632
2.002066612,27.638,29.634
3.000629425,27.646,29.638
4.001663685,27.674,29.638
5.000226498,27.644,29.64
6.001260757,27.656,29.642
7.002296448,27.714,29.644
8.000859261,27.684,29.646
9.001894951,27.672,29.648
10.000459194,27.684,29.648
11.001495361,27.712,29.652
12.000059605,27.704,29.652
13.001096249,27.732,29.654
14.002132893,27.71,29.656
15.000698090,27.756,29.658
16.001735687,27.77,29.66
17.000301361,27.734,29.66
18.001339436,27.792,29.662
18.999905109,27.77,29.664
20.000943661,27.786,29.666
21.001982212,27.784,29.666
22.000549793,27.776,29.668
23.001588345,27.876,29.67
24.000155926,27.826,29.672
25.001195431,27.834,29.672
25.999763489,27.854,29.674
27.000803471,27.85,29.676
28.001843929,27.888,29.678
29.000412464,27.878,29.68
30.001452923,27.842,29.68
31.000022411,27.906,29.684
32.001063347,27.902,29.684
32.999632835,27.91,29.686
34.000674725,27.916,29.688
35.001716614,27.892,29.69
36.000286579,27.926,29.692
37.001328945,27.976,29.692
37.999899864,27.966,29.696
39.000942707,27.968,29.696
39.999514103,27.946,29.698
41.000557423,27.998,29.7
42.001600742,28.03,29.702
43.000172615,28.014,29.702
44.001216412,28,29.704
44.999789238,27.972,29.704
46.000833511,28.02,29.706
46.999406338,27.994,29.708
48.000450611,27.996,29.71
49.001495838,28.036,29.712
50.000069141,28.048,29.714
51.001114368,28.014,29.716
51.999688625,28.052,29.716
53.000734329,28.056,29.718
54.001780987,28.068,29.72
55.000355721,28.088,29.72
56.001401901,28.094,29.722
56.999977589,28.09,29.724
58.001023769,28.102,29.726
58.999599934,28.142,29.728
60.000647068,28.13,29.728
61.001695156,28.126,29.73
62.000271797,28.124,29.732
63.001319408,28.156,29.732
63.999896049,28.144,29.734
65.000944614,28.116,29.736
65.999522209,28.19,29.738
67.000570774,28.178,29.738
68.001619816,28.156,29.74
69.000197887,28.142,29.742
70.001247406,28.204,29.744
70.999825478,28.208,29.746
72.000875473,28.214,29.746
72.999454021,28.206,29.748
74.000504494,28.232,29.75
74.999083996,28.24,29.752
76.000134945,28.254,29.752
77.001186371,28.262,29.754
77.999765873,28.268,29.756
79.000817776,28.264,29.756
79.999397278,28.278,29.758
81.000449181,28.292,29.76
81.999030113,28.268,29.762
83.000082493,28.28,29.762
84.001135349,28.28,29.764
84.999716282,28.312,29.766
86.000769615,28.278,29.768
86.999351025,28.32,29.768
88.000404835,28.296,29.77
88.998986721,28.378,29.772
90.000040531,28.366,29.772
91.001094341,28.356,29.774
91.999677181,28.34,29.776
93.000731945,28.386,29.778
93.999314785,28.354,29.778
95.000369549,28.38,29.78
95.998953342,28.398,29.78
97.000008583,28.394,29.782
98.001063824,28.426,29.784
98.999648094,28.406,29.784
100.000703812,28.402,29.786
100.999288559,28.404,29.788
102.000344753,28.424,29.788
102.998929501,28.48,29.79
103.999986172,28.468,29.792
105.001043320,28.472,29.792
105.999628544,28.446,29.792
107.000685692,28.45,29.794
107.999270916,28.496,29.796
109.000329018,28.464,29.798
109.998915195,28.51,29.798
110.999973774,28.482,29.8
112.001031399,28.49,29.8
112.999618053,28.524,29.802
114.000677109,28.506,29.802
114.999263763,28.512,29.804
116.000323296,28.516,29.806
116.998910427,28.502,29.808
117.999970436,28.524,29.81
119.001029491,28.548,29.81
119.999617577,28.548,29.812
121.000677586,28.546,29.814
121.999266148,28.6,29.814
123.000326633,28.56,29.816
123.998915195,28.604,29.818
124.999975681,28.582,29.818
125.998565197,28.568,29.82
126.999625683,28.636,29.82
128.000687599,28.624,29.822
128.999276638,28.62,29.824
130.000338554,28.654,29.826
130.998928547,28.612,29.826
131.999990463,28.68,29.826
132.998580933,28.632,29.828
133.999642849,28.68,29.83
135.000705719,28.666,29.83
135.999296665,28.644,29.832
137.000359535,28.664,29.832
137.998950481,28.688,29.834
139.000013828,28.688,29.834
139.998605251,28.692,29.836
140.999669075,28.68,29.836
142.000732422,28.692,29.838
142.999324322,28.712,29.838
144.000388622,28.728,29.84
144.998980522,28.72,29.842
146.000045300,28.724,29.842
146.998637676,28.712,29.844
147.999702454,28.74,29.844
149.000767708,28.736,29.844
149.999361038,28.764,29.846
151.000426292,28.718,29.848
151.999019623,28.792,29.848
153.000085354,28.774,29.85
153.998679161,28.734,29.85
154.999744415,28.754,29.852
155.998339176,28.796,29.854
156.999404907,28.768,29.854
158.000471592,28.782,29.856
158.999066353,28.8,29.856
160.000132561,28.818,29.858
160.998728275,28.786,29.858
161.999794483,28.842,29.86
162.998390675,28.832,29.86
163.999457836,28.812,29.862
165.000524998,28.83,29.862
165.999121189,28.84,29.864
167.000188828,28.812,29.866
167.998785496,28.842,29.866
168.999853611,28.838,29.868
169.998449802,28.842,29.868
170.999518394,28.846,29.87
171.998115063,28.812,29.872
172.999184608,28.886,29.872
174.000252724,28.898,29.874
174.998850822,28.904,29.874
175.999919891,28.906,29.876
176.998517513,28.886,29.876
177.999587059,28.934,29.878
178.998185158,28.898,29.88
179.999255180,28.938,29.88
181.000325680,28.886,29.882
181.998924255,28.92,29.882
182.999994755,28.932,29.884
183.998593330,28.894,29.886
184.999663830,28.946,29.886
185.998263359,28.964,29.886
186.999334335,29.006,29.888
187.997934341,28.996,29.89
188.999005795,28.962,29.89
190.000077724,28.982,29.892
190.998677731,28.984,29.892
191.999749660,29.02,29.894
192.998350143,28.984,29.894
193.999422073,29,29.896
194.998023033,28.972,29.898
195.999095917,29.04,29.898
197.000168324,28.992,29.9
197.998769760,29.018,29.9
198.999842644,29.032,29.902
199.998445034,29.042,29.902
200.999517918,28.976,29.904
201.998119831,29.05,29.906
202.999193668,29.072,29.906
203.997795582,29.078,29.908
204.998870373,29.06,29.908
205.999944210,29.1,29.91
206.998547554,29.102,29.91
207.999622345,29.108,29.912
208.998225212,29.08,29.914
209.999300003,29.124,29.916
210.997903824,29.116,29.916
211.998979092,29.146,29.918
213.000054836,29.076,29.918
213.998659134,29.13,29.92
214.999734879,29.146,29.92
215.998338699,29.112,29.922
216.999415398,29.12,29.922
217.998020172,29.162,29.924
218.999096394,29.168,29.926
219.997701645,29.226,29.926
220.998778820,29.23,29.928
221.999856472,29.192,29.928
222.998461723,29.182,29.93
223.999539375,29.196,29.932
224.998145580,29.2,29.932
225.999223232,29.24,29.934
226.997829914,29.192,29.936
227.998907566,29.228,29.938
228.997514248,29.206,29.938
229.998592854,29.248,29.94
230.999672413,29.208,29.942
231.998279572,29.22,29.942
232.999358177,29.296,29.944
233.997965813,29.29,29.944
234.999045372,29.22,29.946
235.997653008,29.274,29.948
236.998733044,29.228,29.948
237.997341633,29.234,29.95
238.998421669,29.288,29.95
239.999502182,29.264,29.952
240.998110771,29.276,29.954
241.999191284,29.316,29.954
242.997799873,29.292,29.956
243.998881340,29.268,29.956
244.997490406,29.34,29.958
245.998571396,29.358,29.958
246.999652863,29.32,29.96
247.998262882,29.332,29.96
248.999344826,29.348,29.96
249.997954845,29.33,29.962
250.999036312,29.326,29.962
251.997646332,29.37,29.964
252.998729229,29.376,29.964
253.997338772,29.364,29.966
254.998421669,29.37,29.966
255.999504089,29.342,29.968
256.998114586,29.322,29.968
257.999197483,29.376,29.97
258.997807980,29.406,29.97
259.998890400,29.346,29.97
260.997501850,29.362,29.972
261.998584747,29.368,29.972
262.997195721,29.404,29.972
263.998278618,29.412,29.972
264.999361992,29.39,29.972
265.997973442,29.408,29.974
