Time (s),XX,XY,XZ,YX,YY,YZ,ZX,ZY,ZZ
0.000000000,-0.002454549,-0.9964265,-0.02000959,0.9966268,-0.002475942,0.0010745,-0.001056288,-0.02001056,0.9930542
1.001033306,-0.002501787,-0.9964256,-0.02005238,0.9966268,-0.002522533,0.00103966,-0.001022351,-0.02005327,0.9930531
1.999595165,-0.002641391,-0.996429,-0.01988479,0.9966267,-0.002662697,0.001074898,-0.001060524,-0.01988556,0.9930562
3.000629425,-0.5256989,-0.8483977,-0.0257497,0.8485969,-0.5259829,0.005315118,-0.01802719,-0.01913944,0.9929084
4.001663685,-0.9539641,-0.2974225,-0.03437652,0.2977141,-0.9544877,-0.003532892,-0.03175236,-0.01363871,0.9926558
5.000226498,-0.994558,0.1002254,-0.0277929,-0.09976478,-0.9948406,-0.01744534,-0.0294034,-0.01456795,0.9927152
6.001260757,-0.9944589,0.1037263,-0.01597411,-0.1034174,-0.9944373,-0.01902391,-0.01786491,-0.01726054,0.9929456
6.999824047,-0.9946508,0.1027317,-0.008928861,-0.1025337,-0.9945039,-0.02029226,-0.01097133,-0.01926474,0.9930087
8.000859261,-0.9947509,0.1020445,-0.004710176,-0.101928,-0.9945632,-0.02044672,-0.006778017,-0.0198573,0.9930344
9.001894951,-0.9914954,0.1298897,-0.002869181,-0.1298194,-0.9913511,-0.01765356,-0.005145054,-0.01712918,0.9930952
10.000459194,-0.6865575,0.7256126,-0.003334511,-0.7252436,-0.6863433,-0.02896599,-0.02337429,-0.01742959,0.9928288
11.001495361,-0.0324414,0.996158,0.009534514,-0.995623,-0.03209748,-0.03430039,-0.03400942,-0.01052536,0.9926192
12.000059605,0.6307524,0.7684374,0.02562054,-0.7680083,0.6312613,-0.02588555,-0.03627341,-0.003273164,0.9925897
13.001096249,0.9691706,0.2152501,0.03308296,-0.2151741,0.9697322,-0.005886814,-0.03357353,-0.001398133,0.9926888
13.999660969,0.9909977,-0.06232461,0.02472695,0.06208163,0.9912655,0.01044557,-0.02533079,-0.008881617,0.9928942
15.000698090,0.9913439,-0.05972479,0.0154871,0.05950594,0.9913765,0.01418228,-0.0163078,-0.01323038,0.9930344
16.001735687,0.9914595,-0.05904506,0.009474702,0.05888058,0.9913737,0.01673546,-0.0104483,-0.01614554,0.9930697
17.000301361,0.9915177,-0.05851437,0.006037936,0.05839495,0.9913749,0.01829211,-0.007100517,-0.01790644,0.9930691
18.001339436,0.9915134,-0.05877185,0.003861974,0.05868709,0.9913406,0.01920424,-0.004987042,-0.01894327,0.9930629
18.999905109,0.8208122,-0.560304,0.006749067,0.5599874,0.8206555,0.02566095,-0.02000682,-0.01742874,0.9929018
20.000943661,0.2401484,-0.9664132,-0.003096722,0.9658642,0.2398994,0.03451959,-0.03271718,-0.01143582,0.9926523
20.999510288,-0.4635709,-0.8837907,-0.01995173,0.883293,-0.4639869,0.02990783,-0.03574286,-0.003872742,0.9926066
22.000549793,-0.9237671,-0.3809965,-0.03133419,0.380806,-0.9243,0.01207499,-0.03357026,-0.0008212589,0.9926893
23.001588345,-0.9995476,0.01322294,-0.02695723,-0.013023,-0.9998863,-0.007554528,-0.02705439,-0.007198846,0.992862
24.000155926,-0.9997647,0.01383787,-0.01665936,-0.01362008,-0.9998212,-0.01307287,-0.01683788,-0.01284212,0.9930303
25.001195431,-0.9998577,0.01334699,-0.01026709,-0.01318025,-0.999783,-0.01608594,-0.01048029,-0.01594786,0.9930726
25.999763489,-0.9998958,0.01284792,-0.006520332,-0.01272894,-0.9997577,-0.01791182,-0.006749656,-0.01782667,0.993073
27.000803471,-0.9999127,0.01250669,-0.004179278,-0.01242487,-0.9997415,-0.01899588,-0.004416573,-0.01894211,0.9930658
27.999372005,-0.9124293,0.4084544,-0.006861978,-0.4082121,-0.9122751,-0.0229201,-0.01565147,-0.01809555,0.9929678
29.000412464,-0.4129781,0.9085646,0.0003592707,-0.9080386,-0.4127275,-0.03407229,-0.03091406,-0.01433077,0.9926726
30.001452923,0.2972237,0.9500663,0.01680195,-0.9495122,0.297632,-0.03300241,-0.03653516,-0.006053675,0.9925668
31.000022411,0.8470329,0.5187871,0.03061923,-0.5184727,0.8475838,-0.01806926,-0.03554961,-0.0005107643,0.9926209
32.001063347,0.9916719,0.04728423,0.03029221,-0.04738409,0.9921248,0.002573087,-0.03013577,-0.004009225,0.9927914
32.999632835,0.9930446,0.005308245,0.01979291,-0.005528683,0.9931786,0.01106134,-0.01973247,-0.0111688,0.9929973
34.000674725,0.9931534,0.006103819,0.0128728,-0.00629239,0.9931282,0.01460979,-0.01278168,-0.01468957,0.9930649
34.999244690,0.9931945,0.006617376,0.008831159,-0.006767289,0.9930876,0.01699729,-0.008716813,-0.01705621,0.9930715
36.000286579,0.9932115,0.006957382,0.006232553,-0.007071183,0.9930609,0.01836461,-0.006103136,-0.01840803,0.9930665
37.001328945,0.9574355,-0.2646648,0.00821444,0.2644695,0.9573286,0.01939735,-0.01306949,-0.01652037,0.9930327
37.999899864,0.5451539,-0.832085,0.004533846,0.8315737,0.5449932,0.03236533,-0.02951644,-0.01403031,0.9927195
39.000942707,-0.1539295,-0.9851273,-0.01110194,0.9845424,-0.1542281,0.03442901,-0.03571218,-0.005766246,0.9925984
39.999514103,-0.7650524,-0.642178,-0.02678977,0.6417907,-0.7655233,0.0223001,-0.03485603,-0.000208592,0.9926451
41.000557423,-0.9915819,-0.125614,-0.0304905,0.1256482,-0.9920475,0.000809019,-0.03034917,-0.003041856,0.9927884
42.001600742,-0.9995617,-0.02118831,-0.02060531,0.02140093,-0.9997188,-0.01011775,-0.02038439,-0.01055577,0.992991
43.000172615,-0.9996784,-0.02159608,-0.01321558,0.02178598,-0.9996585,-0.01434893,-0.01290012,-0.01463318,0.9930645
44.001216412,-0.999715,-0.02223159,-0.008585674,0.02237338,-0.9996083,-0.01672985,-0.00820911,-0.0169178,0.9930782
44.999789238,-0.999724,-0.02273756,-0.005746406,0.02283932,-0.9995711,-0.01824802,-0.005327614,-0.01837465,0.9930716
46.000833511,-0.9940343,0.108742,-0.005536532,-0.108638,-0.9939246,-0.01645149,-0.007297804,-0.0157495,0.993104
46.999406338,-0.6725461,0.7385406,-0.005548344,-0.7380916,-0.6723685,-0.03051931,-0.02634041,-0.01638279,0.9927722
48.000450611,-0.007073509,0.9965852,0.008419281,-0.9960005,-0.006774061,-0.03518831,-0.03515808,-0.00854466,0.9925984
49.001495838,0.653277,0.7492926,0.0252679,-0.7488366,0.6537608,-0.02619226,-0.03635264,-0.001728216,0.9925903
50.000069141,0.9657711,0.2302353,0.03192002,-0.2301601,0.9662955,-0.006066951,-0.0324581,-0.00147193,0.9927253
51.001114368,0.9918892,0.04630002,0.02403191,-0.04651038,0.9921354,0.00823753,-0.02362222,-0.009347754,0.9929315
51.999688625,0.9920246,0.04681564,0.01613108,-0.04702776,0.9920606,0.01298476,-0.01550179,-0.0137299,0.9930403
53.000734329,0.9920576,0.04755584,0.01116335,-0.04772886,0.9919876,0.01572604,-0.01039875,-0.01624175,0.9930688
53.999309063,0.9920499,0.04831577,0.008167701,-0.04845491,0.9919187,0.01773333,-0.007297048,-0.01810899,0.993064
55.000355721,0.9927965,0.029598,0.006217052,-0.0296837,0.9927132,0.01412944,-0.005794051,-0.01430811,0.993136
56.001401901,0.7881867,-0.6054829,0.009552516,0.6050756,0.788085,0.02730133,-0.02417242,-0.01588419,0.9928355
56.999977589,0.1887136,-0.9779386,-0.002392679,0.9773453,0.1885108,0.03526701,-0.034145,-0.009143609,0.9926283
58.001023769,-0.5124324,-0.856579,-0.01992416,0.8560646,-0.5128185,0.02974406,-0.03574898,-0.001921336,0.9926122
58.999599934,-0.9340875,-0.3551013,-0.03064516,0.3549276,-0.9345917,0.01111553,-0.03259442,-0.0005332199,0.992722
60.000647068,-0.9962046,-0.08318618,-0.02511632,0.08337307,-0.9964856,-0.006457112,-0.0244888,-0.008533632,0.9929179
60.999223232,-0.9961208,-0.08632275,-0.01629664,0.08651578,-0.9961713,-0.01149121,-0.01523872,-0.01286117,0.9930561
62.000271797,-0.996145,-0.0868785,-0.01100955,0.0870386,-0.9960794,-0.01495372,-0.009662686,-0.01585738,0.9930823
63.001319408,-0.9961205,-0.08749326,-0.007913331,0.08761979,-0.9959899,-0.01731696,-0.006361246,-0.01794526,0.9930735
63.999896049,-0.9961042,-0.08783478,-0.005932842,0.08793069,-0.995942,-0.01844714,-0.004282902,-0.01889847,0.9930672
65.000944614,-0.8887848,0.4573954,-0.01004334,-0.4570579,-0.8886728,-0.02465194,-0.0202353,-0.01729508,0.9928995
65.999522209,-0.3538599,0.9329655,-0.0007481314,-0.9323771,-0.353667,-0.03511881,-0.03313846,-0.01165046,0.9926361
67.000570774,0.3621207,0.9270357,0.01692105,-0.9264607,0.3624937,-0.03285483,-0.03677244,-0.003680895,0.99257
67.999148369,0.873867,0.4719828,0.03081758,-0.4716946,0.8744082,-0.01649288,-0.0349533,-6.851368E-05,0.992642
69.000197887,0.9868647,0.1090093,0.02852807,-0.10912,0.9872607,0.002329649,-0.02810166,-0.005438228,0.992844
70.001247406,0.987132,0.1085807,0.01946412,-0.1087896,0.9872501,0.009973279,-0.01826026,-0.01203666,0.9930157
70.999825478,0.987105,0.1096898,0.01376463,-0.1098795,0.9870831,0.01382728,-0.01215755,-0.01525952,0.9930643
72.000875473,0.987079,0.1102804,0.01053372,-0.1104435,0.9869817,0.01636086,-0.008657029,-0.01742679,0.9930653
72.999454021,0.9870318,0.1109131,0.00804054,-0.1110419,0.9868896,0.01782479,-0.006005489,-0.01860934,0.9930635
74.000504494,0.9478595,-0.2971449,0.01137619,0.2968682,0.9477804,0.02107351,-0.01714019,-0.01672497,0.9929674
74.999083996,0.5054981,-0.8569059,0.005465943,0.856329,0.5053715,0.03387044,-0.03191216,-0.0125975,0.9926647
76.000134945,-0.1913688,-0.9786722,-0.01117386,0.9780622,-0.1916492,0.03482797,-0.0363114,-0.004396018,0.9925841
77.001186371,-0.7932093,-0.6071901,-0.02728397,0.6068144,-0.7936804,0.02136168,-0.0346502,0.0003170082,0.9926527
77.999765873,-0.9841211,-0.174807,-0.02900084,0.1748585,-0.9845403,0.000785794,-0.02868881,-0.00431493,0.9928329
79.000817776,-0.9898924,-0.1402073,-0.01966419,0.140398,-0.9900236,-0.008631644,-0.01825303,-0.01131426,0.993024
79.999397278,-0.9898545,-0.1411807,-0.01369987,0.1413655,-0.9898301,-0.01355278,-0.0116402,-0.01535806,0.9930689
81.000449181,-0.989822,-0.1417291,-0.009829341,0.1418752,-0.9897176,-0.01616261,-0.007429467,-0.01739681,0.9930757
81.999030113,-0.9897679,-0.1422418,-0.007597071,0.1423585,-0.9896161,-0.01799885,-0.004949065,-0.01889923,0.9930637
