Time (s),Percentage (%),Time To Empty (minutes),Voltage (V),Current (mA),Is Charger Connected (Boolean)
148.966939926,100.0117,15372286728.0913,4.165,-0.3125,1
149.845944405,100.0117,15372286728.0913,4.164375,0.625,1
150.900840282,100.0117,15372286728.0913,4.16375,-0.3125,1
151.955546856,100.0117,15372286728.0913,4.16375,0.3125,1
152.834617615,100.0117,15372286728.0913,4.165,-1.25,1
153.889321327,100.0117,15372286728.0913,4.165,0.625,1
154.944094181,100.0117,15372286728.0913,4.164375,0.625,1
155.998968601,100.0117,15372286728.0913,4.164375,-0.625,1
156.877887249,100.0117,15372286728.0913,4.16375,-2.5,1
157.932785511,100.0117,15372286728.0913,4.165,0.3125,1
158.987470627,100.0117,15372286728.0913,4.16375,-0.625,1
159.866436005,100.0117,15372286728.0913,4.164375,0,1
160.921337128,100.0117,15372286728.0913,4.164375,0,1
161.976015091,100.0117,15372286728.0913,4.165,0.3125,1
162.855101585,100.0117,15372286728.0913,4.164375,-0.9375,1
163.909787655,100.0117,15372286728.0913,4.165625,0,1
164.964570999,100.0117,15372286728.0913,4.16375,-1.25,1
165.843643188,100.0117,15372286728.0913,4.16375,-0.625,1
166.898346901,100.0117,15372286728.0913,4.165625,0.625,1
167.953293800,100.0117,15372286728.0913,4.165,0.625,1
168.832119942,100.0117,15372286728.0913,4.164375,1.25,1
169.886909485,100.0117,15372286728.0913,4.16375,0.3125,1
170.941791058,100.0117,15372286728.0913,4.16375,0,1
171.996472359,100.0117,15372286728.0913,4.165,0.625,1
172.875624180,100.0117,15372286728.0913,4.164375,0,1
173.930315971,100.0117,15372286728.0913,4.164375,0.625,1
174.985097408,100.0117,15372286728.0913,4.164375,0.9375,1
175.864205837,100.0117,15372286728.0913,4.164375,-0.3125,1
176.918854713,100.0117,15372286728.0913,4.16375,-0.3125,1
177.973763943,100.0117,15372286728.0913,4.165625,0.625,1
178.852621555,100.0117,15372286728.0913,4.165,0,1
179.907410622,100.0117,15372286728.0913,4.164375,0.9375,1
180.962304592,100.0117,15372286728.0913,4.16375,0,1
181.841178417,100.0117,15372286728.0913,4.165625,0.9375,1
182.896088123,100.0117,15372286728.0913,4.164375,-0.3125,1
183.950755596,100.0117,15372286728.0913,4.165625,0,1
184.829746246,100.0117,15372286728.0913,4.16625,0,1
185.884687424,100.0117,15372286728.0913,4.165625,-1.5625,1
186.939366817,100.0117,15372286728.0913,4.165625,0.3125,1
187.994188309,100.0117,15372286728.0913,4.165,0.625,1
188.873110294,100.0117,15372286728.0913,4.163125,0.625,1
189.927886486,100.0117,15372286728.0913,4.165625,0.3125,1
190.982816219,100.0117,15372286728.0913,4.165625,-0.625,1
191.861720562,100.0117,15372286728.0913,4.164375,-0.625,1
