Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
130.998820782,1.222873,-0.08941755,12.70216,0.01952034,-0.03094525,0.9953665,-6.155901,17.57002,-12.76703,1008.032
131.997660160,0.2954452,-0.2671261,0.3841037,0.01150957,-0.05619837,0.9896487,-2.889433,18.33193,-12.78667,1008.025
132.998971462,-0.07552592,-0.2078899,0.2011622,0.02333632,-0.02551851,0.9873376,-3.27803,19.00608,-12.79067,1008.03
133.997810841,0.1099597,0.08829096,0.01822074,0.02093853,-0.0284801,0.9911107,-3.27803,19.00608,-12.79067,1008.032
134.999122620,-0.0136974,0.2067633,-0.1037403,0.01644902,-0.02563142,0.9883254,-2.907763,19.00933,-13.23477,1008.026
135.997961998,0.7282449,-0.03018137,1.603714,0.02420617,-0.01443903,0.9985382,-3.270487,18.63749,-13.2302,1008.035
136.996801376,-0.32284,0.0290548,15.38531,0.0207642,-0.01925333,0.9846109,0.4373589,19.03393,-13.69116,1008.033
137.998113155,-0.4464971,0.3252357,14.7755,0.01490796,-0.021304,0.9888974,4.104671,18.69041,-13.26071,1008.027
138.996951580,1.222873,0.08829096,14.7755,0.01907317,-0.0290998,1.010209,7.832371,18.34793,-13.27306,1008.022
139.998263359,0.4809308,0.1475271,14.95844,0.02405547,-0.03336814,1.008666,11.18864,15.47965,-13.26295,1008.02
140.997102737,1.037387,-0.3263623,14.83648,0.01950795,-0.02998052,0.9958633,14.23655,12.54763,-13.25105,1008.022
141.998414040,0.8519019,-0.08941755,14.7755,0.01807345,-0.02719625,1.013118,16.15069,10.40689,-12.79854,1008.014
142.997253418,0.2954452,0.0290548,14.95844,0.02261751,-0.01862046,0.9631252,16.99645,6.350752,-12.32578,1008.023
143.998564720,-0.4464971,-0.08941755,14.95844,0.01279712,-0.0317129,1.02738,16.73265,1.979549,-12.28845,1008.023
144.997403145,0.4809308,0.6806527,15.20236,0.02628801,-0.02642132,0.9839618,15.6915,-0.9823303,-11.8803,1008.014
145.998714447,0.6664164,0.6214165,15.0804,0.02628084,-0.01975507,1.003197,13.53966,-4.258859,-12.22368,1008.023
146.997553825,0.4191023,0.0290548,15.14138,0.019414,-0.02321952,0.9979093,10.32021,-6.867131,-11.80959,1008.031
147.998864651,-0.3846685,-0.08941755,12.09236,0.02261626,-0.03771275,1.002856,7.752384,-8.361999,-12.16606,1008.031
148.997703552,-0.1373544,-0.08941755,-0.1647207,0.01839068,-0.02271701,0.9917166,6.293715,-9.480687,-11.7715,1008.029
149.996541977,-0.07552592,0.0290548,-0.2257012,0.02090877,-0.02606959,0.9925919,7.026935,-9.10568,-12.15693,1008.029
150.997853279,0.1717882,0.08829096,0.1401817,0.0228461,-0.02457727,0.9907018,6.284583,-9.111516,-11.77452,1008.029
151.996691704,-0.0136974,-0.08941755,0.01822074,0.01843026,-0.02561382,0.9907034,6.658029,-9.10943,-11.33351,1008.034
152.998003006,-0.0136974,-0.08941755,14.28766,0.01307079,-0.0267105,0.9988266,4.806287,-9.491362,-11.76534,1008.029
153.996841908,0.3572738,-0.03018137,14.7755,0.01837829,-0.02175228,0.9922135,1.166439,-10.19442,-11.74468,1008.025
154.998153210,-0.199183,0.08829096,14.89746,0.01987714,-0.02936282,0.9729522,-2.878752,-9.546511,-11.73356,1008.025
155.996991634,-0.0136974,0.1475271,15.20236,0.02451228,-0.03522411,0.9957329,-7.368429,-8.471017,-11.72418,1008.025
