Time (s),Roll (deg),Pitch (deg),Yaw (deg)
51.999012947,-1.530226,-1.038403,158.936
52.997852325,-1.521931,-1.094185,159.0484
53.999164581,-1.501268,-0.8368305,170.8302
54.998004436,-1.48153,-0.6087155,-174.5349
55.999316692,-1.426402,-0.4588279,-159.8056
56.998156548,-1.384462,-0.3911268,-144.9778
57.999469280,-1.32526,-0.3465209,-130.0346
58.998309135,-1.298069,-0.3233864,-115.1575
59.999621391,-1.261244,-0.3197221,-100.1812
60.998461723,-1.242399,-0.320779,-85.4845
61.999773502,-1.240477,-0.3249162,-70.80499
62.998613358,-1.252638,-0.3392171,-56.1391
63.999926090,-1.245108,-0.3567453,-41.55847
64.998765945,-1.255047,-0.3968811,-27.95525
66.000078201,-1.37926,-0.6175784,-22.70292
66.998918533,-1.410698,-0.8380101,-22.77905
67.997758389,-1.447117,-0.9791162,-22.8125
68.999070644,-1.464549,-1.069711,-22.85835
69.997910976,-1.406191,-1.021055,-19.20499
70.999223232,-1.426058,-0.7357044,-4.685102
71.998063087,-1.391631,-0.5614455,10.07944
72.999375820,-1.343237,-0.4616648,25.15157
73.998215675,-1.308866,-0.4262631,40.08736
74.999527454,-1.301645,-0.4095389,55.11161
75.998367786,-1.288005,-0.3854867,70.08445
76.999679565,-1.277663,-0.3934923,84.92293
77.998519421,-1.26953,-0.3966271,99.54807
78.999832153,-1.274234,-0.4058498,114.4031
79.998671055,-1.289925,-0.3980488,129.2874
80.999983788,-1.294016,-0.3868107,143.9904
81.998823166,-1.465159,-0.4597483,155.1509
82.997663021,-1.461882,-0.7597854,154.6416
83.998974800,-1.4953,-0.9354358,154.5969
84.997814655,-1.521122,-1.039019,154.562
85.999126911,-1.514524,-1.110708,154.7003
86.997966766,-1.494168,-0.8329345,167.0309
87.999278545,-1.47924,-0.6029971,-178.256
88.998117924,-1.422592,-0.4621983,-163.4445
89.999430180,-1.37853,-0.3910622,-148.8166
90.998269558,-1.351115,-0.3578518,-134.2279
91.999581337,-1.314555,-0.3402935,-119.6565
92.998421669,-1.29824,-0.3374147,-104.996
93.999733448,-1.266995,-0.3316572,-90.11157
94.998573303,-1.252767,-0.3246919,-75.23297
95.997412682,-1.253367,-0.3206784,-60.29266
96.998724937,-1.237023,-0.3436249,-45.37235
97.997564316,-1.2551,-0.3826703,-31.91479
98.998876095,-1.384036,-0.5981035,-27.50086
99.997716427,-1.429747,-0.8216436,-27.58395
100.999028206,-1.454963,-0.9650846,-27.61881
101.997868061,-1.463753,-1.047789,-27.66736
102.999179840,-1.405175,-1.011841,-24.22089
103.998019218,-1.427933,-0.7350651,-9.744407
104.999330997,-1.4088,-0.554918,4.932661
105.998170376,-1.367306,-0.4707786,19.40233
106.999482155,-1.322701,-0.4222493,33.86452
107.998322010,-1.298428,-0.3978673,48.48359
108.999633312,-1.289547,-0.4002405,63.20425
109.998473167,-1.270897,-0.3875967,78.11698
110.997312546,-1.27635,-0.3996578,92.97784
111.998623848,-1.270759,-0.3958383,107.9311
112.997463226,-1.272521,-0.3910162,122.8622
113.998775005,-1.287211,-0.3813351,137.7637
114.997614384,-1.348914,-0.4218161,150.0237
115.998925686,-1.456615,-0.7060488,151.0546
116.997764587,-1.496514,-0.9096946,151.0226
117.999076843,-1.514924,-1.027924,150.9865
118.997916222,-1.533113,-1.095667,150.942
119.999227047,-1.493342,-0.9699922,157.4383
120.998066425,-1.497748,-0.6941954,171.9106
121.999378204,-1.465975,-0.5278177,-173.6327
122.998217583,-1.415536,-0.426587,-158.957
123.999528885,-1.375938,-0.3723283,-144.2684
124.998368263,-1.343848,-0.3407972,-129.7046
125.997207642,-1.309568,-0.3298702,-115.1408
126.998518467,-1.280514,-0.3262739,-100.401
127.997357845,-1.2622,-0.3364252,-85.76681
128.998669624,-1.247989,-0.3402655,-71.01237
129.997509003,-1.237956,-0.3378506,-56.45647
130.998820782,-1.242306,-0.3587616,-41.98682
131.997660160,-1.394724,-0.4368981,-31.06399
132.998971462,-1.401297,-0.755828,-31.53723
133.997810841,-1.453789,-0.9189295,-31.56339
134.999122620,-1.472325,-1.030609,-31.60693
135.997961998,-1.465202,-1.088712,-31.56017
136.999273777,-1.429954,-0.8295321,-19.44213
137.998113155,-1.423672,-0.6178733,-4.800332
138.996951580,-1.362625,-0.4917222,10.17261
139.998263359,-1.316671,-0.4299106,25.23059
140.997102737,-1.290205,-0.4103917,40.20967
141.998414040,-1.274041,-0.3978106,55.14589
142.997253418,-1.265795,-0.3893487,70.14319
143.998564720,-1.269396,-0.3982108,85.03625
144.997403145,-1.27012,-0.3985353,99.86829
145.998714447,-1.270841,-0.4042549,114.6808
146.997553825,-1.270916,-0.3908304,129.6563
147.998864651,-1.319233,-0.4173786,143.0171
148.997703552,-1.44512,-0.6642175,146.0771
149.999014854,-1.489233,-0.8717563,145.9628
150.997853279,-1.523495,-1.009511,145.9195
151.999164581,-1.535789,-1.106165,145.8763
152.998003006,-1.481298,-0.9952182,152.0395
153.996841908,-1.505225,-0.6919872,166.8381
154.998153210,-1.469474,-0.5231935,-178.3246
155.996991634,-1.415938,-0.4089377,-163.4744
156.998301983,-1.370414,-0.3504485,-148.446
157.997140884,-1.330626,-0.3203681,-133.5504
158.998452187,-1.300568,-0.3095523,-118.8868
159.997290611,-1.269533,-0.3021736,-104.0551
160.998600960,-1.234326,-0.3064928,-89.11967
161.997439861,-1.221895,-0.3067502,-74.26518
162.998750210,-1.210242,-0.3133095,-59.26125
163.997589111,-1.230007,-0.3508958,-44.96613
164.998899460,-1.360382,-0.4982295,-36.5749
165.997737885,-1.4059,-0.7582298,-36.65597
166.999048710,-1.447143,-0.923581,-36.68599
167.997887135,-1.475751,-1.023132,-36.72447
168.996725082,-1.462505,-1.074947,-36.67741
169.998035908,-1.417526,-0.8219246,-25.08514
170.996873856,-1.408835,-0.6021861,-10.4596
171.998184204,-1.362567,-0.4745221,4.064986
172.997022152,-1.320025,-0.404352,18.81339
173.998332500,-1.283077,-0.3809532,33.4862
174.997170448,-1.25845,-0.3656933,48.24595
175.998480320,-1.255935,-0.3676576,63.25117
176.997318268,-1.237309,-0.3781368,78.35519
177.998629093,-1.254241,-0.3831836,93.42963
178.997466087,-1.253798,-0.3668235,108.4469
179.998776913,-1.266033,-0.3644502,123.5134
180.997613907,-1.296171,-0.3915414,136.9052
181.996451855,-1.430555,-0.6148503,141.3391
182.997762203,-1.479563,-0.8440584,141.3118
183.996599674,-1.517543,-0.9759973,141.2941
184.997910023,-1.546664,-1.076296,141.2706
185.996747494,-1.501572,-1.031973,144.7122
186.998057842,-1.517048,-0.7253778,159.1903
187.996895790,-1.490174,-0.5342664,173.6139
188.998205662,-1.436855,-0.4190057,-171.6126
189.997043610,-1.383806,-0.3713265,-156.9585
190.998353481,-1.349369,-0.3282489,-142.0649
191.997191429,-1.315276,-0.3162395,-127.1814
192.998501778,-1.290599,-0.2995512,-112.38
193.997339249,-1.274341,-0.302003,-97.49816
194.998649597,-1.256711,-0.3087361,-82.64422
195.997487545,-1.250953,-0.3097653,-67.88301
196.996325493,-1.245408,-0.3226331,-53.1791
197.997635365,-1.292631,-0.3779625,-41.02649
198.996473312,-1.401407,-0.6710566,-40.45438
199.997783661,-1.448377,-0.8614397,-40.46409
200.996621609,-1.46862,-0.9862945,-40.49168
201.997931480,-1.489954,-1.047791,-40.51391
202.996769428,-1.422848,-0.8650517,-31.6925
203.998080254,-1.431346,-0.6328106,-16.95807
204.996917248,-1.393555,-0.4882711,-2.217728
205.998228073,-1.353056,-0.4164439,12.63371
206.997065544,-1.324355,-0.3860104,27.46577
207.998375893,-1.286606,-0.3709602,42.39307
208.997213840,-1.281835,-0.3769571,57.21688
209.998523712,-1.276891,-0.3711485,72.25163
210.997361183,-1.27991,-0.3829856,87.20193
211.996199131,-1.303431,-0.391095,101.9871
212.997509003,-1.304847,-0.3885337,116.9708
213.996346951,-1.331781,-0.3901252,130.9073
214.997656822,-1.460034,-0.6194478,136.797
215.996494770,-1.491678,-0.8466966,136.74
216.997804642,-1.531915,-1.001242,136.7261
217.996641636,-1.532362,-1.099458,136.7066
218.997952461,-1.490983,-1.063241,140.1856
219.996789455,-1.524623,-0.7421944,154.5545
220.998100281,-1.502468,-0.554713,169.305
221.996937275,-1.448788,-0.4299532,-175.9001
222.998248100,-1.400564,-0.3670984,-161.1183
223.997085094,-1.360958,-0.3490581,-146.4555
224.998395920,-1.323663,-0.3234246,-131.7474
225.997233868,-1.300395,-0.3139427,-117.0714
226.996071815,-1.268301,-0.3111124,-102.1288
227.997381687,-1.242683,-0.3139161,-87.25494
228.996220112,-1.240255,-0.3349757,-72.30528
229.997529984,-1.247998,-0.3334902,-57.34209
230.996367931,-1.322137,-0.3904698,-45.21224
231.997678757,-1.420054,-0.7065324,-45.18844
232.996516705,-1.455015,-0.8937618,-45.20249
233.997827053,-1.482868,-1.003251,-45.2209
234.996665478,-1.498466,-1.068868,-45.23924
235.997975349,-1.453981,-0.8866742,-36.55798
236.996814251,-1.43492,-0.6409116,-21.83995
237.998124599,-1.402918,-0.5008925,-7.157847
238.996962547,-1.349609,-0.4322773,7.452983
239.998273373,-1.310009,-0.4168235,22.06962
240.997111320,-1.287525,-0.413398,36.7407
241.995949268,-1.280509,-0.4129743,51.41646
242.997259617,-1.273709,-0.4181705,66.33414
243.996097565,-1.292256,-0.4042984,81.35135
244.997407913,-1.283507,-0.4043347,96.35906
245.996246815,-1.292203,-0.3965558,111.2027
246.997557163,-1.319274,-0.4206681,125.1628
247.996395111,-1.432221,-0.5882559,132.3919
248.997705936,-1.483667,-0.8453507,132.376
249.996543884,-1.509735,-1.004157,132.3571
250.997854233,-1.533899,-1.099299,132.3444
251.996692657,-1.480647,-1.128004,133.1814
252.998003483,-1.530676,-0.8276963,146.6898
253.996841908,-1.498331,-0.6120094,161.1294
254.995679855,-1.458773,-0.4724126,175.8719
255.996990681,-1.408285,-0.3948803,-169.2563
256.995829105,-1.362365,-0.3464406,-154.4758
257.997139931,-1.331497,-0.3171698,-139.5596
258.995978355,-1.307658,-0.31126,-124.8028
259.997288704,-1.282855,-0.2966459,-109.9458
260.996127605,-1.260018,-0.3080447,-95.22377
261.997438908,-1.258453,-0.3264922,-80.62672
262.996277332,-1.249011,-0.3393714,-66.31947
263.997587681,-1.275182,-0.377644,-53.48994
264.996426582,-1.403965,-0.6324965,-50.65254
265.997737885,-1.453431,-0.8498663,-50.70457
266.996576309,-1.475327,-0.9745785,-50.74049
267.997886658,-1.478694,-1.059741,-50.77115
268.996725559,-1.426567,-0.965598,-45.17757
269.995563984,-1.433345,-0.6906251,-30.75018
270.996875286,-1.396597,-0.5376744,-16.13473
271.995713234,-1.356599,-0.4434582,-1.400768
272.997024536,-1.31383,-0.3914544,13.54834
273.995862961,-1.281806,-0.3747917,28.37423
274.997173786,-1.264676,-0.3664409,43.26021
275.996012211,-1.251794,-0.3804439,58.11575
276.997322559,-1.259903,-0.3931628,72.9613
277.996161461,-1.261296,-0.4104037,87.68945
278.997471809,-1.274326,-0.4059303,102.5456
279.996310711,-1.296295,-0.4153168,117.1107
280.997621059,-1.457279,-0.4795578,127.8409
281.996459484,-1.468822,-0.7843991,127.3716
282.997770786,-1.503155,-0.9613037,127.3548
283.996608734,-1.526742,-1.066519,127.3175
284.995447636,-1.512127,-1.138136,127.3389
285.996758938,-1.499899,-0.8772627,139.1963
286.995597363,-1.510063,-0.6277506,153.8486
287.996907711,-1.472629,-0.4767259,168.5806
288.995746613,-1.423477,-0.3945725,-176.7022
289.997057915,-1.37653,-0.3453933,-161.8988
290.995896339,-1.353554,-0.318244,-147.16
291.997206688,-1.314317,-0.3088358,-132.4457
292.996045589,-1.292012,-0.3078046,-117.9008
293.997356892,-1.258009,-0.3113278,-103.2517
294.996195316,-1.252147,-0.3162773,-88.50074
295.997506618,-1.26774,-0.3206578,-73.53649
296.996345043,-1.273796,-0.3561907,-59.83577
297.997656345,-1.40293,-0.5821604,-55.27479
298.996494770,-1.445611,-0.8168207,-55.36103
299.995334148,-1.469079,-0.9486235,-55.39951
300.996644974,-1.482867,-1.029444,-55.4439
301.995483875,-1.431946,-0.9920939,-52.18979
302.996795177,-1.446613,-0.6934242,-37.85949
303.995634079,-1.39973,-0.5312313,-23.25724
304.996944427,-1.355119,-0.4367858,-8.528363
305.995783806,-1.308379,-0.3963316,5.98574
306.997094154,-1.283619,-0.3959303,20.43264
307.995933056,-1.268956,-0.3918296,34.77021
308.997243881,-1.26014,-0.3999397,49.44789
309.996082783,-1.260911,-0.3897774,64.24894
310.997394085,-1.249163,-0.3893372,79.19462
311.996232510,-1.254454,-0.3954915,94.02859
312.995070934,-1.272367,-0.3861072,108.8875
313.996382236,-1.319395,-0.4326392,121.4065
314.995221138,-1.436408,-0.716954,122.4429
315.996532440,-1.487181,-0.9243903,122.4196
316.995370865,-1.51926,-1.038807,122.3867
317.996682167,-1.544074,-1.119668,122.3492
318.995520592,-1.485602,-0.9896494,128.47
319.996831894,-1.514618,-0.6888837,143.1221
320.995670319,-1.475146,-0.512561,157.7993
321.996981621,-1.432247,-0.4034109,172.5993
322.995820999,-1.373579,-0.3565267,-172.6428
323.997132301,-1.338232,-0.3263351,-157.8412
324.995970726,-1.304469,-0.2963522,-143.0872
325.997282505,-1.272055,-0.2902074,-128.2802
326.996121407,-1.257669,-0.2933054,-113.5157
327.994960785,-1.23865,-0.2997182,-98.76982
328.996271610,-1.233988,-0.3099921,-84.04006
329.995110989,-1.251523,-0.3211101,-69.70137
330.996422291,-1.38276,-0.4028363,-59.21341
331.995261669,-1.41378,-0.698173,-59.73638
332.996573448,-1.451667,-0.8688289,-59.778
333.995412827,-1.471902,-0.9797448,-59.81745
334.996724129,-1.481318,-1.041988,-59.85088
335.995563030,-1.48675,-1.080149,-59.88973
336.996875286,-1.49547,-1.103348,-59.92105
337.995714188,-1.498756,-1.135448,-59.94625
338.997026443,-1.498729,-1.142107,-59.9793
339.995865345,-1.49385,-1.14953,-60.00124
340.997177601,-1.48997,-1.153909,-60.02462
341.996016502,-1.501767,-1.154023,-60.04934
342.994855881,-1.486025,-1.159138,-60.06939
343.996167660,-1.484056,-1.156005,-60.08499
344.995007038,-1.491673,-1.162619,-60.09999
345.996318817,-1.487114,-1.166027,-60.12129
346.995158195,-1.494328,-1.165083,-60.135
347.996469975,-1.495344,-1.166342,-60.15013
348.995309353,-1.48932,-1.146096,-60.15623
349.996621132,-1.492501,-1.154183,-60.16839
350.995461464,-1.496678,-1.150404,-60.1736
351.996773243,-1.496441,-1.157423,-60.17375
352.995612621,-1.490757,-1.157855,-60.16751
353.996924877,-1.495211,-1.158291,-60.16726
354.995764256,-1.485837,-1.156838,-60.16379
355.994604111,-1.481483,-1.153128,-60.17098
356.995915890,-1.481623,-1.152501,-60.17018
357.994756222,-1.48295,-1.145607,-60.16825
358.996068001,-1.485098,-1.142298,-60.16689
359.994907856,-1.488098,-1.147872,-60.16137
360.996220589,-1.479931,-1.153754,-60.16453
361.995060444,-1.47136,-1.140843,-60.16631
362.996373177,-1.480277,-1.14179,-60.16431
363.995213032,-1.47698,-1.138546,-60.16911
364.996525288,-1.489044,-1.143963,-60.17025
365.995365143,-1.48765,-1.148236,-60.17667
366.996677876,-1.476843,-1.158153,-60.16629
367.995518684,-1.485306,-1.128919,-60.11817
368.996830940,-1.481896,-1.155514,-60.20187
