Time (s),Percentage (%),Time To Empty (minutes),Voltage (V),Current (mA),Is Charger Connected (Boolean)
0.977979183,100.0352,15372286728.0913,4.171875,-0.3125,1
1.856835365,100.0352,15372286728.0913,4.170625,1.875,1
2.911785126,100.0352,15372286728.0913,4.173125,0,1
3.966465473,100.0352,15372286728.0913,4.170625,1.5625,1
4.845460415,100.0352,15372286728.0913,4.170625,0.3125,1
5.900342464,100.0352,15372286728.0913,4.171875,0,1
6.954990387,100.0352,15372286728.0913,4.17125,0.9375,1
7.834071636,100.0352,15372286728.0913,4.171875,0,1
8.888789177,100.0352,15372286728.0913,4.17125,0.9375,1
9.943559647,100.0352,15372286728.0913,4.170625,1.5625,1
10.998454571,100.0352,15372286728.0913,4.170625,0,1
11.877377033,100.0352,15372286728.0913,4.1725,0.625,1
12.932235718,100.0352,15372286728.0913,4.1725,-0.3125,1
13.986919403,100.0352,15372286728.0913,4.1725,-0.625,1
14.865993977,100.0352,15372286728.0913,4.170625,0.3125,1
15.920746803,100.0352,15372286728.0913,4.171875,-0.625,1
16.975470066,100.0352,15372286728.0913,4.170625,0.625,1
17.854581356,100.0352,15372286728.0913,4.1725,-1.875,1
18.909299850,100.0352,15372286728.0913,4.17,-0.3125,1
19.964037418,100.0352,15372286728.0913,4.1725,0.3125,1
20.843053818,100.0352,15372286728.0913,4.17125,0.3125,1
21.897820950,100.0352,15372286728.0913,4.173125,-0.9375,1
22.952728271,100.0352,15372286728.0913,4.1725,-0.3125,1
23.831610203,100.0352,15372286728.0913,4.1725,0,1
24.886538982,100.0352,15372286728.0913,4.170625,-0.9375,1
25.941221237,100.0352,15372286728.0913,4.17125,0.625,1
26.996012211,100.0352,15372286728.0913,4.1725,0,1
27.875074863,100.0352,15372286728.0913,4.17125,1.25,1
28.929741383,100.0352,15372286728.0913,4.1725,-0.3125,1
29.984547615,100.0352,15372286728.0913,4.171875,0.625,1
30.863534927,100.0352,15372286728.0913,4.171875,0,1
31.918305397,100.0352,15372286728.0913,4.170625,-0.3125,1
32.973254204,100.0352,15372286728.0913,4.17125,0,1
33.852116108,100.0352,15372286728.0913,4.1725,-0.3125,1
34.906981468,100.0352,15372286728.0913,4.173125,-0.3125,1
35.961714745,100.0352,15372286728.0913,4.17125,-1.25,1
36.840687275,100.0352,15372286728.0913,4.170625,-1.25,1
37.895638466,100.0352,15372286728.0913,4.1725,-0.625,1
38.950259686,100.0352,15372286728.0913,4.1725,0.625,1
39.829320431,100.0352,15372286728.0913,4.171875,-0.3125,1
