Time (s),W,X,Y,Z
0.000000000,0.9911518,0.01398632,0.008994457,0.118192
0.998839378,0.991154,0.01402748,0.00901188,0.1181679
2.000150204,0.9911526,0.01398743,0.009039832,0.1181814
2.998989582,0.9912165,0.01381262,0.009083373,0.1176615
4.000300884,0.9980606,0.01262209,0.007823389,0.01679993
4.999140263,0.9923226,0.01170766,0.007252646,-0.1083233
6.000452042,0.9705434,0.01074467,0.007421619,-0.2334582
6.999291420,0.9331638,0.009560577,0.007925608,-0.3545123
8.000603199,0.8811172,0.008280242,0.008754873,-0.4691643
8.999442577,0.8153566,0.006989973,0.009542353,-0.575918
9.998281956,0.7356443,0.005715336,0.0102505,-0.6747721
10.999594212,0.643503,0.004239619,0.01080577,-0.7631494
11.998433590,0.5398781,0.002928921,0.01138062,-0.8396555
12.999745369,0.4264222,0.001534178,0.01165763,-0.9025816
13.998585224,0.3070889,0.0001314179,0.0117141,-0.9498352
14.999897480,0.1902512,-0.001373353,0.01188573,-0.9799435
15.998737335,0.1416646,-0.003433799,0.01305413,-0.9881177
17.000049591,0.1420903,-0.005392801,0.0138581,-0.9880369
17.998889923,0.1423979,-0.006631388,0.01422288,-0.9879799
19.000201702,0.1427353,-0.007369063,0.01446249,-0.9879225
19.999041557,0.130599,-0.00763932,0.01387109,-0.9896064
21.000354290,0.008903099,-0.006611613,0.01299445,-0.9981663
21.999194145,-0.1173007,-0.006398151,0.01213082,-0.9913023
22.998034477,-0.242768,-0.006804861,0.01109413,-0.9682572
23.999347210,-0.3646434,-0.007481067,0.009869713,-0.9292521
24.998187065,-0.4797775,-0.008163841,0.008639038,-0.8753856
25.999499798,-0.588082,-0.008880764,0.007425746,-0.8066307
26.998339653,-0.686886,-0.009559491,0.006025425,-0.7243534
27.999652386,-0.7746702,-0.010124,0.004654761,-0.6295948
28.998492718,-0.8499484,-0.01058044,0.003219229,-0.523539
29.999805450,-0.9105875,-0.01085208,0.00171153,-0.4090689
30.998645782,-0.9556086,-0.01113727,0.0002922029,-0.2886448
31.999958515,-0.9822492,-0.01132729,-0.001325333,-0.1780007
32.998798370,-0.9851737,-0.01273612,-0.00364037,-0.1608881
34.000111580,-0.9851168,-0.01341745,-0.005469841,-0.1611289
34.998952389,-0.9850659,-0.01384442,-0.006517815,-0.1613649
36.000264168,-0.9850271,-0.01400979,-0.007158558,-0.1615611
36.999104977,-0.9923632,-0.01308946,-0.006926364,-0.1078133
37.997945309,-0.998043,-0.01226099,-0.006371181,0.0186268
38.999258041,-0.9875662,-0.01125082,-0.00641032,0.14551
39.998097897,-0.9613826,-0.01019428,-0.007021467,0.2687339
40.999410629,-0.9195615,-0.009102861,-0.007863835,0.3884452
41.998250484,-0.8632248,-0.008012738,-0.00876074,0.5013279
42.999563217,-0.791243,-0.006697245,-0.009559158,0.6086263
43.998403549,-0.7060259,-0.005367506,-0.01029075,0.7057056
44.999715328,-0.6083483,-0.00405309,-0.01081852,0.7914586
45.998555183,-0.5002338,-0.002601533,-0.01118492,0.8638646
46.999867916,-0.3836534,-0.001158461,-0.0114696,0.9215775
47.998707771,-0.2648599,0.00025118,-0.01165001,0.9624661
49.000020504,-0.1789041,0.001931128,-0.01297354,0.9820637
49.998860359,-0.1824966,0.00430998,-0.01376867,0.981384
51.000172138,-0.1828415,0.005713445,-0.01439889,0.9813036
51.999012947,-0.1831679,0.006485991,-0.01472427,0.9812331
52.997852325,-0.182207,0.006993001,-0.01473595,0.9814084
53.999164581,-0.08015575,0.006245431,-0.01357861,0.9949771
54.998004436,0.04768134,0.00592976,-0.01259352,0.9970759
55.999316692,0.175533,0.006126259,-0.01148573,0.982673
56.998156548,0.3012445,0.006887194,-0.01042777,0.9516949
57.999469280,0.4227421,0.0076169,-0.00914053,0.9043093
58.998309135,0.5364615,0.008440669,-0.007985037,0.8418443
59.999621391,0.6417027,0.009180172,-0.00659137,0.7646683
60.998461723,0.7342504,0.009833852,-0.005245228,0.6762987
61.999773502,0.8145816,0.0104303,-0.003907714,0.5770273
62.998613358,0.8814757,0.01099515,-0.002485743,0.4685096
63.999926090,0.9337022,0.01121444,-0.0009071357,0.3531308
64.998765945,0.9688708,0.0114113,0.0007434171,0.240388
65.997605801,0.9788132,0.01279465,0.002935455,0.1959089
66.998918533,0.9786642,0.01344983,0.004770687,0.1965717
67.997758389,0.97859,0.01400418,0.005913575,0.1968713
68.999070644,0.9785002,0.01431119,0.006654335,0.197271
69.997910976,0.9842863,0.01352229,0.006770645,0.1660708
70.999223232,0.9973832,0.01263276,0.005920856,0.04074274
71.998063087,0.9943992,0.01160627,0.005946419,-0.08733703
72.999375820,0.9744536,0.01050847,0.006470166,-0.2166
73.998215675,0.9381656,0.009406593,0.007384768,-0.3410717
74.999527454,0.8856609,0.008374791,0.008390062,-0.4605345
75.998367786,0.8182238,0.007235534,0.00916809,-0.5718402
76.999679565,0.7375971,0.005878545,0.01001628,-0.6726391
77.998519421,0.6459706,0.004489075,0.01064702,-0.7610626
78.999832153,0.5420601,0.003028109,0.01121645,-0.8382503
79.998671055,0.4287098,0.001667204,0.01160828,-0.9014977
80.997511387,0.3098138,0.0002741889,0.01171774,-0.9489498
81.998823166,0.2155147,-0.001178034,0.01328824,-0.9746811
82.997663021,0.2198867,-0.003683221,0.01384289,-0.97369
83.998974800,0.2202859,-0.005111258,0.01446581,-0.9735844
84.997814655,0.220594,-0.005940322,0.01488586,-0.9735035
85.999126911,0.2194225,-0.006582203,0.01496037,-0.973763
86.997966766,0.1132027,-0.00576352,0.01371372,-0.9917618
87.999278545,-0.01517512,-0.005466076,0.01276091,-0.9981006
88.998117924,-0.1441437,-0.005781684,0.01163805,-0.9877658
89.999430180,-0.2691083,-0.006518621,0.01060378,-0.9612769
90.998269558,-0.3892955,-0.007455347,0.009581748,-0.9192004
91.999581337,-0.5029497,-0.00832,0.008359847,-0.8622819
92.998421669,-0.6089875,-0.009213463,0.007131591,-0.7909654
93.997261524,-0.7061251,-0.009832683,0.005722356,-0.70561
94.998573303,-0.7917041,-0.01035514,0.004373892,-0.6080346
95.997412682,-0.863952,-0.01082234,0.003025277,-0.5000883
96.998724937,-0.9214671,-0.01106924,0.001357758,-0.3839291
97.997564316,-0.9600164,-0.01139654,-0.0002303232,-0.2736173
98.998876095,-0.9697877,-0.01291286,-0.002231913,-0.2365751
99.997716427,-0.9695936,-0.0137641,-0.004026179,-0.2372977
100.999028206,-0.9695053,-0.01427613,-0.00518766,-0.2376057
101.997868061,-0.9693955,-0.01452463,-0.005865488,-0.238023
102.999179840,-0.9761064,-0.0137793,-0.006097439,-0.208847
103.998019218,-0.9946253,-0.01289673,-0.005352484,-0.08457658
104.999330997,-0.9973099,-0.01201211,-0.00537048,0.04275148
105.998170376,-0.9840612,-0.01101141,-0.006050334,0.1676105
106.999482155,-0.9552516,-0.00991768,-0.006866047,0.2897871
107.998322010,-0.9107531,-0.008861127,-0.007788458,0.4086775
108.997161388,-0.8511872,-0.007701715,-0.008835444,0.521508
109.998473167,-0.7762048,-0.006449175,-0.009572869,0.6276947
110.997312546,-0.6885367,-0.005113699,-0.01043331,0.7227793
111.998623848,-0.5885687,-0.003710085,-0.01095142,0.8062758
112.997463226,-0.4786544,-0.002297904,-0.01133429,0.8760046
113.998775005,-0.3607535,-0.0009304622,-0.01162513,0.9307784
114.997614384,-0.25902,0.0005223719,-0.01226707,0.9640465
115.998925686,-0.250339,0.002803626,-0.01378971,0.9663126
116.997764587,-0.2506297,0.004435828,-0.01457236,0.9662196
117.999076843,-0.2509467,0.00539128,-0.01498802,0.9661262
118.997916222,-0.2513305,0.005918731,-0.01529187,0.9660185
119.999227047,-0.1960084,0.005768944,-0.01437679,0.9787586
120.998066425,-0.07072412,0.005132189,-0.01340031,0.9957007
121.999378204,0.05556614,0.005315547,-0.01245091,0.9966729
122.998217583,0.1828324,0.005917105,-0.01139881,0.9813434
123.997056007,0.3068506,0.006767882,-0.01035625,0.9499039
124.998368263,0.4253494,0.007666748,-0.009285821,0.9030839
125.997207642,0.5365834,0.008543288,-0.008037513,0.841765
126.998518467,0.6402318,0.009318741,-0.006700606,0.7658977
127.997357845,0.7325794,0.01003995,-0.005285838,0.678105
128.998669624,0.8135353,0.01055411,-0.003855014,0.5784996
129.997509003,0.8801787,0.01087021,-0.002466526,0.4709448
130.998820782,0.9323791,0.01119455,-0.0009237904,0.3566099
131.997660160,0.961998,0.01268921,0.0004478629,0.2665079
132.998971462,0.9608684,0.01350088,0.003063605,0.2704957
133.997810841,0.9607856,0.01432659,0.00430917,0.2707302
134.999122620,0.9606693,0.01474799,0.00519953,0.2711047
135.997961998,0.9607741,0.01482397,0.005711134,0.2707185
136.996801376,0.9839004,0.01346491,0.005059029,0.1684067
137.998113155,0.9973487,0.01257509,0.004880041,0.04172967
138.996951580,0.9943333,0.01140449,0.005326543,-0.08815173
139.998263359,0.9743072,0.01033934,0.006156293,-0.2172747
140.997102737,0.9378034,0.009294077,0.007208938,-0.3420731
141.998414040,0.8855251,0.008207018,0.008191,-0.4608021
142.997253418,0.8179324,0.007053488,0.009088909,-0.5722603
143.998564720,0.7369324,0.005787836,0.01000412,-0.6733683
144.997403145,0.6438401,0.004449843,0.0106742,-0.7628655
145.998714447,0.5400242,0.002996665,0.01119145,-0.8395637
146.997553825,0.4257987,0.001616419,0.01143743,-0.9028786
147.998864651,0.3176077,0.000185094,0.01201939,-0.946366
148.997703552,0.2921788,-0.001880026,0.01369633,-0.9544988
149.999014854,0.2931531,-0.003487957,0.0145967,-0.9541822
150.997853279,0.2935285,-0.004545822,0.01523611,-0.9540523
151.996691704,0.2938955,-0.005314858,0.0155901,-0.9539297
152.998003006,0.2420276,-0.005322616,0.01458524,-0.9684055
153.996841908,0.1148617,-0.004505537,0.01367723,-0.991578
154.998153210,-0.01458466,-0.004759713,0.01268969,-0.9981139
155.996991634,-0.1438909,-0.005309639,0.01164955,-0.9878052
156.998301983,-0.2722299,-0.006192238,0.01061163,-0.9603997
157.997140884,-0.3947411,-0.007140733,0.009503591,-0.9168783
158.998452187,-0.5087434,-0.008082991,0.008336169,-0.858879
159.997290611,-0.6154721,-0.008875583,0.007049351,-0.7859347
160.998600960,-0.7124358,-0.00952508,0.005594476,-0.6992431
161.997439861,-0.7968105,-0.01008328,0.004250092,-0.6013326
162.998750210,-0.8684151,-0.01049161,0.0027993,-0.4923058
163.997589111,-0.9228194,-0.0110419,0.001236623,-0.3806685
164.998899460,-0.9481157,-0.01258059,-0.0004415156,-0.3123233
165.997737885,-0.9478695,-0.01366844,-0.00246678,-0.3130148
166.996576786,-0.9477671,-0.01446696,-0.003721414,-0.3132762
167.997887135,-0.9476478,-0.01497257,-0.004466411,-0.3136036
168.996725082,-0.9477721,-0.01500355,-0.00493867,-0.3132191
169.998035908,-0.9745244,-0.01357028,-0.004349811,-0.2161638
170.996873856,-0.9940901,-0.01265924,-0.004130586,-0.09074749
171.998184204,-0.9976116,-0.01167603,-0.004563242,0.03523485
172.997022152,-0.9849126,-0.01073187,-0.005354134,0.1625762
173.998332500,-0.9562039,-0.009714385,-0.006388827,0.2866473
174.997170448,-0.9115994,-0.008674894,-0.007371861,0.406798
175.998480320,-0.850809,-0.007612578,-0.008442754,0.5221327
176.997318268,-0.7749006,-0.006255044,-0.009338231,0.6293096
177.998629093,-0.6856813,-0.005045327,-0.01021499,0.7254922
178.997466087,-0.5849288,-0.003779944,-0.01070011,0.8089236
179.998776913,-0.4736575,-0.002411019,-0.01118744,0.878718
180.997613907,-0.3677347,-0.0009634654,-0.011723,0.9280412
181.996451855,-0.331485,0.0009456892,-0.01349998,0.9415744
182.997762203,-0.3317311,0.002690716,-0.01456695,0.9414684
183.996599674,-0.3318889,0.003666506,-0.01526151,0.9413986
184.997910023,-0.3320915,0.004406037,-0.01579213,0.9413151
185.996747494,-0.3035924,0.004629529,-0.01516165,0.9508986
186.998057842,-0.1809504,0.003848774,-0.01410182,0.9816674
187.996895790,-0.05584921,0.003939452,-0.01317861,0.996654
188.998205662,0.07319896,0.004567878,-0.01217265,0.9955404
189.997043610,0.1999793,0.005587202,-0.01112047,0.9779985
190.998353481,0.32541,0.006531834,-0.01014003,0.943711
191.997191429,0.4451756,0.00756702,-0.008988122,0.893481
192.998501778,0.5567369,0.008422883,-0.007840219,0.8285767
193.997339249,0.6594384,0.009290894,-0.006562214,0.7494261
194.996177197,0.7505677,0.009978679,-0.005163325,0.658141
195.997487545,0.8290121,0.01052819,-0.003801483,0.5560948
196.996325493,0.8932616,0.0109347,-0.002303185,0.4456305
197.997635365,0.9353213,0.01166988,-0.0008255874,0.3488047
198.996473312,0.9370134,0.01344329,0.00131183,0.3441671
199.997783661,0.9369611,0.01439978,0.00273212,0.3442626
200.996621609,0.9368628,0.01494179,0.003692325,0.344498
201.997931480,0.9367865,0.0153018,0.00412996,0.3446849
202.996769428,0.9604898,0.01394482,0.003913064,0.2718038
203.998080254,0.9873714,0.013105,0.003644864,0.1467659
204.996917248,0.9980434,0.01217912,0.004033701,0.01930425
205.998228073,0.9922212,0.01127747,0.004906306,-0.1094229
206.997065544,0.9698976,0.01037331,0.005999145,-0.2361835
207.998375893,0.9311333,0.009250512,0.007051514,-0.3598377
208.997213840,0.8770682,0.008204445,0.008209875,-0.4767016
209.996050835,0.8074666,0.007061903,0.009143468,-0.5869343
210.997361183,0.7240772,0.005755614,0.010078,-0.6871719
211.996199131,0.6296149,0.004484478,0.01093811,-0.7746438
212.997509003,0.5231128,0.003043862,0.01142863,-0.8502005
213.996346951,0.4158944,0.00171695,0.01193224,-0.9074769
214.997656822,0.3686311,-0.0003514459,0.01377956,-0.9276577
215.996494770,0.3691127,-0.002088613,0.01476913,-0.9274486
216.997804642,0.3692394,-0.003212674,0.01559331,-0.9273815
217.996641636,0.3694049,-0.00400615,0.01591494,-0.927307
218.997952461,0.3410096,-0.004313812,0.01533998,-0.9381292
219.996789455,0.2206298,-0.003402311,0.01434296,-0.9735157
220.998100281,0.09340438,-0.003607517,0.01344079,-0.9938358
221.996937275,-0.03578065,-0.00420713,0.01243561,-0.9975846
222.998248100,-0.1642401,-0.005166117,0.0114661,-0.9846292
223.997085094,-0.2889182,-0.006340746,0.01042709,-0.955513
224.995923042,-0.4088605,-0.007285334,0.009311339,-0.9106706
225.997233868,-0.5223065,-0.008246155,0.008185503,-0.8506988
226.996071815,-0.6286054,-0.009046865,0.006841528,-0.7754704
227.997381687,-0.7237172,-0.009712134,0.005441688,-0.6875589
228.996220112,-0.8069648,-0.01042849,0.003971567,-0.5876316
229.997529984,-0.8765189,-0.01090917,0.002625494,-0.47772
230.996367931,-0.9219899,-0.01191056,0.001247384,-0.382647
