Time (s),XX,XY,XZ,YX,YY,YZ,ZX,ZY,ZZ
0.000000000,0.9651549,0.2345439,-0.0145236,-0.2340407,0.9649255,0.02985128,0.02113589,-0.02559899,0.9927023
0.998839378,0.9651659,0.2344981,-0.01454912,-0.2339924,0.9649348,0.02993662,0.02117952,-0.02567696,0.9926997
2.000150204,0.9651582,0.2345244,-0.0146136,-0.2340186,0.9649303,0.02986404,0.02122581,-0.02559068,0.9927005
2.998989582,0.9654018,0.2335069,-0.01475675,-0.2330051,0.9651852,0.02952012,0.02125761,-0.02524507,0.9927086
4.000300884,0.9925687,0.03373219,-0.01519233,-0.0333372,0.9923725,0.02545809,0.01604053,-0.02493237,0.9928145
4.999140263,0.9696825,-0.2148135,-0.01693035,0.2151532,0.9695136,0.02166429,0.0118575,-0.02480682,0.9928763
6.000452042,0.8841398,-0.4530031,-0.01942287,0.4533221,0.884019,0.01739106,0.009389143,-0.02432162,0.9929143
6.999291420,0.741772,-0.6614844,-0.02157046,0.6617876,0.7417148,0.01222372,0.008013098,-0.02346262,0.9929471
8.000603199,0.5528721,-0.8266325,-0.02319773,0.8269224,0.5528883,0.006376779,0.007658549,-0.02280667,0.9929653
8.999442577,0.3297103,-0.9390236,-0.02361214,0.9392903,0.3297947,0.0004074154,0.00750954,-0.02238987,0.9929756
9.998281956,0.08241057,-0.9926673,-0.02279454,0.9929017,0.08255539,-0.005424588,0.00736834,-0.0222424,0.99298
10.999594212,-0.1717719,-0.9820861,-0.02037802,0.9822693,-0.1715744,-0.01103642,0.007436168,-0.02194925,0.9929861
11.998433590,-0.4170461,-0.9065566,-0.01720686,0.9066899,-0.4168042,-0.01594908,0.007369728,-0.02227412,0.9929793
12.999745369,-0.6363235,-0.7697259,-0.01271158,0.7697974,-0.6360564,-0.0197355,0.007172699,-0.02235233,0.9929788
13.998585224,-0.8113928,-0.5833645,-0.007444188,0.5833707,-0.8111185,-0.02217221,0.006944886,-0.02233364,0.9929811
14.999897480,-0.9276052,-0.3729034,-0.00183093,0.3728381,-0.9273264,-0.02381725,0.007214164,-0.02277212,0.9929694
15.998737335,-0.9598386,-0.2800523,0.003087377,0.279873,-0.9595214,-0.02677093,0.01048461,-0.02482514,0.992891
17.000049591,-0.9595625,-0.2809304,0.006718371,0.2806315,-0.9592366,-0.02891715,0.01459478,-0.02585209,0.9928131
17.998889923,-0.9593577,-0.2815612,0.00905274,0.2811839,-0.9590411,-0.02999243,0.01715397,-0.02621525,0.9927631
19.000201702,-0.9591447,-0.282236,0.01043151,0.2818097,-0.9588349,-0.03067929,0.01868874,-0.02647199,0.9927287
19.999041557,-0.9657711,-0.2586952,0.01149674,0.2582713,-0.965503,-0.02944921,0.01874294,-0.02545846,0.9927537
21.000354290,-0.999754,-0.01794538,0.0129676,0.01760172,-0.9995037,-0.02605897,0.01343036,-0.02582351,0.9928303
21.999194145,-0.9723992,0.2324056,0.01553091,-0.2327161,-0.9721868,-0.0225496,0.009839097,-0.02555163,0.9928794
23.000506878,-0.8817348,0.4705327,0.01857498,-0.4708347,-0.8815816,-0.01816256,0.007792929,-0.02478263,0.992917
23.999347210,-0.7339585,0.6775436,0.02110144,-0.677839,-0.7338756,-0.01288706,0.006705742,-0.02379875,0.9929484
24.998187065,-0.5394938,0.8398396,0.02258265,-0.8401218,-0.5394778,-0.007291325,0.006003385,-0.02295863,0.992973
25.999499798,-0.3081613,0.9485981,0.02306089,-0.948862,-0.3082088,-0.001534435,0.005593099,-0.02242491,0.9929872
26.998339653,-0.05619262,0.9949811,0.02212646,-0.9952115,-0.05630277,0.004403486,0.005571339,-0.02186164,0.9930003
27.999652386,0.2004327,0.9753624,0.01995984,-0.9755509,0.2002711,0.00982429,0.005536222,-0.02154674,0.9930069
28.998492718,0.4450485,0.8898942,0.0165509,-0.8900304,0.4448453,0.01461487,0.005606189,-0.02135644,0.9930108
29.999805450,0.6585747,0.7449488,0.01199549,-0.7450231,0.658345,0.01836326,0.005761499,-0.0211638,0.9930138
30.998645782,0.8266237,0.5516564,0.006987893,-0.5516694,0.8263758,0.02111706,0.005870967,-0.02145443,0.9930072
31.999958515,0.9298835,0.3497122,0.001428916,-0.3496521,0.9296305,0.02272426,0.006636146,-0.02178062,0.9929954
32.998798370,0.9414589,0.3170982,-0.003074611,-0.3169128,0.941161,0.02626597,0.01127097,-0.02392321,0.9929044
34.000111580,0.9412704,0.3176084,-0.006452988,-0.3173149,0.9409702,0.02819821,0.01510074,-0.02467281,0.9928354
34.998952389,0.9410929,0.3180907,-0.008372947,-0.3177297,0.9407945,0.02937883,0.01730896,-0.02517184,0.9927869
36.000264168,0.9409492,0.3184846,-0.009575875,-0.3180835,0.9406591,0.02991313,0.01862962,-0.02528695,0.9927606
36.999104977,0.9699119,0.2141611,-0.0109245,-0.2137985,0.9696652,0.02747251,0.01656937,-0.02448549,0.9928166
37.997945309,0.9924803,-0.03702447,-0.01317419,0.03733694,0.9922608,0.02423663,0.01226066,-0.02471133,0.9928735
38.999258041,0.9508271,-0.2872573,-0.01593545,0.2875458,0.9506561,0.02035633,0.009387016,-0.0240874,0.9929203
39.998097897,0.8487207,-0.516569,-0.01897973,0.5168553,0.8486115,0.0158274,0.008021533,-0.02337502,0.9929487
40.999410629,0.6913524,-0.7142553,-0.02153448,0.7145416,0.6913103,0.01063194,0.007390634,-0.02285062,0.9929659
41.998250484,0.4904425,-0.8653771,-0.023159,0.8656578,0.4904676,0.005049582,0.007090958,-0.0226176,0.9929735
42.999563217,0.2522207,-0.9630146,-0.02327947,0.9632707,0.2523137,-0.001037614,0.006974995,-0.02223421,0.9929829
