Time (s),Humidity (%)
0.000000000,34.81055
1.001061916,34.33789
1.999652863,33.05664
3.000715256,34.91699
3.999306679,34.52539
5.000370026,34.27148
6.001432896,34.97656
7.000024796,34.48047
8.001089096,35.45117
8.999680996,35.69336
10.000745296,35.96094
10.999338150,35.06055
12.000403404,35.08398
13.001467705,35.1543
14.000061512,35.8252
15.001126766,35.47852
15.999721050,36.41406
17.000787258,35.56055
17.999382019,36.85449
19.000448704,35.71289
20.001515388,35.35547
21.000111103,35.40332
22.001178265,34.96484
22.999774933,34.46875
24.000843048,36.44434
24.999440193,35.75293
26.000509262,36.2041
26.999106407,35.08496
28.000176430,35.38574
29.001246929,36.08008
29.999845505,37.24609
31.000916958,34.31543
31.999516010,34.97363
33.000587940,36.16406
33.999187946,35.7373
35.000260830,36.69727
36.001333237,36.10938
36.999934673,35.74023
38.001007557,34.23926
38.999609470,35.89258
40.000682831,34.81934
40.999285221,35.76758
42.000360012,35.06348
42.998962402,35.45703
44.000037670,34.85645
45.001112938,35.26172
45.999717236,34.36035
47.000792980,36.1875
47.999397755,36.40723
49.000473976,34.65332
49.999078751,34.42285
51.000155926,35.09473
52.001234055,36.33008
52.999840260,34.77246
54.000918388,35.21191
54.999525547,34.43945
56.000604630,34.41602
56.999212265,33.5127
58.000291824,33.49121
58.998899937,32.79785
59.999979973,33.75977
61.001060486,34.00293
61.999669075,33.20605
63.000750065,32.91797
63.999359608,33.6123
65.000440121,32.80273
65.999050140,33.50879
67.000131130,33.30176
67.998741150,33.40625
68.999822617,33.08301
70.000904560,32.46973
70.999515057,32.95605
72.000597000,31.83496
72.999207497,33.41895
74.000289917,33.00391
74.998900414,32.42578
75.999983788,32.88965
76.998594284,33.49121
77.999677658,32.83203
79.000761032,33.37598
79.999372959,33.57324
81.000456810,33.66602
