Time (s),W,X,Y,Z
0.000000000,-0.9947661,-0.02169903,0.02256523,-0.07802603
1.001061916,-0.9947513,-0.02166056,0.02253059,-0.07823461
1.999652863,-0.9947397,-0.02165035,0.0224982,-0.07839429
3.000715256,-0.994727,-0.02162152,0.02247871,-0.07856894
3.999306679,-0.994716,-0.0215526,0.022512,-0.07871669
5.000370026,-0.9947096,-0.02152719,0.02249965,-0.07880834
5.998960972,-0.9947143,-0.02171355,0.02250313,-0.07869754
7.000024796,-0.9845568,-0.02874726,0.0224837,0.1610705
8.001089096,-0.893905,-0.03204454,0.01802778,0.4429554
8.999680996,-0.7735121,-0.03251997,0.01220519,0.6301589
10.000745296,-0.7628998,-0.0315323,0.008066942,0.6430804
10.999338150,-0.7631304,-0.03137925,0.005061339,0.6428447
12.000403404,-0.763404,-0.03126621,0.003277685,0.6425369
12.998996258,-0.7635604,-0.03119942,0.002091563,0.6423593
14.000061512,-0.6393633,-0.03743102,-0.004350462,0.7657821
15.001126766,-0.2557256,-0.03561593,-0.009260854,0.9643017
15.999721050,-0.08749421,-0.03145077,-0.01244788,0.9938955
17.000787258,-0.09461685,-0.02804947,-0.01646858,0.9932862
17.999382019,-0.09487204,-0.02606217,-0.01862958,0.9932777
19.000448704,-0.09524278,-0.02480674,-0.01991788,0.9932494
19.999043941,-0.09552411,-0.02411221,-0.02066424,0.9932243
21.000111103,0.1692342,-0.02375113,-0.03051435,0.9831034
22.001178265,0.5287031,-0.01797524,-0.0320872,0.8460189
22.999774933,0.6306667,-0.01276935,-0.0312241,0.7731424
24.000843048,0.6290634,-0.008213764,-0.03157562,0.7744949
24.999440193,0.6287702,-0.005557447,-0.03159163,0.774756
26.000509262,0.6285379,-0.003884349,-0.03162558,0.7749534
26.999106407,0.628572,-0.002944362,-0.03169909,0.7749267
28.000176430,0.8622825,0.005484908,-0.03818116,0.5016061
28.998775005,0.979764,0.0103426,-0.03445359,0.188139
29.999845505,0.9905914,0.01333167,-0.03018475,0.1194463
31.000916958,0.9906111,0.0162659,-0.02748278,0.1195714
31.999516010,0.9905953,0.01802632,-0.02586467,0.119811
33.000587940,0.9905727,0.01899137,-0.02498057,0.120037
33.999187946,0.9918457,0.02306163,-0.02459618,0.1083182
35.000260830,0.9413424,0.03102824,-0.02190766,-0.3302417
35.998861313,0.8131881,0.03076758,-0.01586268,-0.5780611
36.999934673,0.7879497,0.03057153,-0.01082645,-0.6121367
38.001007557,0.7884632,0.03091792,-0.007325155,-0.6115094
38.999609470,0.7886736,0.03107449,-0.005169107,-0.6112522
40.000682831,0.7888476,0.03110576,-0.003839247,-0.6110359
40.999285221,0.7383208,0.03639113,0.001212395,-0.6709576
42.000360012,0.3621975,0.03704282,0.007592449,-0.9295217
42.998962402,0.1511901,0.03286572,0.01193289,-0.9861778
44.000037670,0.1311333,0.02929171,0.014786,-0.9891183
44.998641014,0.131402,0.02723653,0.01723592,-0.9891018
45.999717236,0.1317384,0.02594137,0.01877543,-0.9890639
47.000792980,0.1320136,0.02516947,0.01962346,-0.9890307
47.999397755,-0.03965301,0.02534989,0.0283643,-0.996799
49.000473976,-0.4561386,0.02074313,0.03099261,-0.8872285
49.999078751,-0.602432,0.01528412,0.03065115,-0.7953179
51.000155926,-0.5977112,0.01028249,0.03104846,-0.7989364
51.998761654,-0.597642,0.007367814,0.03140043,-0.7990066
52.999840260,-0.5975675,0.005588739,0.03155428,-0.7990707
53.998446941,-0.597433,0.004522474,0.03161706,-0.7991755
54.999525547,-0.7859535,-0.002423843,0.03847701,-0.6143439
56.000604630,-0.9606204,-0.007730354,0.03554267,-0.2692827
56.999212265,-0.9870446,-0.01111502,0.03147293,-0.1457959
58.000291824,-0.9866874,-0.01466623,0.02865318,-0.1484579
58.998899937,-0.9866663,-0.01671228,0.0268662,-0.1487147
59.999979973,-0.9866406,-0.01794574,0.025811,-0.1489279
60.998588562,-0.9866911,-0.01885678,0.02520342,-0.1485852
61.999669075,-0.9747119,-0.02942759,0.02421941,0.2123954
63.000750065,-0.848986,-0.03068231,0.01788544,0.5240127
63.999359608,-0.8037457,-0.03009104,0.01291481,0.5912261
65.000440121,-0.803917,-0.03057985,0.0089414,0.5910414
65.999050140,-0.8040586,-0.03075002,0.00656512,0.5908714
67.000131130,-0.8041882,-0.03099244,0.005025659,0.5906972
67.998741150,-0.797178,-0.03363142,0.002124268,0.5999995
68.999822617,-0.4596714,-0.03792569,-0.005315174,0.8853606
69.998433113,-0.1955246,-0.03388079,-0.009683586,0.9783435
70.999515057,-0.1563545,-0.03023214,-0.01324959,0.9854398
72.000597000,-0.1569286,-0.02791271,-0.0160668,0.9853749
72.999207497,-0.1571442,-0.02658287,-0.01772262,0.9853491
74.000289917,-0.1573227,-0.02579428,-0.01865599,0.9853243
74.998900414,-0.1575471,-0.02526057,-0.01918524,0.9852921
75.999983788,-0.1577295,-0.02497647,-0.01955637,0.9852628
76.998594284,-0.1579049,-0.02479305,-0.01972623,0.985236
77.999677658,-0.1580488,-0.02466237,-0.01992184,0.9852122
78.998289585,-0.1582386,-0.02467735,-0.01997754,0.9851803
79.999372959,-0.1584304,-0.02466533,-0.02007649,0.9851477
81.000456810,-0.1585975,-0.02468257,-0.0201329,0.9851192
