Time (s),XX,XY,XZ,YX,YY,YZ,ZX,ZY,ZZ
0.000000000,0.9800608,0.154256,0.04828042,-0.1562146,0.9801375,0.03964956,-0.04150806,-0.04669226,0.9912952
1.001061916,0.9799985,0.1546719,0.04821387,-0.156624,0.9800754,0.03956841,-0.04143544,-0.04661909,0.9913015
1.999652863,0.9799516,0.1549896,0.04815424,-0.156938,0.9800265,0.03954547,-0.04136518,-0.04660039,0.9913055
3.000715256,0.9798986,0.1553373,0.04811792,-0.1572814,0.9799742,0.03948276,-0.0413228,-0.04654727,0.9913098
3.999306679,0.979849,0.1556311,0.04817919,-0.1575719,0.9799336,0.03933329,-0.04139299,-0.04642157,0.9913126
5.000370026,0.9798213,0.1558141,0.04815427,-0.1577515,0.9799069,0.03928028,-0.04136819,-0.04637292,0.991316
5.998960972,0.9798559,0.1555859,0.04818599,-0.1575404,0.9799258,0.03965567,-0.04135077,-0.04673944,0.9912996
7.000024796,0.940357,-0.3184587,0.03501228,0.3158734,0.9397151,0.06384955,-0.05353362,-0.04936371,0.9905915
8.001089096,0.6001862,-0.7930756,0.003841644,0.7907648,0.5987825,0.07326056,-0.06061886,-0.04131854,0.9905515
8.999680996,0.1987569,-0.9756649,-0.02210378,0.9740772,0.1969397,0.0656916,-0.05986722,-0.03492676,0.9908423
10.000745296,0.1660207,-0.9817205,-0.02824708,0.9807031,0.1641622,0.05848736,-0.05286415,-0.03773659,0.9911369
10.999338150,0.1667052,-0.9814663,-0.03261905,0.980831,0.1647871,0.05440023,-0.04806889,-0.04138561,0.9912346
12.000403404,0.1675265,-0.9812355,-0.035175,0.9808255,0.1655928,0.05194957,-0.04518379,-0.04352544,0.9912788
12.998996258,0.1679957,-0.9810907,-0.03688841,0.9808296,0.1660576,0.05033235,-0.04327654,-0.04495821,0.9912997
14.000061512,-0.1796269,-0.9789004,-0.06289107,0.9795517,-0.1823912,0.04120103,-0.05176496,-0.05452706,0.9904155
15.001126766,-0.8666719,-0.4925335,-0.07342549,0.4938529,-0.8690373,0.000355294,-0.06395254,-0.03607632,0.9905466
15.999721050,-0.9827113,-0.1731372,-0.06469579,0.1747032,-0.9843796,-0.01924026,-0.06033932,-0.0302473,0.9909671
17.000787258,-0.9805217,-0.1870394,-0.05883871,0.1888871,-0.9815529,-0.02740813,-0.05260589,-0.03802394,0.9911396
17.999382019,-0.9806401,-0.1874975,-0.0553088,0.1894396,-0.9813045,-0.03206355,-0.04823909,-0.04195384,0.9912027
19.000448704,-0.9806269,-0.1882115,-0.05307262,0.1901879,-0.9810642,-0.03484152,-0.04548449,-0.04429217,0.9912312
19.999043941,-0.9805875,-0.1887572,-0.05184552,0.1907502,-0.9808963,-0.03644186,-0.04394979,-0.04565505,0.9912385
21.000111103,-0.9415913,0.3341989,-0.03637149,-0.3312999,-0.9408574,-0.06803653,-0.05702778,-0.05195852,0.990265
22.001178265,-0.4402999,0.8957391,0.003514424,-0.8934321,-0.4388869,-0.07329988,-0.06434398,-0.03528563,0.9905499
22.999774933,-0.204193,0.9759877,0.01963895,-0.9743928,-0.2025692,-0.06438776,-0.05912905,-0.03217494,0.9909793
24.000843048,-0.2084236,0.9749315,0.02700309,-0.9738941,-0.2065645,-0.05924427,-0.05244917,-0.03857636,0.9911263
24.999440193,-0.2092342,0.9746382,0.03111642,-0.9739359,-0.2072999,-0.05594032,-0.04833908,-0.04196289,0.9911978
26.000509262,-0.2098501,0.9744208,0.03373537,-0.9739294,-0.2078799,-0.05389962,-0.04577613,-0.04413378,0.9912252
26.999106407,-0.209777,0.9743812,0.035287,-0.9740078,-0.2077847,-0.05283044,-0.04441366,-0.04542746,0.9912285
28.000176430,0.4871224,0.8646335,0.07134841,-0.8654712,0.4899778,-0.02884472,-0.06034336,-0.04776289,0.9902796
28.998775005,0.9200888,0.367951,0.07140446,-0.3693764,0.922249,0.007302484,-0.06362108,-0.03323074,0.9906675
29.999845505,0.9628981,0.2358401,0.06298634,-0.2374498,0.9643649,0.01920157,-0.05661666,-0.0336234,0.9910775
31.000916958,0.96315,0.2360034,0.05833936,-0.2377915,0.9641315,0.02565407,-0.05055962,-0.03879868,0.9912155
31.999516010,0.9632079,0.2364359,0.05556234,-0.2383008,0.963896,0.02951583,-0.04692334,-0.04191132,0.9912674
33.000587940,0.9631898,0.2368619,0.05404948,-0.2387595,0.9637166,0.03162749,-0.04493081,-0.04362186,0.9912863
33.999187946,0.9685796,0.2137355,0.05378722,-0.2160044,0.9687259,0.04041873,-0.04379524,-0.05107559,0.9909816
35.000260830,0.7741767,-0.6231005,0.02075158,0.6203814,0.773211,0.07288603,-0.06173885,-0.04394675,0.9903702
35.998861313,0.324443,-0.9411209,-0.00977239,0.9391687,0.3230529,0.06837886,-0.06136977,-0.03170045,0.990859
36.999934673,0.2435986,-0.9653277,-0.02036652,0.9640038,0.2419638,0.06143219,-0.05448931,-0.03492313,0.991152
38.001007557,0.2452604,-0.9647583,-0.02626197,0.9638525,0.2434559,0.05771409,-0.04936443,-0.03979648,0.9912362
38.999609470,0.2459435,-0.9644783,-0.02983523,0.9638358,0.2440657,0.05533452,-0.04614218,-0.04269601,0.9912708
40.000682831,0.2464961,-0.9642673,-0.03195632,0.9637896,0.2445904,0.05376725,-0.04407064,-0.04438357,0.9912908
40.999285221,0.09288386,-0.9906757,-0.05062408,0.9908522,0.09023818,0.05210973,-0.04704354,-0.05536359,0.9906035
42.000360012,-0.7348815,-0.6727785,-0.07436414,0.6739035,-0.7375106,0.01271894,-0.06336428,-0.04094833,0.9903955
42.998962402,-0.9521228,-0.2974163,-0.06843116,0.2989851,-0.9539983,-0.01359795,-0.06121462,-0.03347385,0.9908102
44.000037670,-0.9638921,-0.2585465,-0.0618238,0.2602789,-0.9651709,-0.02156797,-0.05406806,-0.03693245,0.9911021
44.998641014,-0.9639834,-0.259001,-0.05840908,0.2608788,-0.9648729,-0.02693829,-0.04934974,-0.04125404,0.9911779
45.999717236,-0.9639441,-0.2596213,-0.05626224,0.2615695,-0.964585,-0.03030524,-0.04636846,-0.04397514,0.9912047
47.000792980,-0.9638778,-0.2601431,-0.05496788,0.2621188,-0.9643747,-0.03217098,-0.04460563,-0.04546182,0.9912185
47.999397755,-0.99557,0.08049024,-0.04828802,-0.07761411,-0.9952462,-0.0585574,-0.05278695,-0.0545366,0.9903612
49.000473976,-0.5830146,0.8106841,-0.00853394,-0.8081125,-0.5819541,-0.07391854,-0.06508165,-0.03607158,0.9904736
49.999078751,-0.2736843,0.9591867,0.012619,-0.9573129,-0.2722725,-0.0671701,-0.06124193,-0.03033954,0.9909096
51.000155926,-0.2852712,0.955705,0.02068592,-0.954428,-0.2835546,-0.06190341,-0.05354613,-0.03731959,0.9911162
51.998761654,-0.2855395,0.9555026,0.02575856,-0.9545771,-0.2836761,-0.05898493,-0.0493063,-0.04137167,0.9911752
52.999840260,-0.2857637,0.95535,0.02878003,-0.9546447,-0.2838348,-0.0571075,-0.04664322,-0.04374891,0.9912018
53.998446941,-0.2861066,0.9551936,0.03054966,-0.9546217,-0.2841482,-0.05593891,-0.04500666,-0.04513142,0.9912154
54.999525547,0.2354576,0.9655049,0.06346043,-0.965878,0.2384068,-0.04346618,-0.05750414,-0.05108629,0.9902827
56.000604630,0.8457026,0.5168075,0.07244933,-0.5179065,0.8481097,-0.004290183,-0.06412273,-0.03399393,0.9906095
56.999212265,0.9487613,0.2871144,0.06537142,-0.2885137,0.9504953,0.0127648,-0.05888932,-0.03111929,0.9910271
58.000291824,0.9475341,0.2921227,0.0608981,-0.2938036,0.9487458,0.02043439,-0.05218883,-0.03744956,0.9911834
58.998899937,0.9475795,0.2925656,0.05798667,-0.2943616,0.9484645,0.0249881,-0.04804522,-0.04096969,0.991253
59.999979973,0.9475635,0.2929503,0.05627761,-0.2948031,0.9482518,0.02772403,-0.04558712,-0.04309995,0.9912785
60.998588562,0.9478297,0.2922648,0.05533965,-0.2941659,0.9483889,0.02972192,-0.0441323,-0.04470134,0.9912736
61.999669075,0.9018586,-0.4154742,0.03471331,0.4126233,0.9012997,0.06765503,-0.05971446,-0.04707866,0.9903502
63.000750065,0.4434371,-0.8908564,-0.001786863,0.8886613,0.4421941,0.07084209,-0.0625248,-0.03335331,0.9907329
63.999359608,0.2938254,-0.9511682,-0.01482078,0.9496137,0.2923481,0.06364224,-0.05634166,-0.03309995,0.9911111
65.000440121,0.2944354,-0.9508434,-0.02177164,0.9497496,0.292725,0.0597368,-0.05052421,-0.03859785,0.9912251
65.999050140,0.2949115,-0.9505941,-0.02578114,0.9497866,0.2931066,0.05720792,-0.0468961,-0.04169136,0.9912784
67.000131130,0.2953583,-0.950375,-0.02853115,0.949752,0.2934878,0.0557848,-0.04469746,-0.04391023,0.9912837
67.998741150,0.2732476,-0.9567557,-0.03697084,0.95647,0.2709945,0.05616958,-0.04374452,-0.05107134,0.9909844
68.999822617,-0.5745277,-0.8135467,-0.07204229,0.814353,-0.5773479,0.02545502,-0.06226936,-0.04427841,0.9903223
69.998433113,-0.9212444,-0.3819244,-0.07008086,0.3832367,-0.9233527,-0.005698688,-0.06250735,-0.0321968,0.990772
70.999515057,-0.9492786,-0.3073548,-0.06372717,0.308957,-0.9507554,-0.01665948,-0.05544064,-0.0355672,0.9910766
72.000597000,-0.9491886,-0.3083701,-0.06005165,0.310164,-0.9502305,-0.02290305,-0.04996628,-0.04042426,0.9911807
