Time (s),Roll (deg),Pitch (deg),Yaw (deg)
0.000000000,-2.696769,2.37892,-9.05635
1.001061916,-2.692532,2.374756,-9.080257
1.999652863,-2.691442,2.370727,-9.098586
3.000715256,-2.688367,2.368296,-9.118642
3.999306679,-2.68111,2.372321,-9.135655
5.000370026,-2.678295,2.370899,-9.146151
6.001432896,-2.698732,2.369483,-9.132006
7.000024796,-2.852835,3.068717,18.56761
8.001089096,-2.388575,3.475335,52.8017
8.999680996,-2.018815,3.432191,78.46732
10.000745296,-2.180429,3.030305,80.39164
10.999338150,-2.3908,2.755206,80.354
12.000403404,-2.514149,2.589722,80.30732
12.998996258,-2.596744,2.480338,80.28073
14.000061512,-3.151222,2.96724,100.3913
15.001126766,-2.085826,3.666712,150.3243
15.999721050,-1.748297,3.45929,169.9194
17.000787258,-2.197009,3.015487,169.0961
17.999382019,-2.423665,2.764969,169.0663
19.000448704,-2.558502,2.606969,169.024
19.999043941,-2.637099,2.518949,168.9919
21.000111103,-3.003515,3.269225,-160.6155
22.001178265,-2.040142,3.689187,-116.2349
22.999774933,-1.859616,3.389822,-101.8356
24.000843048,-2.228926,3.006495,-102.0797
24.999440193,-2.4242,2.770705,-102.1248
26.000509262,-2.54938,2.623696,-102.1595
26.999106407,-2.623998,2.545552,-102.1544
28.000176430,-2.761334,3.459521,-60.62741
29.001246929,-1.918805,3.646779,-21.81351
29.999845505,-1.943077,3.245631,-13.8527
31.000916958,-2.241557,2.898088,-13.86838
31.999516010,-2.421054,2.689497,-13.89613
33.000587940,-2.519692,2.575213,-13.92209
33.999187946,-2.950437,2.510085,-12.5719
35.000260830,-2.54078,3.539626,38.70671
35.998861313,-1.832433,3.51844,70.94213
36.999934673,-2.017975,3.123554,75.81853
38.001007557,-2.299095,2.829523,75.72358
38.999609470,-2.466319,2.644691,75.68521
40.000682831,-2.563621,2.52588,75.65371
40.999285221,-3.198861,2.696391,84.64466
42.000360012,-2.36757,3.632939,137.4784
42.998962402,-1.934963,3.509533,162.5667
44.000037670,-2.134083,3.099383,164.8889
44.998641014,-2.383345,2.828681,164.857
45.999717236,-2.540282,2.65767,164.8181
47.000792980,-2.626007,2.556562,164.7868
47.999397755,-3.151945,3.025875,-175.5423
49.000473976,-2.085705,3.731541,-125.8086
49.999078751,-1.753726,3.511101,-105.9546
51.000155926,-2.156402,3.069435,-106.641
51.998761654,-2.390139,2.826189,-106.6533
52.999840260,-2.527237,2.673429,-106.6646
54.000918388,-2.60707,2.579196,-106.6838
54.999525547,-2.953133,3.296563,-76.29988
56.000604630,-1.9654,3.676484,-31.48321
56.999212265,-1.798556,3.376063,-16.91426
58.000291824,-2.163758,2.991559,-17.22719
58.998899937,-2.366757,2.753848,-17.25719
59.999979973,-2.489604,2.612855,-17.2818
60.998588562,-2.581995,2.529416,-17.24211
61.999669075,-2.721642,3.423423,24.5853
63.000750065,-1.92815,3.584745,63.48104
63.999359608,-1.912785,3.22985,72.8071
65.000440121,-2.229945,2.896057,72.77585
65.999050140,-2.408336,2.687934,72.75027
67.000131130,-2.536335,2.561829,72.7251
67.998741150,-2.950183,2.507176,74.05624
68.999822617,-2.560053,3.570081,125.203
69.998433113,-1.861268,3.583743,157.4127
70.999515057,-2.055316,3.178144,161.9717
72.000597000,-2.335453,2.864049,161.9043
72.999207497,-2.500189,2.683385,161.8792
74.000289917,-2.592444,2.576969,161.8589
74.998900414,-2.643462,2.506511,161.8334
75.999983788,-2.680942,2.467204,161.8123
76.998594284,-2.697335,2.442931,161.7923
77.999677658,-2.717548,2.424225,161.7756
78.998289585,-2.724632,2.424384,161.7534
79.999372959,-2.736147,2.420695,161.731
81.000456810,-2.743298,2.421152,161.7114
