Time (s),X (g),Y (g),Z (g)
0.000000000,-0.004224463,0.001695634,-0.00432403
1.001061916,0.0005747271,-0.0003269409,0.0002163067
1.999652863,-0.00381061,-0.0005458881,0.003762099
3.000715256,0.0007203261,0.0002223578,0.00399032
3.999306679,0.001624004,0.0007398187,-0.0008141358
5.000370026,-0.0004385533,0.003884017,-0.00124715
6.001432896,-0.0006099832,-0.007014817,0.008002116
7.000024796,0.01921809,0.009659861,-0.002772298
8.001089096,0.01043331,0.02388785,-0.001571346
8.999680996,0.01075121,0.02401507,-0.009122423
10.000745296,0.008070231,0.0137175,-0.0006014709
10.999338150,0.009002474,0.009317791,3.090034E-05
12.000403404,0.0003273936,9.011492E-05,0.005091687
13.001467705,-0.001906952,0.004419817,0.003819689
14.000061512,0.01197968,0.03427882,0.001268362
15.001126766,-0.02448956,0.01015059,-0.00150964
15.999721050,-0.01292126,-0.01941034,-0.004117814
17.000787258,-0.01479532,0.009695618,0.002656072
17.999382019,-0.009725718,0.00521267,0.003299931
19.000448704,-0.005945575,0.002161087,0.002458637
20.001515388,-0.0002330723,0.002734951,0.001315015
21.000111103,-0.03038809,-0.01187713,0.0006054506
22.001178265,-0.02907744,-0.01185624,0.01142686
22.999774933,-0.02207369,-0.005142209,0.0005758224
24.000843048,-0.00716587,-0.01110093,0.005230093
24.999440193,-0.00836113,-0.00526497,0.006432103
26.000509262,-0.006171261,-0.001732289,-0.0005779498
26.999106407,-0.0115589,-0.001936315,-0.007658647
28.000176430,0.02475585,-0.02243534,-0.005809936
29.001246929,0.01118934,0.002563682,0.004309433
29.999845505,0.01365841,-0.008402031,0.002766965
31.000916958,0.008588303,-0.00869674,0.004814785
31.999516010,0.006656357,-0.009926935,0.005334845
33.000587940,0.003173674,-0.003689484,-0.002175524
33.999187946,-0.006219096,-0.03601399,-0.0165069
35.000260830,0.0138243,0.03306593,0.002113805
36.001333237,0.02595499,0.01991205,-0.009085906
36.999934673,0.008899633,0.01499364,0.00403702
38.001007557,0.004984214,0.01106362,0.001293345
38.999609470,0.003723244,0.004180145,0.003499555
40.000682831,0.003230245,0.007878802,0.006094318
40.999285221,0.02254766,0.003901884,-0.003487536
42.000360012,-0.03527955,0.0156749,1.933007E-05
42.998962402,-0.009950954,0.01979455,-0.001617478
44.000037670,-0.01096324,0.0175215,0.005739482
45.001112938,-0.002998658,0.006209751,-0.001050652
45.999717236,-0.004292184,0.007195414,-0.001181433
47.000792980,-0.003089714,0.001262598,0.00068137
47.999397755,-0.03466596,0.01726382,0.001745055
49.000473976,-0.0230039,-0.02791861,0.01553099
49.999078751,0.03272659,-0.02618783,-0.01374058
51.000155926,-0.01095294,-0.01091089,-0.009502116
51.998761654,-0.004562186,-0.006551204,0.002524224
52.999840260,-0.001670955,0.001512782,-0.007079015
54.000918388,-0.00281389,-0.006354499,-0.004226713
54.999525547,0.01162252,-0.02561906,-0.004461442
56.000604630,0.01095922,-0.03315492,-0.008799943
56.999212265,0.009359687,-0.01572477,0.0001771981
58.000291824,0.007288205,-0.01415533,-0.003173682
58.998899937,0.00616734,-0.006837897,0.004859572
59.999979973,-0.003598417,-0.008354191,0.002038764
60.998588562,-0.001217202,-0.01282206,0.003353557
61.999669075,0.03609014,0.02561814,-0.003224046
63.000750065,0.02391281,0.02966804,0.006360224
63.999359608,0.02051288,0.00690725,0.001176069
65.000440121,0.006804755,0.002653446,0.005599826
65.999050140,0.002797808,0.001408546,0.001748689
67.000131130,0.008961443,0.0001030054,0.005620138
67.998741150,0.03165315,0.008128873,0.04615627
68.999822617,-0.0344169,0.02133159,0.00464
70.000904560,-0.01951936,0.01947878,0.005743753
70.999515057,-0.007673899,0.01085468,0.0002334541
72.000597000,-0.007824275,0.01116308,0.004368954
72.999207497,-0.005891588,0.009357599,0.009168278
74.000289917,-0.003023916,0.0005922901,-0.001223705
74.998900414,-0.003979134,0.0003745491,0.0005870344
75.999983788,0.001391829,-0.001421888,-0.0005795925
76.998594284,0.002571813,0.004044965,-0.001896697
77.999677658,-0.001463889,0.001081166,0.004973664
79.000761032,-0.0001821809,0.000480557,0.006463861
79.999372959,-7.757451E-05,-0.0004248117,0.01026115
81.000456810,0.0006198392,-0.002916149,0.001250376
